глагол,частота
dovoditi,333
odgovoriti,333
pokušati,332
shvatiti,330
krenuti,330
otići,329
poboljšati,329
držati,326
zahvaliti,323
izgledati,321
definisati,315
kontaktirati,312
odabrati,311
ostvarivati,311
najaviti,308
okupiti,305
prolaziti,303
osigurati,303
omogućivati,302
promovisati,302
pročitati,302
izaći,299
objasniti,298
povećavati,297
otvarati,297
pridružiti,295
pitati,294
prenositi,294
pristupiti,293
funkcionisati,288
odvijati,288
pozvati,287
predsedavati,287
izabrati,285
poštovati,284
izgraditi,284
podsetiti,283
izazvati,280
sprečiti,280
ispunjavati,280
birati,279
analizirati,279
poslovati,277
preneti,277
izvoditi,276
prikazati,275
garantovati,272
prilagoditi,271
viditi,269
praviti,269
preduzeti,269
uspostaviti,267
vraćati,265
odrediti,263
podići,263
dogoditi,262
razlikovati,261
provesti,260
rešiti,259
priznati,258
objavljivati,258
razmišljati,258
formirati,257
dozvoliti,256
spadati,256
važiti,253
nazivati,252
uvesti,252
osnovati,249
platiti,246
reagovati,246
deliti,246
izraditi,245
preći,245
proširiti,244
predviđati,243
povezivati,241
napustiti,241
raspolagati,240
obavestiti,239
ulaziti,235
obaveštavati,235
putovati,234
prodavati,234
slediti,234
objašnjavati,233
napisati,232
izdati,230
obrađivati,229
uložiti,228
štititi,227
prikupljati,225
zaboraviti,224
truditi,222
zvati,221
potvrđivati,218
javljati,218
poticati,218
primati,218
podsticati,217
isključiti,216
ulagati,216
odlučivati,216
podeliti,216
dodavati,216
podsećati,215
nastajati,214
zadržati,214
obići,214
odrasti,213
izdvajati,212
sačuvati,212
uređati,212
učiti,210
izneti,208
prestati,208
određivati,206
stizati,206
slušati,205
vidjeti,205
zasnivati,204
kontrolisati,203
uzeti,202
posmatrati,201
pokrivati,201
promijeniti,201
ukloniti,200
rasti,197
obeležiti,197
izaberiti,197
brinuti,196
izlaziti,195
okupljati,195
instalirati,194
diplomirati,188
stavljati,187
osetiti,187
stupiti,187
plaćati,186
pokretati,185
nastojati,184
izdvojiti,183
kolačiti,183
uređivati,183
odlikovati,183
zaustaviti,182
predlagati,182
konstatovati,182
uslediti,181
uzimati,181
naglašavati,180
pojavljivati,179
olakšavati,179
izvesti,178
fokusirati,178
prodati,177
ogledati,175
odbiti,175
završavati,175
pripremati,175
podstaći,174
odlaziti,173
nastupati,173
upućivati,173
prijavati,173
obeležavati,172
provjeriti,172
stati,171
rešavati,171
ostavljati,171
istražiti,170
proveriti,170
identifikovati,170
javiti,170
postizati,169
težiti,169
nedostajati,169
rezultirati,168
dokazati,168
prelaziti,167
napredovati,167
zanimati,167
gubiti,167
olakšati,167
regulisati,167
upisati,166
potražiti,166
upotrebljavati,166
zamisliti,165
sprečavati,165
predvoditi,165
odigrati,165
zauzimati,165
pozdraviti,165
svedočiti,165
poslužiti,164
hvati,163
pohađati,162
podnositi,161
privući,161
obuhvatiti,160
sticati,160
izazivati,158
prihvatati,158
otkrivati,158
provoditi,157
doživeti,156
meriti,154
dodeljivati,152
ponoviti,152
buditi,152
donirati,152
preuzimati,152
kupovati,151
zadržavati,150
zaštititi,150
odobriti,150
pretvoriti,149
zadovoljiti,148
slati,148
širiti,148
preživeti,148
tretirati,146
označiti,145
složiti,145
posvetiti,145
sazvati,144
ležati,144
opisivati,144
pregledati,143
glasati,143
umreti,142
pritisniti,142
izdavati,141
primeniti,141
unesiti,140
izrađivati,139
predati,139
zatvoriti,139
pobediti,138
obrazložiti,138
voziti,138
osiguravati,138
proceniti,138
porasti,137
suočiti,137
zalagati,136
izražavati,136
podesiti,136
ojačati,136
opisati,135
unapređivati,134
zadovoljavati,134
karakterisati,133
zameniti,133
napomenuti,133
povući,133
čitati,133
primetiti,133
priprema,132
procenjivati,132
poznavati,132
proglasiti,131
uvoditi,130
prikupiti,130
povezati,129
prepoznavati,129
informisati,129
doživljavati,129
urediti,129
saati,129
slaviti,128
uručiti,127
emitovati,127
sustavati,127
poboljšavati,126
dostići,126
plaći,126
oslanjati,125
implementirati,125
nabaviti,124
pomenuti,124
nazvati,123
dostavljati,123
čestitati,122
komunicirati,122
savladati,122
dogovoriti,121
snimati,121
položiti,121
braniti,119
nastupiti,119
zasluživati,118
privlačiti,117
povesti,117
registrovati,117
snimiti,117
beležiti,117
studirati,117
ažurirati,116
pasti,116
proteći,116
aktivirati,116
pristup,116
zabeležiti,115
zastupati,115
spajati,115
negovati,115
izveštavati,114
ubrzati,114
probati,114
dozvoljavati,113
upozoravati,113
označavati,112
dodeliti,112
odustati,112
postignuti,112
dominirati,112
utvrđivati,112
vjerovati,112
osloboditi,111
uzrokovati,111
propustiti,111
započinjati,110
investirati,110
priključiti,109
popuniti,109
ubiti,109
osmisliti,108
trošiti,108
susretati,107
uveriti,106
proizvesti,106
spremati,106
proizvod,106
zauzeti,106
preduzimati,106
pominjati,105
ponašati,105
popraviti,105
poželeti,105
slagati,104
uspevati,104
prezentovati,104
posjetiti,104
predavati,103
izlagati,102
ugrožavati,102
hoći,102
izbeći,102
padati,102
istraživati,102
unositi,101
pretvarati,101
povuciti,101
prevazići,101
insistirati,101
prekinuti,101
odražavati,100
slijediti,100
nameravati,100
zahvaljivati,100
sagledati,99
pohvaliti,98
motivisati,98
oglasiti,98
pretpostavljati,97
zapošljavati,96
uskladiti,96
testirati,95
uporediti,95
oblikovati,95
držiti,94
stradati,94
iskazati,94
ocenjivati,94
nametati,94
plasirati,94
uhvatiti,94
ispitati,93
isplatiti,93
savetovati,93
angaživati,93
pustiti,93
inspirisati,93
posećivati,93
prilagođavati,93
propisivati,93
prostiriti,93
dodavtiti,93
postupati,93
poseta,93
ugroziti,93
podizati,92
približiti,92
takmičiti,92
diti,92
glasiti,92
pravi,91
isporučivati,91
obraćati,90
diskutovati,90
imenovati,90
svirati,89
izbegavati,89
počiniti,89
kombinovati,89
uzmiti,89
odvesti,88
pomisliti,88
obnoviti,88
umeti,88
okrugati,88
ugostiti,88
upozoriti,88
posvećivati,87
proveravati,87
otkloniti,87
vezovati,87
protiviti,87
skrenuti,87
sećati,87
blokirati,87
upasti,86
upotrijebiti,86
ustanoviti,86
saglasiti,86
isporučiti,86
pogoditi,86
usmeriti,86
tumačiti,86
spremiti,86
susreti,85
iditi,85
događati,85
pozoviti,85
razmisliti,85
naplaćivati,84
odbijati,84
radovati,83
integrisati,83
produžiti,83
kriti,83
obavezovati,83
pretiti,82
uplatiti,82
napasti,82
obećati,82
inicirati,82
zadržiti,82
odgovor,82
nemottiti,81
proslaviti,81
zahtijevati,81
upotrebiti,81
nestati,81
prebaciti,81
vladati,81
raspisati,81
naići,81
shvatati,80
snositi,80
dobrobiti,80
zahvatiti,79
bazirati,79
odbraniti,79
otpočeti,79
trpeti,79
dokazivati,79
preporučiti,79
preminuti,79
uklanjati,78
okrenuti,78
pronalaziti,78
generisati,78
razvivati,78
kolačići,78
jesti,78
napominjati,77
pristupati,77
jačati,77
priznavati,77
obuhvaćati,77
prevazilaziti,76
raspravljati,76
ploviti,75
izmeniti,75
sastaviti,75
ispričati,75
roditi,75
osjećati,75
stimulisati,75
naručiti,74
osvrnuti,74
pokloniti,74
piti,74
ograničiti,73
odvojiti,73
opustiti,73
osnažiti,73
navestiti,73
eliminisati,72
probuditi,72
želiti,72
usmeravati,72
odati,72
sumnjati,71
prirediti,71
prijavljivati,71
sugerisati,71
predvideti,70
osuđivati,70
istražovati,70
potruditi,70
plašiti,70
pokriti,70
opredeliti,70
izboriti,70
stupati,70
obavesti,70
osvajati,70
ponavljati,70
uspostavljati,69
isprobati,69
brojati,69
rukovoditi,69
pamtiti,68
zaključivati,68
kršiti,68
plažiti,68
angažovati,68
ukinuti,68
varirati,68
štediti,67
odbaciti,67
pridržavati,67
prestajati,67
svoditi,67
izvršavati,67
isključivati,67
uništiti,66
usavršavati,66
prodaja,66
vrediti,66
dočekati,66
uneti,66
parkirati,66
napuštati,66
bivati,65
setiti,65
nanositi,65
nemotiti,65
dostignuti,65
uvrstiti,65
počivati,65
dizajnirati,64
prethoditi,64
napuniti,64
poći,64
nadgledati,64
naneti,64
pretrpeti,64
ispostaviti,64
obrazovati,64
osuditi,64
pojačati,64
potrošiti,64
ispraviti,64
kritikovati,63
obavezati,63
transformisati,63
ograničavati,63
izabereti,63
zaposliti,63
zaštita,63
poneti,63
kopirati,62
spojiti,62
zatvarati,62
naznačiti,62
povlačiti,62
ohrabriti,61
sretati,61
preseliti,61
reproducirati,61
iznajmljivati,61
datirati,61
pomerati,61
god,61
poručivati,61
uklapati,60
teći,60
pohvati,60
umanjiti,60
žaliti,59
upoznavati,59
kiša,59
iskusiti,59
sedeti,59
pošlajiti,59
razmenjivati,59
pevati,59
ušteti,59
djelovati,59
distribuirati,59
potpisivati,59
povratiti,59
organizirati,59
obećavati,59
prepustiti,59
projektovati,58
odobravati,58
sakupiti,58
primećivati,58
voliti,57
demonstrirati,57
pronađiti,57
usvajati,57
oduzeti,57
dopustiti,57
elektromaterajati,57
pripasti,57
pogađati,57
spasiti,57
započniti,57
brisati,57
postupiti,57
očuvati,57
ubaciti,57
ublažiti,57
poginuti,57
uočiti,57
najavljivati,56
iznenaditi,56
okončati,56
proučavati,56
očistiti,56
zakazati,56
pošlajeti,55
okrugiti,55
snabdevati,55
proizilaziti,55
nailaziti,55
prevoditi,55
sviđati,54
polagati,54
upisivati,54
korist,54
strujati,54
zeleniti,54
obučavati,54
interesovati,54
osnivati,54
posjedovati,53
otežavati,53
razmeniti,53
upotpuniti,53
režirati,53
izbrisati,53
poništiti,53
dospeti,53
skočiti,53
iznajmiti,53
ubrzavati,53
rezervisati,52
priuštiti,52
konzumirati,52
ispitovati,52
nimati,52
ispratiti,52
opravdati,52
družiti,51
onemogućiti,51
poznati,51
isteći,51
polaziti,51
izložiti,51
ličiti,51
ignorisati,51
pretraživati,51
prerasti,50
prouzrokovati,50
odložiti,50
ohrabrovati,50
zapitati,50
pozdravljati,50
preuzmiti,50
pretpostaviti,50
deleti,50
suprotstaviti,50
ugraditi,50
pristići,50
baciti,50
uspiti,50
okružovati,50
zaraditi,50
smestiti,50
pati,50
sagraditi,49
suditi,49
dugovati,49
preispitati,49
portati,49
dopuniti,49
okretati,49
pozabaviti,49
opstati,49
obraditi,49
odneti,49
svesti,48
predočiti,48
sakriti,48
hodati,48
pristati,48
zamoliti,48
ugrađivati,48
konkurisati,48
poteći,48
zabranjivati,48
negirati,48
podijeliti,48
odvajati,47
tragati,47
klikneti,47
obilovati,47
paliti,47
zaboravljati,47
protezati,47
uklopiti,47
mijenjati,47
spasti,47
izdržati,47
naterati,46
poklanjati,46
uštedeti,46
mešati,46
ratifikovati,46
objedinjavati,46
informišati,46
precizirati,46
sačinjavati,46
izbegnuti,46
zaslužiti,46
živiti,46
skretati,46
dočekovati,46
umirati,46
približavati,46
bacati,46
navići,46
pospešivati,45
oslikavati,45
dostizati,45
sklopiti,45
dijeliti,45
osloniti,45
spominjati,45
prevesti,45
dokumentovati,45
oporaviti,45
umanjivati,45
prekršiti,45
krasiti,45
oduzimati,45
omogutiti,45
obnavljati,45
mučiti,44
uspjeti,44
aplicirati,44
zabraniti,44
nametnuti,44
optimizovati,44
odabirati,44
gavati,44
bojati,44
zaustavljati,44
lečiti,44
odazvati,44
spriječiti,43
pridavati,43
protestovati,43
magistrirati,43
optužiti,43
proširivati,43
spomenuti,43
odreći,43
aviti,43
štampati,43
ubijati,43
priložiti,43
dijeti,43
svrstati,42
interesivati,42
hraniti,42
onemogućavati,42
montirati,42
trenirati,42
rađati,42
osjetiti,42
izvaditi,42
ideti,42
počneti,42
kuvati,41
apelovati,41
zagovarati,41
puštati,41
zadesiti,40
doktorirati,40
haliti,40
bežati,40
sudjelovati,40
pohranjivati,40
sadržavati,40
koordinirati,40
sanjati,40
spuštati,40
učvrstiti,40
udružiti,40
spustiti,39
vežbati,39
učimiti,39
gostovati,39
uzmati,39
pomakniti,39
ponositi,39
dobivati,39
sačiniti,39
ujediniti,39
popeti,39
ovisiti,39
oslobađati,39
isplaćivati,39
izvoziti,39
sediti,39
slagiti,39
proizlaziti,39
rušiti,38
uvideti,38
lansirati,38
uneseti,38
temeljati,38
idati,38
sakupljati,38
zamenjivati,38
pridruživati,38
najavati,38
prenijeti,38
iziskovati,38
kvalifikovati,38
čiti,38
nadograditi,38
nestajati,38
nastojiti,38
okruživati,37
oko,37
snaći,37
potrajati,37
nalagati,37
obračunavati,37
pregovarati,37
osposobiti,37
sipati,37
pribaviti,37
skupljati,37
otkazati,37
reciklirati,36
pogoršati,36
sastavljati,36
šetati,36
podvućati,36
izgovoriti,36
viđati,36
prekidati,36
posveti,36
pucati,36
poveriti,36
opremiti,36
uviditi,36
valjati,35
uočavati,35
zaostajati,35
saznavati,35
uvećavati,35
povrediti,35
ocijeniti,35
ovladati,35
založiti,35
povežiti,35
sinkronizirati,35
usaglasiti,35
kazniti,35
oboriti,35
nadoknađivati,35
ugledati,35
obožavati,35
ubediti,35
zvučiti,35
pretražiti,34
uzdizati,34
zamisati,34
čuo,34
proticati,34
zateći,34
pozicionirati,34
sačekati,34
uvasti,34
tipkiti,34
dopuštati,34
usporiti,34
obogatiti,34
afirmisati,34
registrirati,34
zanemariti,34
poslujati,34
utjecati,34
željeti,34
smiti,34
produbiti,34
primena,34
brinati,33
ispoljavati,33
uhapsiti,33
manifestovati,33
dopasti,33
startovati,33
procesuirati,33
uništavati,33
skrivati,33
premašiti,33
doživiti,33
riješiti,33
pokreniti,33
izbjeći,33
intenzivirati,33
zabavljati,33
razdvajati,33
pomeriti,33
oživeti,33
cena,33
ublažavati,33
obustaviti,33
ugati,33
brojiti,33
raspisivati,33
pojednostaviti,32
nađetati,32
izučavati,32
izreći,32
pokreneti,32
primjenjivati,32
faliti,32
odraziti,32
optuživati,32
upišiti,32
nazad,32
odavati,32
formulisati,32
funkcionirati,32
izvestiti,32
saobraćati,32
dopadati,31
upustiti,31
prilaziti,31
peći,31
trgovati,31
praktikovati,31
medjati,31
usavršiti,31
popunjavati,31
diktirati,31
izvući,31
interpretirati,31
donijeti,31
idemiti,31
jamčiti,31
smeštati,31
iskazivati,31
zovesti,31
zabrinjavati,31
izbiti,31
proglašavati,31
obilaziti,31
vakcinisati,31
izbaciti,31
prošetati,31
preživjeti,31
vileti,31
jučiti,31
skinuti,31
odmoriti,31
nadoknaditi,30
davasti,30
uplaćivati,30
popravljati,30
proslediti,30
odustajati,30
svežiti,30
surađivati,30
dovršiti,30
tužiti,30
usklađivati,30
proisticati,30
razumjeti,30
skupiti,30
učestati,30
pozoveti,30
otputovati,30
zaobići,30
saslušati,30
proizvestiti,30
imatti,30
poduzeti,30
odetiti,30
nagraditi,30
narušavati,30
srušiti,30
komentarisati,30
produžavati,30
razumivati,30
obrisati,30
poslušati,29
obučiti,29
ponlavljati,29
gurati,29
žao,29
prevoziti,29
izračunati,29
npr.,29
pojačavati,29
smenjivati,29
sam,29
ispoštovati,29
detektovati,29
zaštiti,29
pozovesti,29
izvlačiti,29
edukovati,29
propuštati,29
uvećati,29
apsorbovati,29
intervenisati,29
vređati,29
ugovoriti,29
sirati,28
moderirati,28
pomešati,28
locirati,28
ustupiti,28
pobeći,28
čuditi,28
izmeriti,28
podigneti,28
vezati,28
otežati,28
otkupiti,28
naložiti,28
kandidovati,28
sagledavati,28
utvrđovati,28
naseljavati,28
usloviti,28
ispoljiti,28
zabaviti,28
paziti,28
transportovati,28
predstojati,28
nastavati,28
mapirati,28
kažnjavati,28
svrstavati,28
ometi,27
započneti,27
opredeljivati,27
dodeti,27
opravdavati,27
propasti,27
prisećati,27
tući,27
prebacivati,27
rečiti,27
propisati,27
objediniti,27
zarađivati,27
uzvratiti,27
sumirati,27
osposobljavati,27
podrazumijevati,27
pokupiti,27
osvežiti,27
poželiti,27
prići,27
zapisati,27
opterećivati,27
progovoriti,27
stojati,27
ustati,27
zagađivati,26
narediti,26
zastareti,26
ubrajati,26
ukidati,26
pregledavati,26
udariti,26
načiniti,26
graničiti,26
izrasti,26
pristizati,26
modernizovati,26
pojasniti,26
fotografisati,26
izjasniti,26
pogodovati,26
odraditi,26
prosleđivati,26
usporavati,26
pobeđivati,26
nati,26
citirati,26
sastajati,26
zahtjevati,26
uvoziti,26
skenirati,26
obradovati,26
odbacovati,26
dođiti,25
žaljati,25
boliti,25
terati,25
preskočiti,25
zloupotrebljavati,25
proslavljati,25
čistiti,25
br.niti,25
uskratiti,25
stopati,25
poentirati,25
rekonstruisati,25
ispisati,25
udvostručiti,25
porediti,25
ulivati,25
tj.,25
izlečiti,25
svjedočiti,25
izvučiti,25
nadmašiti,25
vučiti,25
naslediti,25
preispitovati,25
unijeti,24
izostajati,24
apelivati,24
brineti,24
zadati,24
nabavljati,24
održiti,24
rizikovati,24
zamijeniti,24
lečati,24
ceniti,24
narušiti,24
razmena,24
prebroditi,24
pomeneti,24
zabrana,24
sušiti,24
podležati,24
prerađivati,24
korigovati,24
odigravati,24
vaniti,24
dodirnuti,24
lažiti,24
topasti,24
privesti,24
suprotstavljati,24
provera,24
dvati,24
apelujati,24
reflektovati,24
izostati,24
posredovati,24
izbijati,24
grejati,23
debitovati,23
pripisivati,23
slikati,23
reagirati,23
skidati,23
izgovarati,23
posluživati,23
nađiti,23
skiniti,23
pivati,23
zapamtiti,23
skraćivati,23
proučiti,23
doseći,23
opasti,23
rangirati,23
popiti,23
zaobilaziti,23
tolerisati,23
premašivati,23
pakovati,23
odvoditi,23
upotpunjivati,23
pripisati,23
simbolizovati,23
starati,23
plivati,22
pretplatiti,22
nagovestiti,22
dodijeliti,22
dospevati,22
odisati,22
preferirati,22
parceti,22
biciti,22
popustiti,22
pojednostavljujati,22
evidentirati,22
dodirati,22
užiti,22
konsultovati,22
sreti,22
nagrađivati,22
narasti,22
postaniti,22
provestiti,22
dočarati,22
skratiti,22
sjećati,22
premjestiti,22
favorizovati,22
oštetiti,22
izjasti,22
odjaviti,22
osušiti,22
uzmetiti,22
ometati,22
pogrešiti,22
zaokružiti,22
oduševiti,22
upoređivati,22
uvažiti,21
prostiti,21
sjediniti,21
pobrinuti,21
odlažiti,21
sanirati,21
osporiti,21
publikovati,21
ohladiti,21
smetati,21
prekrivati,21
zauziti,21
povezujati,21
oglašavati,21
podstići,21
zaljubiti,21
predstavlјa,21
zvučati,21
sklapati,21
spoznati,21
zamišljati,21
hoteti,21
ceneti,21
kružiti,21
uslovljavati,21
zatrebati,21
zaposti,21
vrednovati,21
redukovati,21
odstupati,21
iznedriti,21
podudarati,21
pomiriti,21
popivati,21
produbljivati,21
podela,21
žrtvovati,21
napadati,21
predviditi,21
zaigrati,21
prikažiti,21
postarati,21
servirati,21
pospešiti,21
unaprijediti,21
vrijediti,20
sufinansirati,20
specijalizovati,20
doživjeti,20
portfoliti,20
padniti,20
ukagati,20
podešavati,20
podležiti,20
kaći,20
pojesti,20
sudjelivati,20
izbriseti,20
namjeravati,20
isplanirati,20
pišiti,20
reprodukovati,20
podnijeti,20
uporabiti,20
rasporediti,20
briniti,20
primorati,20
podvući,20
razbiti,20
sretiti,20
obriseti,20
zanemarivati,20
filtrirati,20
verifikovati,20
upitati,20
vjerivati,20
prijeđiti,20
svideti,20
profitirati,20
zahvatati,20
opredeti,20
smisliti,20
dočeći,20
onemogućivati,20
mirisati,20
medjutiti,19
oformiti,19
stremiti,19
otključati,19
edukivati,19
ispuštati,19
pobegniti,19
dodirneti,19
stabilizovati,19
ispasti,19
razrešiti,19
prijati,19
osvetliti,19
kretiti,19
izmisliti,19
uskraćivati,19
propržiti,19
prikrivati,19
prepričavati,19
uvažavati,19
omogući,19
dodjeljivati,19
disati,19
oslabiti,19
odstojati,19
sviti,19
prilagati,19
simulirati,19
hidrocentrati,19
nađati,19
kliknuti,19
prelepiti,19
violončeti,19
posjećivati,19
rotirati,19
presuditi,19
seliti,19
skloniti,19
doputovati,19
degustirati,19
postigneti,19
revidirati,19
izmiriti,19
magistrati,19
porazgovarati,19
reciti,19
ilustrojati,19
mimo,19
osporavati,19
utjetiti,19
primoravati,19
artikulisati,19
vrtiti,19
oprostiti,19
usuditi,19
okreniti,19
proizaći,19
teretiti,19
okarakterisati,19
dobit,19
setati,18
preispitivati,18
uplašiti,18
lutati,18
suspendovati,18
opadati,18
izuzeti,18
razjasniti,18
adaptirati,18
šaliti,18
umešati,18
otiti,18
dopunjivati,18
zaraziti,18
požeti,18
ratovati,18
rivasti,18
zadobiti,18
novonastati,18
kucati,18
oduševljavati,18
cijeti,18
uveravati,18
podsjetiti,18
naplatiti,18
snižavati,18
obavijestiti,18
materijalizovati,18
pojašnjavati,18
stićiti,18
tranzitirati,18
dogovarati,18
obnova,18
zaključati,18
diskriminisati,18
percipirati,18
oprobati,18
žuriti,18
ugasti,18
zakoračiti,18
rezultovati,18
rezervišeti,18
upariti,18
opstavati,18
zeleti,18
mrziti,18
pogoršavati,18
opuštati,18
zastati,18
protećati,18
udati,18
čestići,18
davetiti,18
šaljetiti,18
dirati,17
uzmeti,17
otkucati,17
lagati,17
ustajati,17
priključivati,17
pobuniti,17
rastiti,17
hvatati,17
sići,17
prepuštati,17
vaditi,17
crtati,17
započnuti,17
vežiti,17
emigrirati,17
uštediti,17
opsluživati,17
patiti,17
darovati,17
obilježiti,17
pravdati,17
zainteresovati,17
pušiti,17
izviriti,17
opratiti,17
vretati,17
odmarati,17
ciljati,17
dodjati,17
zaživeti,17
posviti,17
dotaći,17
zloupotrebiti,17
čuvasti,17
zagrejati,17
=,17
ispisivati,17
letiti,17
izjašnjavati,17
probavati,17
dopreti,17
živjeti,17
obogaćivati,17
učvršćivati,17
prožimati,17
istrajati,17
prekoračiti,17
obrišiti,17
eksperimentisati,17
propadati,17
strahovati,17
preovlađivati,17
bombardovati,17
učestovati,16
srediti,16
približati,16
kročiti,16
implicirati,16
ukrasiti,16
komponovati,16
raspoređivati,16
pritisnuti,16
zadovoljati,16
manipulisati,16
spasavati,16
puniti,16
crveniti,16
otklanjati,16
udaljiti,16
minimizirati,16
podigniti,16
ovati,16
poricati,16
izdržavati,16
piseti,16
uciniti,16
diviti,16
ilustrovati,16
vilati,16
nazoviti,16
pobriniti,16
preduprediti,16
obračunati,16
proisteći,16
udaljavati,16
otpustiti,16
udahnuti,16
odlagati,16
.o.,16
oporavljati,16
hati,16
sečeti,16
resetirati,16
otati,16
kasniti,16
izgrađivati,16
naslići,16
navršiti,16
maći,16
kriviti,16
uviđati,16
provjeravati,16
veseti,16
siliti,16
vidiš,16
ćasti,16
značati,16
okupirati,16
sežiti,15
koordinisati,15
kreniti,15
oklevati,15
ostaniti,15
poslajati,15
uručivati,15
primijetiti,15
prostirati,15
zabilježiti,15
uvežbavati,15
odstraniti,15
snalaziti,15
ugasiti,15
automatizovati,15
doniti,15
cineti,15
oženiti,15
skreneti,15
dezinfikovati,15
demantovati,15
spati,15
oštećivati,15
uštetiti,15
predjeti,15
konvertovati,15
umoriti,15
jeseti,15
ceti,15
stanovati,15
raširiti,15
hvaliti,15
istupiti,15
normalizovati,15
otkupljivati,15
sankcionisati,15
preokrenuti,15
rezervirati,15
ispitivati,15
odrastati,15
usprotiviti,15
povestiti,15
preživljavati,15
distancirati,15
kontrolirati,15
nadaleti,15
izviniti,15
ispadati,15
delegirati,15
širok,15
glumiti,15
masagati,15
bodriti,15
odmeriti,15
dodirivati,15
skladišti,15
preraditi,15
izbacovati,15
zagrevati,15
promovirati,14
izolovati,14
predstovati,14
osvesti,14
egzistirati,14
asocirati,14
smjestiti,14
dodjeti,14
animirati,14
svađati,14
raslati,14
izjavljivati,14
podstakniti,14
opremati,14
pokušaj,14
kupati,14
str.n,14
odjetiti,14
bicikati,14
nasmejati,14
preostajati,14
verovtiti,14
osnažovati,14
uspijevati,14
ulepšati,14
uslijediti,14
poremetiti,14
ovlastiti,14
sresti,14
zabava,14
onliniti,14
pohraniti,14
umutiti,14
odstupiti,14
podvlačiti,14
goniti,14
doprinijeti,14
preseti,14
odvratiti,14
razdvojiti,14
prititi,14
skladištiti,14
prevarati,14
podsjeti,14
klasifikovati,14
prispeti,14
promašiti,14
progutati,14
zaključavati,14
suziti,14
deklarisati,14
razraditi,14
rastuti,14
dižati,14
uvjeriti,14
sprječavati,14
pristajati,14
smiriti,14
digati,14
pobegnuti,14
podseti,14
zasnovati,14
premestiti,14
okreneti,14
pretendovati,14
pošlati,14
upiti,14
sertifikovati,14
gušiti,14
kompletirati,14
prenestiti,14
balansirati,14
gasiti,14
pijati,14
nameniti,13
lobirati,13
navršavati,13
mir,13
reorganizovati,13
priređivati,13
usuđivati,13
stan,13
sortirati,13
podučavati,13
izračunavati,13
ukrašavati,13
usporediti,13
učitati,13
planeti,13
umirovati,13
otpevati,13
finiti,13
