infinitive_latin,frequency
biti,3843
hteti,436
moći,191
znati,152
reći,136
videti,113
već,100
još,95
imati,95
raditi,92
mnogo,90
doći,89
stajati,89
trebati,87
ovde,87
samo,85
početi,78
vidjeti,76
ići,75
tako,75
govoriti,70
odmah,69
brzo,68
misliti,66
čuti,66
kazati,65
upitati,63
dobro,59
odgovoriti,57
zašto,57
malo,56
gde,55
gledati,54
pogledati,53
tamo,52
sedeti,52
otići,47
nemati,47
sada,46
naći,43
sad,42
valjati,42
poći,40
ući,39
ostati,38
dobiti,38
zatim,38
nekoliko,38
razumeti,38
okretati,36
danas,35
tući,35
daleko,35
posmatrati,34
kući,34
voditi,34
ovamo,33
put,33
obratiti,32
otvoriti,32
dati,32
čvrsto,32
vratiti,32
ostaviti,31
morati,31
kako,31
pričati,31
osećati,30
tu,30
slušati,29
ležati,29
udariti,29
koliko,27
očekivati,27
proći,27
spavati,27
zaboraviti,27
izvući,26
predati,26
živeti,26
držati,26
poleteti,26
zaustaviti,26
uvek,25
baciti,25
okrenuti,25
možda,25
trčati,25
vrlo,25
uhvatiti,24
onda,24
pustiti,24
zajedno,24
sasvim,23
sutra,23
uveče,23
juče,23
tiho,22
odlučiti,22
pasti,22
izgledati,22
pokazati,22
ispričati,22
odlaziti,22
napred,22
saznati,22
dolaziti,21
dohvatiti,21
preći,21
stići,21
skočiti,21
uhapsiti,21
ponovo,21
tražiti,20
uzeti,20
nositi,20
uputiti,20
završiti,20
izići,20
dovesti,20
dizati,19
zatvoriti,19
takođe,19
pitati,19
primetiti,19
noću,19
staviti,19
značiti,19
pozvati,19
zauzeti,19
učiniti,18
jedva,18
desiti,18
teško,18
čitati,18
najzad,18
tada,18
odvesti,17
postati,17
osloboditi,17
vraćati,17
spremati,17
odavde,17
opet,17
zadržati,17
povući,17
nalaziti,17
osmehnuti,17
shvatiti,16
čekati,16
bojati,16
ćutati,16
pružiti,16
skoro,16
izgovoriti,16
družiti,16
voleti,16
poznavati,16
želeti,16
podizati,16
izgubiti,16
odjednom,16
ustati,15
prići,15
pažljivo,15
lepo,15
truditi,15
ujutru,15
pojaviti,15
izaći,15
često,15
opaziti,15
zvati,15
voljeti,15
pročitati,15
probiti,15
primiti,14
izlaziti,14
poslati,14
viknuti,14
spustiti,14
nikada,14
dole,14
nekako,14
lako,14
koračati,14
doneti,14
juriti,14
prekidati,14
krenuti,14
inače,14
lagano,14
obuzeti,14
sediti,13
jednom,13
pomoći,13
narediti,13
smejati,13
dugo,13
prihvatiti,13
dodaditi,13
obraćati,13
postaviti,13
vikati,13
razgovarati,13
naravno,13
sigurno,12
postojati,12
uspeti,12
tržati,12
kasno,12
pomisliti,12
moliti,12
obući,12
jako,12
gurnuti,12
verovati,12
mučiti,12
stati,12
toliko,11
natrag,11
ipak,11
dosta,11
svakako,11
napraviti,11
prolaziti,11
ljutito,11
spaziti,11
ulaziti,11
smestiti,11
približavati,11
smeti,11
strašno,11
puštati,11
pucati,11
rano,11
izdati,11
setiti,11
sresti,11
prekinuti,11
nervozno,11
začuđeno,11
probuditi,11
beh,11
kada,11
odgovarati,10
zgrabiti,10
davati,10
lupati,10
zagledati,10
približiti,10
dobaciti,10
potpuno,10
stezati,10
stanovati,10
pobeći,10
pristati,10
porazgovarati,10
istrčati,10
veselo,10
skupiti,10
uporno,10
izbiti,10
nestati,10
činiti,10
gubiti,10
upoznati,10
hajdemo,10
pecati,10
željeti,10
kuda,10
veoma,10
nikako,10
mahnuti,9
pušiti,9
oprostiti,9
svršiti,9
izbaciti,9
sesti,9
šaputati,9
oko,9
pokazivati,9
uskoro,9
mirno,9
smatrati,9
isto,9
osetiti,9
padati,9
zaspati,9
braniti,9
kretati,9
klimnuti,9
predložiti,9
povikati,9
požuriti,9
negde,9
iznenada,9
umešati,9
skideti,9
skidjeti,9
oboriti,9
podići,9
spremiti,9
zadrhtati,9
uzbuditi,9
vući,9
zatezati,9
izvršiti,9
ličiti,9
natovariti,9
pokušavati,9
ubiti,9
isterati,8
štaviše,8
pisati,8
zamoliti,8
prebaciti,8
paziti,8
nasmejati,8
prezrivo,8
živjeti,8
razmišljati,8
razbiti,8
otuda,8
kud,8
pola,8
naročito,8
duboko,8
polako,8
popeti,8
skupljati,8
gore,8
nastaviti,8
uraditi,8
začuditi,8
jurnuti,8
dogoditi,8
ispuniti,8
bežati,8
svratiti,8
otkud,8
shvatati,8
naleteti,8
potrčati,8
gotovo,8
streljati,8
osvrnuti,8
voziti,8
očigledno,8
skloniti,8
zamisliti,8
žao,8
sećati,8
pozivati,8
privući,8
plakati,8
blizu,7
učiti,7
pogoditi,7
pratiti,7
objasniti,7
jasno,7
goniti,7
ispasti,7
nasloniti,7
prelaziti,7
primati,7
odneti,7
smesti,7
progunđati,7
obrazovati,7
pokušati,7
preplašiti,7
nadati,7
igrati,7
provesti,7
preskočiti,7
razdeliti,7
zagrliti,7
smetati,7
stalno,7
propasti,7
prijeći,7
odmoriti,7
jesti,7
obesiti,7
slučajno,7
ljutiti,7
izustiti,7
besno,7
pozdraviti,7
umalo,7
radosno,7
umreti,7
oštro,7
odlučno,7
poginuti,7
začuti,7
odbaciti,7
mahati,7
otpratiti,7
poznati,7
nasuti,6
zavući,6
steći,6
čistiti,6
leteti,6
spasti,6
stupiti,6
promrmljati,6
rđavo,6
otvarati,6
prisetiti,6
ostajati,6
veli,6
izvoditi,6
onako,6
počinjati,6
dobijati,6
zaviriti,6
silaziti,6
obično,6
pričekati,6
zastati,6
poznaditi,6
podrhtavati,6
udarati,6
javiti,6
progovoriti,6
dovući,6
nežno,6
odvajati,6
otrčati,6
opasati,6
radoznalo,6
praviti,6
sakriti,6
ustajati,6
psovati,6
uzdržati,6
okupiti,6
žuriti,6
uznemiriti,6
ostavljati,6
obazrivo,6
zadržavati,6
obaviti,6
obećati,6
neočekivano,6
napisati,6
pridržavati,6
brinuti,6
zato,6
vršiti,6
osvrtati,6
kratko,6
probijati,6
koristiti,6
ispustiti,6
obuhvatiti,6
uznemiravati,6
dočekati,6
kucati,6
lično,6
izvaditi,6
uništiti,6
dopustiti,6
rastati,6
uvrediti,6
uvesti,6
zaista,6
prestati,6
odjeknuti,6
zahtevati,6
zasada,6
skinuti,6
pritisnuti,6
suviše,6
opraštati,6
micati,6
napasti,6
vešati,6
odgurnuti,5
nemilosrdno,5
gušiti,5
tačno,5
terati,5
seći,5
hoditi,5
izmučiti,5
naljutiti,5
ugledati,5
ispitivati,5
dočno,5
upamtiti,5
svuda,5
danju,5
vrteti,5
tresnuti,5
donijeti,5
odozgo,5
grčevito,5
obrisati,5
osmehivati,5
odvojiti,5
poćutati,5
pristajati,5
umorno,5
nastati,5
pritrčati,5
snažno,5
dignuti,5
čuvati,5
složiti,5
uplašiti,5
naglo,5
organizovati,5
slagati,5
opaliti,5
posle,5
propustiti,5
stizati,5
zapevati,5
razlegati,5
donositi,5
saslušati,5
zamahnuti,5
ozbiljno,5
uticati,5
uopšte,5
strpati,5
pojuriti,5
uvući,5
žmirkati,5
izviniti,5
počesiti,5
zakačiti,5
