глагол,общая_частота
sudarati,13
saditi,13
bezobzirno,13
odahnuti,13
venčati,13
svesti,13
strugati,13
prosipati,13
zaliti,13
zevati,13
prostirati,13
pročuti,13
ispoljavati,13
ukrštati,13
hrabriti,13
kušati,13
zaječati,13
upotrebljavati,13
sleći,13
skuvati,13
nakašljati,13
badava,13
metati,13
odupirati,13
neosetno,13
izbegnuti,13
rasporediti,13
uteći,13
katkad,13
neprijatno,13
uručiti,13
očajnički,13
kršiti,13
naniže,13
projuriti,13
ulivati,13
okovati,13
mazati,13
zinuti,13
prikupiti,13
ohladiti,13
otpasti,13
ovuda,13
dnevno,13
recitovati,13
poremetiti,13
tupo,13
razbacati,13
prekrivati,13
izmišljati,13
krajnje,13
radoznalo,13
zavrteti,13
utopiti,13
šuštati,13
najesti,13
založiti,13
zaviti,13
ostariti,13
predvidjeti,13
mesečno,13
preobraziti,13
sazrevati,13
zavideti,13
primorati,13
pohvatati,13
osuđivati,13
nagrnuti,13
navlačiti,13
svedočiti,13
odande,13
ozariti,13
marljivo,13
sprijateljiti,13
upustiti,13
prilepiti,13
zasvirati,13
dimiti,13
zbivati,13
zarobiti,13
zaostajati,13
zgledati,13
žustro,13
zasesti,13
opasno,13
uzleteti,13
otarasiti,13
smrkavati,13
izjasniti,13
promisliti,13
šmugnuti,13
odobriti,13
pojačati,13
parati,13
namazati,13
dugovati,12
munjevito,12
osigurati,12
preturiti,12
protivno,12
ispovedati,12
vajkati,12
listati,12
mračno,12
nadmeno,12
posrtati,12
razabirati,12
zovnuti,12
pristizati,12
osipati,12
postignuti,12
uskliknuti,12
bdeti,12
obeležavati,12
dotada,12
dojaditi,12
doslovno,12
gojiti,12
veliti,12
izračunati,12
isprečiti,12
zalivati,12
zabranjivati,12
povoditi,12
gladiti,12
pokrasti,12
ućutkati,12
useći,12
zahvatati,12
dopunjavati,12
zapovedati,12
mudro,12
poštediti,12
zapahnuti,12
iskeziti,12
ometati,12
odmaći,12
mutiti,12
presecati,12
usredsrediti,12
iznova,12
smanjiti,12
oslabiti,12
udaviti,12
smrknuti,12
nadole,12
uzdržavati,12
maknuti,12
privikavati,12
hukati,12
otpočiti,12
oduševljavati,12
posvećivati,12
opažati,12
zajecati,12
odsečno,12
uplašeno,12
jamčiti,12
podariti,12
isturiti,12
uozbiljiti,12
grčiti,12
ohrabriti,12
izbrisati,12
srdačno,12
snalaziti,12
očevidno,12
zasad,12
umiti,12
zasipati,12
oslanjati,12
svetliti,12
pomreti,12
usnuti,12
iskusiti,12
divno,12
nadaleko,12
posedati,12
podmititi,12
zamutiti,12
uporedo,12
izmaći,12
svlačiti,12
opirati,12
rastrgnuti,12
puziti,12
proliti,12
pozlatiti,12
krenušiti,12
obrijati,12
strpiti,12
zdipiti,12
zadati,12
prispeti,12
proslaviti,12
oslušnuti,12
prohteti,12
popuniti,12
naprezati,12
kukati,12
mrko,12
zaobići,12
rugati,12
isprati,12
blagosloviti,12
uspavljivati,12
zaglušiti,12
pokositi,12
grešiti,12
mudrovati,12
trzati,12
pridići,12
podvući,12
stidljivo,12
poređati,12
oriti,12
narušiti,12
nakupiti,12
ozlojediti,12
ocrtavati,12
izjavljivati,12
izvrnuti,12
promuklo,12
uvećati,11
zlobno,11
dobivati,11
dražiti,11
otud,11
sačinjavati,11
olakšavati,11
mlado,11
odvijati,11
zazirati,11
poskakivati,11
oticati,11
obilno,11
nadimati,11
dobacivati,11
vesti,11
odbacivati,11
zakasniti,11
nervirati,11
neprijateljski,11
pristojno,11
narasti,11
rojiti,11
odevati,11
postiditi,11
stišavati,11
zasnovati,11
pomicati,11
dotad,11
navikavati,11
sabrati,11
zasebno,11
nazreti,11
nadenuti,11
doživljavati,11
povinovati,11
poslušno,11
pravilno,11
uspešno,11
dočepati,11
nerado,11
poslovno,11
uznemirivati,11
zagaziti,11
uočiti,11
bogato,11
pokolebati,11
odgonetnuti,11
pojiti,11
jezivo,11
odošiti,11
šišati,11
zaključivati,11
jednovremeno,11
proviriti,11
prepasti,11
otkucavati,11
sekirati,11
uzbuđeno,11
snabdeti,11
odmeravati,11
skromno,11
gnevno,11
kasniti,11
zapljuskivati,11
zamenjivati,11
posuti,11
lajati,11
frktati,11
tinjati,11
razvući,11
dopremiti,11
uzjahati,11
kapati,11
isprva,11
toplo,11
ubedljivo,11
izvijati,11
ukopati,11
nemarno,11
buncati,11
raspadati,11
izručiti,11
priličiti,11
otključati,11
odoleti,11
predahnuti,11
odletjeti,11
kuckati,11
prskati,11
okončati,11
podrugljivo,11
ključati,11
smrtno,11
pritajiti,11
sliti,11
klonuti,11
odnesti,11
poverljivo,11
saterati,11
useliti,11
moriti,11
jetko,11
poučiti,11
glumiti,11
krišom,11
sažaliti,11
pohapsiti,11
zažaliti,11
pretrnuti,11
utišati,11
okolo,11
likvidirati,11
susretati,11
uvoditi,11
mlatarati,11
faliti,11
glasati,11
prileći,11
okliznuti,11
pomisati,11
ubrzavati,11
rasparati,11
zamreti,11
zgrčiti,11
kajati,11
postizati,11
plećati,11
upadljivo,11
zarastati,11
uništavati,11
razleteti,11
hrabro,11
poluglasno,11
jurišati,11
umuknuti,11
načisto,11
upozoriti,11
obazrivo,11
pretrčati,11
ispočetka,11
vrištati,11
proklinjati,11
sniti,10
kad,10
otpremiti,10
nasrtati,10
opteretiti,10
pogasiti,10
osjećati,10
kasabalo,10
poručivati,10
unajmiti,10
smrdeti,10
rabiti,10
nezadovoljno,10
zapinjati,10
zagorčavati,10
stideti,10
istrčavati,10
prevoziti,10
skraćivati,10
obustaviti,10
obaveštavati,10
povijati,10
proterati,10
zaplitati,10
nabujati,10
sređivati,10
manuti,10
nastradati,10
upisivati,10
istržati,10
preklati,10
fino,10
kudikamo,10
odskakati,10
previjati,10
nabrajati,10
usrdno,10
dosezati,10
grabiti,10
proteći,10
zavapiti,10
vračati,10
zanemeti,10
šesti,10
ponosno,10
kamo,10
pokoravati,10
piljiti,10
sporazumeti,10
opraviti,10
dogovarati,10
odvratno,10
posluživati,10
ogrnuti,10
sazvati,10
kašljati,10
progoniti,10
pokrstiti,10
digositi,10
izjednačiti,10
prkosno,10
razapeti,10
pripisivati,10
preostati,10
poskočiti,10
uvezati,10
petljati,10
zajapuriti,10
spremno,10
velikodušno,10
dostizati,10
nasamo,10
pijuckati,10
uveliko,10
remetiti,10
oceniti,10
provaliti,10
odražavati,10
prestraviti,10
saopštavati,10
obogatiti,10
primeniti,10
zadužiti,10
vrzmati,10
poželjeti,10
tutnjati,10
odigravati,10
verno,10
optuživati,10
ublažiti,10
uštedeti,10
prepisati,10
zameriti,10
očešljati,10
kockati,10
pripretiti,10
zaposliti,10
namigivati,10
sagati,10
plašljivo,10
pripiti,10
garantovati,10
nakostrešiti,10
tvrdoglavo,10
harati,10
nevešto,10
osušiti,10
sumnjičavo,10
opsedati,10
rukovati,10
grmeti,10
osobito,10
ovladati,10
naokolo,10
zarasti,10
neizrecivo,10
nagoveštavati,10
zavejati,10
žalosno,10
prozepsti,10
pridizati,10
iščezati,10
suvo,10
umući,10
klimati,10
meko,10
rasplakati,10
preprečiti,10
negodovati,10
osedeti,10
prostreti,10
primačiti,10
pel,10
razlupati,10
insistirati,10
zavirivati,10
ponegde,10
ubeđivati,10
proricati,10
usporavati,10
dojahati,10
kloniti,10
utrnuti,10
zatrpati,10
sasušiti,10
zbližiti,10
čamiti,9
omogućavati,9
određivati,9
svetiti,9
buljiti,9
udeliti,9
nametati,9
otežati,9
zastajkivati,9
zapretiti,9
naplaćivati,9
sudariti,9
prelistavati,9
ovoliko,9
neminovno,9
uzidati,9
predano,9
rasklopiti,9
izbliza,9
laskati,9
ustaliti,9
izginuti,9
izlomiti,9
razaznavati,9
opredeliti,9
pod,9
muje,9
bukvalno,9
razoružati,9
odrubiti,9
tepati,9
ustupati,9
žderati,9
doživjeti,9
točiti,9
zadovoljavati,9
tuda,9
odsvirati,9
diktirati,9
priložiti,9
obdariti,9
rasipati,9
starati,9
zavoditi,9
udostojiti,9
nažao,9
mašiti,9
neprirodno,9
uređivati,9
popaliti,9
nadzirati,9
zanijeti,9
trepteti,9
potiskivati,9
upoređivati,9
zabrinuti,9
prolomiti,9
pišati,9
ugrejati,9
pridavati,9
izvršavati,9
opusteti,9
tiskati,9
upitno,9
priznaditi,9
ridati,9
rasuti,9
svoditi,9
častiti,9
rasturati,9
krasiti,9
iznuriti,9
mimoići,9
gromko,9
zevnuti,9
prebrojati,9
zametnuti,9
priskočiti,9
otresti,9
nasrnuti,9
soliti,9
goditi,9
odvraćati,9
beskrajno,9
označiti,9
uobličiti,9
preplitati,9
koraknuti,9
proticati,9
pognuti,9
curiti,9
doterivati,9
poveravati,9
zimus,9
izdržavati,9
isuviše,9
zaraziti,9
pritesniti,9
cvet,9
pogotovu,9
ogrejati,9
zasaditi,9
otkloniti,9
izdvajati,9
donesti,9
prognati,9
ugojiti,9
obrnuti,9
tajanstveno,9
fotografisati,9
prikačiti,9
dobroćudno,9
postadošiti,9
lupnuti,9
sagorevati,9
mlatiti,9
skratiti,9
krpiti,9
brkati,9
zadiviti,9
ulagati,9
krivo,9
prećutati,9
namučiti,9
ponizno,9
podvlačiti,9
oporavljati,9
izvanredno,9
peške,9
raspitati,9
nanijeti,9
stignuti,9
učvrstiti,9
levo-desno,9
žudno,9
opstati,9
ispijati,9
zlovoljno,9
napominjati,9
izgoreti,9
hramati,9
osiromašiti,9
malčice,9
domašiti,9
razveseliti,9
napojiti,9
zaškripati,9
promaći,9
silovati,9
podošiti,9
nadneti,9
skliznuti,9
okaniti,9
šepuriti,9
onomad,9
izvoljevati,9
dostići,9
preplaviti,9
glupo,9
trčkarati,9
eksplodirati,9
obojiti,9
nalivati,9
napomenuti,9
izgaziti,9
zapljusnuti,9
otpevati,9
udavati,9
opsovati,9
prazniti,9
suziti,9
zbrisati,9
odjahati,9
ludo,9
otezati,9
nadživeti,9
ispraćati,9
preterano,9
propovedati,9
težiti,9
škoditi,9
žudeti,9
zaglaviti,9
izgurati,9
izbaviti,9
propiti,9
najaviti,9
odlučivati,9
dobrovoljno,9
šuškati,9
obraditi,9
potopiti,9
crtati,9
upiti,9
šarati,9
doticati,9
nesrećno,9
propratiti,9
smračiti,9
odalamiti,9
tištati,9
mleti,9
variti,9
goriti,9
ispovediti,8
odmagliti,8
uvećavati,8
vjerovati,8
grcati,8
postradati,8
snesti,8
čavrljati,8
predvoditi,8
uzdignuti,8
lane,8
tkati,8
odudarati,8
suzbiti,8
otkupiti,8
prestareti,8
utvrđivati,8
malo-mnogo,8
čaršilo,8
sjesti,8
sabirati,8
ugroziti,8
usmeno,8
utom,8
zavaditi,8
jurcati,8
pritom,8
odmacati,8
podbadati,8
postarati,8
bogzna,8
tamo-ati,8
odlepiti,8
preuzimati,8
štipati,8
umanjivati,8
ubosti,8
sabijati,8
živahno,8
potezati,8
ručavati,8
pogotovo,8
čupati,8
usvojiti,8
odstraniti,8
odustati,8
doprineti,8
skroz,8
odvezati,8
provirivati,8
smijati,8
stražiti,8
produživati,8
mrsiti,8
premirati,8
nametnuti,8
nanositi,8
načeti,8
žaletati,8
osnivati,8
plamteti,8
žmuriti,8
obliti,8
kanuti,8
namrstiti,8
štrčati,8
uzmuvati,8
nasuti,8
brujati,8
dojuriti,8
unakaziti,8
zateturati,8
zračiti,8
gusto,8
smoći,8
pakosno,8
neznano,8
vejao,8
istresti,8
prijati,8
vrpoljiti,8
nikud,8
presedeti,8
naseliti,8
podati,8
dopuniti,8
ubacivati,8
sakrivati,8
zaokupiti,8
takmičiti,8
ispoljiti,8
šiti,8
saslušavati,8
preletati,8
poturiti,8
kleknuti,8
pregraditi,8
poštapati,8
zatrebati,8
dodijati,8
podešavati,8
raskopčati,8
izjahati,8
podmuklo,8
zavarati,8
prepuštati,8
potcenjivati,8
raspoznati,8
međusobno,8
prilagoditi,8
ugraditi,8
uslišiti,8
očitati,8
opkolišiti,8
uspavati,8
potpaliti,8
podigositi,8
poživeti,8
nepoverljivo,8
ponosito,8
energično,8
jaukati,8
snishodljivo,8
upreti,8
obračunati,8
pobesneti,8
upraviti,8
poletesti,8
iskolačiti,8
naviknuti,8
smaknuti,8
zatreperiti,8
mezetiti,8
nemoćno,8
liznuti,8
odužiti,8
vitlati,8
ciknuti,8
tutnuti,8
pljeskati,8
rastužiti,8
odvaliti,8
izletiti,8
razvlačiti,8
gore-dole,8
kovati,8
prhnuti,8
rashladiti,8
kačiti,8
strahovati,8
prekorno,8
izrastati,8
poviti,8
otkazivati,8
spakovati,8
onesvestiti,8
tegliti,8
uviti,8
razlivati,8
nabijati,8
ukrutiti,8
premreti,8
razvedriti,8
izgladneti,8
nespretno,8
naviše,8
darovati,8
posumnjati,8
potpisivati,8
hučati,8
pesti,8
uveličavati,8
porediti,8
vreti,8
blagovremeno,8
celivati,8
grickati,8
ispreturati,8
uroditi,8
iskazivati,8
skriviti,8
noćiti,8
opkoljavati,8
gadljivo,8
iskapiti,8
uslužiti,8
protrljati,8
počešati,8
prosuti,8
protrčati,8
mehanički,8
prevući,8
cvokotati,8
umaći,8
istupati,8
štucati,8
obrađivati,8
upijati,8
osvežiti,8
tumarati,8
ustremiti,8
mahinalno,8
pisnuti,8
zviznuti,8
pritegnuti,8
spoticati,8
blaženo,8
milo,8
omesti,8
dokučiti,8
zalajati,8
prekjuče,8
prelomiti,8
istrgnuti,8
pretrpati,8
preterivati,8
dogorevati,8
svraćati,8
dahtati,8
razbežati,8
utući,8
ukinuti,8
izroniti,8
propisno,8
ispljunuti,8
obuvati,8
obasipati,8
ubeležiti,8
zaostati,8
cvileti,7
množiti,7
poredati,7
opravljati,7
divljati,7
primaknuti,7
krkati,7
uzvraćati,7
rastavljati,7
nevaljati,7
ogovarati,7
venuti,7
zadirkivati,7
preobratiti,7
sakrati,7
sjećati,7
kolutati,7
splesti,7
raspoznavati,7
pokopati,7
pohoditi,7
dostavljati,7
posljati,7
osjetiti,7
iščitati,7
začiniti,7
zakrenuti,7
urezivati,7
smrznuti,7
sašiti,7
saznaditi,7
promačiti,7
štajati,7
došanuti,7
zasjasiti,7
nepokretno,7
prianjati,7
sadržavati,7
vejati,7
opružiti,7
zaobilaziti,7
kaskati,7
načuditi,7
podupreti,7
istisnuti,7
zaostao,7
pripasti,7
promucati,7
blejati,7
pametno,7
prekoračiti,7
zabezeknuti,7
priterati,7
propinjati,7
hladnokrvno,7
ukoriti,7
neljubazno,7
poslije,7
omogućiti,7
naricati,7
zakretati,7
krstariti,7
svrstati,7
odstupati,7
jarko,7
podleći,7
raskinuti,7
zasnivati,7
predodrediti,7
jednolično,7
zaiskati,7
posoliti,7
navršiti,7
roniti,7
orati,7
povezivati,7
prevršiti,7
zajedljivo,7
zaklinjati,7
pokucati,7
pučiti,7
donedavno,7
lokati,7
zveknuti,7
raskopčavati,7
grunuti,7
potamneti,7
pomakati,7
žuboriti,7
namrgoditi,7
uskratiti,7
zakašljati,7
lediti,7
zaploviti,7
setno,7
raspustiti,7
bataliti,7
zaključavati,7
natopiti,7
pobedonosno,7
bodriti,7
spokojno,7
zastenjati,7
neuporedivo,7
šištati,7
zastupiti,7
okomiti,7
razmatrati,7
pojačavati,7
uredno,7
pretrpeti,7
belasati,7
pokuljati,7
zijati,7
gordo,7
oglašavati,7
iskrcati,7
sletjeti,7
nerazumljiv,7
poleći,7
ispravljati,7
sašaptavati,7
raseći,7
iznenađivati,7
okušati,7
slabiti,7
preliti,7
umrtviti,7
školovati,7
ganuti,7
prožeti,7
olako,7
rezati,7
proturiti,7
stojati,7
trgati,7
obrasti,7
razvesti,7
ostarjeti,7
kriviti,7
banuti,7
odlagati,7
gladovati,7
crneti,7
zapušiti,7
nalaktiti,7
preostajati,7
skitati,7
detaljno,7
nacrtati,7
ujediniti,7
oslovljavati,7
svaliti,7
oteći,7
prepoznaditi,7
gnječiti,7
približivati,7
viti,7
razrušiti,7
naduti,7
fizički,7
uspinjati,7
vrcati,7
obuzdavati,7
odmaknuti,7
oderati,7
krčiti,7
obuti,7
besprekorno,7
naletati,7
otkačiti,7
dostojno,7
snimiti,7
snimati,7
posvađati,7
potčiniti,7
raštrkati,7
treštati,7
sazreti,7
zamotati,7
zaslepljivati,7
udvarati,7
preživljavati,7
ukupno,7
istopiti,7
imatati,7
prohujati,7
raznositi,7
okružavati,7
otkotrljati,7
izmamiti,7
požurivati,7
zaveštati,7
svesno,7
zaklati,7
proseći,7
sustići,7
ježiti,7
zgrešiti,7
pogaziti,7
opomenuti,7
osakatiti,7
znatno,7
izdužiti,7
isključivati,7
užasavati,7
raščistiti,7
nadisati,7
maći,7
pomučiti,7
pripaziti,7
zahrkati,7
smilovati,7
naliti,7
primoravati,7
onjušiti,7
službeno,7
odlikovati,7
isplaćivati,7
solidno,7
ispeći,7
ugurati,7
izmeriti,7
ozlediti,7
sedošiti,7
sukobiti,7
promoliti,7
pomaknuti,7
nesigurno,7
stropoštati,7
poguriti,7
jenjavati,7
izgrepsti,7
blediti,7
nagore,7
naplatiti,7
tovariti,7
zuriti,6
slegnuti,6
zamaknuti,6
prevazilaziti,6
sjatiti,6
proizvoditi,6
riknuti,6
kuljati,6
obilato,6
domoći,6
pretakati,6
redati,6
kanda,6
strujati,6
zakovati,6
bujati,6
pretrčavati,6
najmiti,6
usmrtiti,6
izmaknuti,6
prije,6
uginuti,6
cvasti,6
jednomerno,6
dangubiti,6
lijepo,6
razdaniti,6
razapinjati,6
iskupljati,6
otplaviti,6
obzirati,6
ukrotiti,6
procenjivati,6
nadovezivati,6
dopisivati,6
usiljavati,6
vrijediti,6
ukrštavati,6
pojati,6
turiti,6
mokriti,6
svrgnuti,6
zastupati,6
posredno,6
podrobno,6
jedan,6
spetljati,6
robijati,6
priupitati,6
intervjuisati,6
poroditi,6
gestikulirati,6
dežurati,6
narušavati,6
začkiljiti,6
kidnuti,6
razmestiti,6
riti,6
operisati,6
propesti,6
dokraja,6
mreti,6
gloati,6
nekmoli,6
izrabljivati,6
izmahnuti,6
poprilično,6
smerno,6
priviđati,6
uzduž,6
oduvati,6
džabe,6
prilagati,6
zgaditi,6
proraditi,6
oživljavati,6
ispariti,6
sveže,6
podvrgnuti,6
mrzovoljno,6
istaknuti,6
zaseniti,6
potanko,6
podaviti,6
prevazići,6
pozajmljivati,6
zabadati,6
konačiti,6
uključivati,6
noćivati,6
opasivati,6
pešačiti,6
povećati,6
vijoriti,6
zanavek,6
škriputati,6
očito,6
priviti,6
zadaviti,6
prezalogajiti,6
smršati,6
oživjeti,6
pogladiti,6
gamizati,6
obamreti,6
krotko,6
kriomice,6
uterati,6
pronositi,6
odstupiti,6
postiti,6
satirati,6
pogružiti,6
puzati,6
dotaknuti,6
postideti,6
kovitlati,6
sporazumevati,6
trgovati,6
naopačke,6
udvostručiti,6
nadoknaditi,6
opijati,6
povešati,6
žeti,6
zaklopiti,6
ispaliti,6
obijati,6
pronalaziti,6
pripraviti,6
nadvladati,6
pojmiti,6
odenuti,6
spravljati,6
dolivati,6
lišavati,6
šaljivo,6
žariti,6
raspričati,6
zakazati,6
relativno,6
nepodnošljivo,6
odrečno,6
prestizati,6
ukrašavati,6
zakopčati,6
zablistati,6
utrčati,6
razdati,6
izdaditi,6
potmulo,6
nakloniti,6
izveštačiti,6
natmureno,6
propistati,6
otpočinjati,6
spretno,6
namotavati,6
ustreptati,6
zarđati,6
kliznuti,6
očajno,6
kidisati,6
uzmicati,6
sklepati,6
izuzev,6
legati,6
užurbati,6
zamirati,6
sputavati,6
šumiti,6
uzvrpoljiti,6
nesebično,6
stuštiti,6
puknuti,6
zatresti,6
začepiti,6
čeznuti,6
uveti,6
blagodariti,6
zaslepiti,6
zaplašiti,6
raspršiti,6
proždirati,6
izravnati,6
otpadati,6
rezervisati,6
specijalno,6
hrkati,6
vedro,6
tamno,6
oivičiti,6
pozliti,6
nišaniti,6
naspavati,6
rasrditi,6
obrezati,6
lunjati,6
naškoditi,6
pribojavati,6
ugaziti,6
proizlaziti,6
poskakati,6
dogoreti,6
posedeti,6
slepo,6
nepogrešivo,6
ravno,6
nabrati,6
porađati,6
zabosti,6
srati,6
suprotstaviti,6
izrasti,6
koriti,6
brbljati,6
zapečatiti,6
zamrznuti,6
dolikovati,6
izlivati,6
potkazivati,6
presvlačiti,6
zlurado,6
zatrubiti,6
zalediti,6
stigati,6
saginjati,6
snabdevati,6
klecati,6
zakrpiti,6
uletati,6
prestići,6
zvanično,6
protegnuti,6
žalostivo,6
isplakati,6
izbuljiti,6
šiknuti,6
buktati,6
sporiti,6
odletati,6
zaljubiti,6
dobaviti,6
sasuti,6
sarađivati,6
neodređeno,6
denuti,6
spotaknuti,6
zamalo,6
dohvatati,6
skupa,6
svojeručno,6
vredno,6
potresati,6
drmusati,6
smrkla,6
zasmejati,6
razonoditi,6
zagnjuriti,6
uzrujavati,6
prespavati,6
uludo,6
odbrojati,6
zašuštati,6
proučiti,6
prevlačiti,6
brigati,6
pobeđivati,6
privezati,6
jednoglasno,6
munuti,6
uskočiti,6
vaspitavati,6
pridržati,6
konstatovati,6
smestati,6
preminuti,6
pomirisati,6
razbuditi,6
razmileti,6
carevati,6
nadolaziti,6
oborisati,6
popušiti,6
suočiti,6
sroditi,6
pritiskati,6
zadugo,6
obezglaviti,6
grmiti,6
kročiti,6
nadošiti,6
izdiktirati,6
nauditi,6
istrošiti,6
mamiti,6
usmeriti,6
izliti,6
nagaziti,6
pogrbiti,6
zabacivati,6
jedared,6
priteći,6
proletjeti,6
umotavati,6
napatiti,6
jebati,6
omrznuti,6
taknuti,6
zanjihati,5
ukrstiti,5
štrcati,5
pobenaviti,5
odsto,5
oponašati,5
smazati,5
gegati,5
nadugačko,5
nadasve,5
zaokretati,5
obavezati,5
pribeći,5
praskati,5
premišljati,5
isturati,5
taložiti,5
izigravati,5
ustrajati,5
voliti,5
očuvati,5
vinuti,5
izglasati,5
otploviti,5
predskazivati,5
zgušnjavati,5
pričvrstiti,5
saživeti,5
presresti,5
dovijati,5
nadvikivati,5
mrznuti,5
suj,5
posrediti,5
posvršavati,5
sjetiti,5
šutiti,5
cviliti,5
dojiti,5
premostiti,5
ozepsti,5
zaboljeti,5
kititi,5
kulučiti,5
obustavljati,5
pritistiti,5
uskladiti,5
sujeverno,5
talasati,5
pribirati,5
zajaziti,5
progovarati,5
smelo,5
razgoniti,5
odsada,5
zametati,5
dovde,5
sumnjičiti,5
osujetiti,5
osmatrati,5
nipodaštavati,5
dorasti,5
obavezivati,5
privenčati,5
doseliti,5
posegnuti,5
premeravati,5
otklanjati,5
zaustiti,5
poženiti,5
nabolje,5
skroviti,5
udešavati,5
pismeno,5
potkrepiti,5
robovati,5
suzbijati,5
pazarivati,5
nepokolebljivo,5
uniziti,5
sazidati,5
mrviti,5
posrnuti,5
sračunati,5
natezati,5
snivati,5
naseljavati,5
zapodenuti,5
žuditi,5
bičevati,5
klijati,5
dvostruko,5
umnožavati,5
nabrojati,5
hajati,5
oslepeti,5
izbečiti,5
provocirati,5
gostovati,5
napijati,5
zvečnuti,5
zasijati,5
kategorički,5
spaljivati,5
otskočiti,5
poletjeti,5
štrajkovati,5
agitovati,5
potsmešljivo,5
vaskrsnuti,5
sarkastično,5
nezadrživo,5
glupavo,5
razmakati,5
ucenjivati,5
pribaviti,5
usiniti,5
propevati,5
naterivati,5
natakati,5
zavezati,5
praćakati,5
balansirati,5
nevoljno,5
izlepiti,5
potkresati,5
zadići,5
obrtati,5
nezgodno,5
izletati,5
mrdati,5
zapitkivati,5
ritati,5
zapleniti,5
nedovoljno,5
pocrneti,5
isporučiti,5
usisavati,5
kresnuti,5
nalagati,5
premetati,5
ljuštiti,5
obnevideti,5
promaknuti,5
velik,5
predomisliti,5
podozrivo,5
primenjivati,5
obmanjivati,5
izrezati,5
jemčiti,5
pretražiti,5
poprskati,5
precizno,5
odjedared,5
potući,5
filozofirati,5
maziti,5
rastopiti,5
porazmisliti,5
očajavati,5
uokviriti,5
kruniti,5
povaditi,5
trnuti,5
osvrtjeti,5
izvirati,5
posakrivati,5
doživljivati,5
sabiti,5
jakako,5
zategnuti,5
režati,5
udružiti,5
pregovarati,5
obuzdati,5
istrajati,5
dopunjivati,5
ograničavati,5
okrečiti,5
pristupati,5
teturati,5
prtiti,5
hapsiti,5
zastreti,5
gomilati,5
uletiti,5
isteći,5
zaticati,5
isukati,5
pogibiti,5
izranjati,5
doseći,5
nadgledati,5
izricati,5
zgranuti,5
obistiniti,5
umanjiti,5
naznačiti,5
njušiti,5
nadirati,5
odmotavati,5
nogiti,5
osvetiti,5
upoznavati,5
gurkati,5
dovići,5
upregnuti,5
raspečatiti,5
komešati,5
zazviždati,5
razvaliti,5
ostadosti,5
zalupati,5
nedeljno,5
saosećajno,5
filozofski,5
proganjati,5
obložiti,5
gotoviti,5
gnjaviti,5
čučnuti,5
ugoditi,5
udobno,5
baratati,5
gužvati,5
cičati,5
odaditi,5
polegati,5
ustvari,5
šljapkati,5
istovarivati,5
otkucati,5
nepotrebno,5
blagonaklono,5
sniziti,5
dastiti,5
zarezati,5
telegrafisati,5
suknuti,5
prozući,5
hipnotisati,5
preplanuti,5
prozreti,5
uklopiti,5
odagnati,5
mimo,5
pomodreti,5
usijati,5
skotrljati,5
izboriti,5
odškrinuti,5
oblepiti,5
pritrčavati,5
vekovati,5
glačati,5
odraziti,5
izobličiti,5
potkradati,5
zaprepašćivati,5
nadjačati,5
neizostavno,5
izvati,5
preduhitriti,5
neuobičajeno,5
kočoperiti,5
razvezivati,5
razumesti,5
pljačkati,5
isplaziti,5
liti,5
naširoko,5
zamerati,5
uzletati,5
obgrliti,5
vijati,5
zabaviti,5
šetkati,5
razbacivati,5
uskomešati,5
pojedinačno,5
pljusnuti,5
pridruživati,5
zalepršati,5
zasedati,5
prigrliti,5
uzdihati,5
napućiti,5
neizmerno,5
radoznati,5
nažalost,5
obamirati,5
odvlačiti,5
šmrkati,5
prodrmati,5
lakovati,5
potpadati,5
kadgod,5
rečiti,5
otirati,5
izdizati,5
povisiti,5
istezati,5
ukošo,5
plamsati,5
zagrevati,5
zavaravati,5
ispucati,5
gatati,5
podsmehnuti,5
urazumiti,5
zasenjivati,5
naizgled,5
golicati,5
uliti,5
zakrčiti,5
citirati,5
poravnati,5
obiti,5
osramotiti,5
izgrditi,5
zagušiti,5
prionuti,5
svojevremeno,5
izvrtati,5
uplitati,5
jeftino,5
prećutkivati,5
raskošno,5
spraviti,5
sinuti,5
prinositi,5
dvoumiti,5
kljunuti,5
kositi,5
zamračiti,5
smeštati,5
ublažavati,5
pričuvati,5
srknuti,5
prokockati,5
kljucati,5
cenjkati,5
zakoljati,5
zakti,5
oprobati,5
uzburkati,5
bockati,5
razbuktati,5
obmanuti,5
zbogiti,5
obisnuti,5
iskovati,5
uhoditi,5
dotući,5
raportirati,5
osorno,5
ogorčeno,5
ismejati,5
letos,5
uzrujati,5
sjuriti,5
isplivati,5
podsmešljivo,5
pomirljivo,5
nanjušiti,5
trezniti,5
cvetati,5
mrdnuti,5
najavljivati,5
crći,5
preticati,5
otržati,5
zakikotati,5
odrati,5
leno,5
ustumarati,5
oboleti,5
ravnomerno,5
ushićeno,5
pobezati,5
oznojiti,5
progurati,5
odrezati,5
pocrkati,5
vrisni,5
iznenadno,5
umazati,5
uvrtati,5
zadočniti,5
zapišati,5
nanovo,5
govorkati,5
trtljati,5
prostrujati,5
namamiti,5
prostreliti,5
ponadati,5
optrčati,5
prljati,5
odbrusiti,5
pištati,5
verati,5
sazivati,5
prignuti,5
privići,4
venčavati,4
umjeti,4
uklesati,4
šumno,4
našljemati,4
besomučno,4
zavitlati,4
polivati,4
egzistirati,4
skrasiti,4
unesti,4
neizdržljivo,4
iskositi,4
svakad,4
napadno,4
kipeti,4
