глагол,общая_частота
izazov,2
etruščiti,2
poodrasti,2
mukati,2
crnookog,2
kav,2
masli,2
razduvati,2
dupke,2
obuzešati,2
izudarati,2
korakan,2
domileti,2
željno,2
zatopotasiti,2
potstaknuti,2
larmati,2
njihalati,2
neuljudno,2
bezumno,2
razjariti,2
zakuvati,2
kivno,2
razmrskati,2
zamazati,2
trkati,2
potšišati,2
okretno,2
uskipati,2
prečistiti,2
podlakati,2
spotaći,2
nesimetrično,2
obračunavati,2
izriti,2
umaknuti,2
podrignuti,2
ošiti,2
stegositi,2
zaglusiti,2
razdrmati,2
kakiti,2
uprskati,2
referisati,2
frknuti,2
sramotiti,2
sažaljivo,2
razmahnuti,2
zasvetlučati,2
štavisati,2
šrapnel,2
otseti,2
neugodno,2
uspuzati,2
obrušavati,2
iznemoći,2
svamo,2
popešiti,2
otsecati,2
razletesti,2
dolutovati,2
raznuti,2
promrzla,2
misati,2
utovariti,2
bezobrazno,2
razrokiti,2
prostrano,2
melodično,2
čušiti,2
izribati,2
elegantno,2
potsticati,2
obraz,2
ritmično,2
posrebriti,2
buškati,2
predosetiti,2
izletesti,2
spustisati,2
praznično,2
manevrisati,2
premašiti,2
rasmotriti,2
očinski,2
zapalisati,2
zasijašati,2
komadati,2
šenuti,2
smirati,2
fenomenalno,2
zadimisati,2
sablažnjivo,2
teskobno,2
zapričati,2
protivuriti,2
strastveno,2
podskočiti,2
cakliti,2
nadjačavati,2
časiti,2
skamenisati,2
polijevati,2
hripati,2
iskliznuti,2
poprimati,2
unjkati,2
smrčiti,2
meškoljiti,2
prijavljivati,2
pošandrčati,2
prekucati,2
varenuhati,2
išarati,2
mjauknuti,2
pojurisati,2
nanišaniti,2
naprosto,2
zapanjivati,2
pobledeti,2
žaračati,2
promumlati,2
klizati,2
trućati,2
cmizdriti,2
histerično,2
dočaravati,2
proleti,2
nestadositi,2
iskriti,2
poblediti,2
prosiktati,2
razmazivati,2
utrljavati,2
sumanuto,2
zapištati,2
vertikalno,2
smaklati,2
rasprostreti,2
očaravajuće,2
priljubljivati,2
obrušiti,2
hramljuti,2
zadimiti,2
prodefilovati,2
isprljati,2
kategorično,2
prehladiti,2
kidnapovati,2
upuzati,2
drhati,2
unedogled,2
ulepšavati,2
povrvjeti,2
budzašto,2
atletski,2
raskrupnjati,2
ikako,2
ugoniti,2
uporedivati,2
snižavati,2
zakinuti,2
dojaviti,2
neograničeno,2
srubiti,2
doksati,2
ukovrčiti,2
kaligrafski,2
poistovećivati,2
poistovetiti,2
povrviti,2
izbičevati,2
otrti,2
zacvrčati,2
bezrazložno,2
ozdravljati,2
povukositi,2
izjahivati,2
podmladiti,2
omivati,2
napukati,2
progoriti,2
natraške,2
zadisati,2
posuvrati,2
sunovraćivati,2
uskraćivati,2
progoreti,2
osposobiti,2
tumarnuti,2
proključati,2
pojebati,2
pribeležiti,2
zakazivati,2
poginjati,2
rekosmiti,2
podesiti,2
začinjati,2
tropanas,2
presaditi,2
produžavati,2
zalemiti,2
zabezeknuto,2
spoznati,2
oskrnaviti,2
pipnuti,2
pristavljati,2
prezati,2
otplaćivati,2
posto,2
krojiti,2
pozlati,2
kompromitovati,2
privijati,2
prasnuti,2
predaleko,2
dahnuti,2
zgusnuti,2
otpasati,2
iskos,2
crno,2
bos,2
okidati,2
umudriti,2
opojavati,2
klepati,2
zazidati,2
zamočiti,2
ugibati,2
odosti,2
prepričati,2
pojasiti,2
ujahati,2
ocenjivati,2
kraviti,2
cvrknuti,2
podrovati,2
magarčiti,2
zasukivati,2
poduzeti,2
othukivati,2
tjerati,2
rijetko,2
nihati,2
pristići,2
izgorjeti,2
muklo,2
vriskati,2
tali,2
nabušiti,2
poklati,2
odomaćiti,2
vodati,2
kamenitati,2
izdovoljiti,2
zamrziti,2
junačiti,2
pootvarati,2
ogorčavati,2
smrskati,2
stući,2
sirotovati,2
krviti,2
pohašiti,2
malopomalo,2
nesrazmerno,2
neupadljivo,2
jednostrano,2
bezgranično,2
ubrisati,2
prokišnjavati,2
zadivljavati,2
neusiljeno,2
nadvisiti,2
veličati,2
uopštavati,2
opsluživati,2
zakupljivati,2
zatrčati,2
nutkati,2
prosvetiti,2
budno,2
nabusiti,2
priviriti,2
zasititi,2
uzajmiti,2
poslepodne,2
istutnjeti,2
preslišavati,2
alakati,2
zastareti,2
darežljivo,2
upropasći,2
izjedati,2
prokradati,2
poražavati,2
domamiti,2
zaskakivati,2
zavijoriti,2
čiktati,2
različno,2
labavo,2
pokleknuti,2
nadomeštati,2
nehotično,2
turkivati,2
ogoreti,2
iskupljivati,2
revnosno,2
prekupljivati,2
ustrašiti,2
vani,2
svijati,2
snežiti,2
klatati,2
pozavideti,2
opstojati,2
šmicati,2
originalno,2
rasteretiti,2
zanosno,2
ukebati,2
nagrabusiti,2
iskašljati,2
zakrkljati,2
dominirati,2
prikanuti,2
otpraviti,2
farbati,2
čamititi,2
izduvati,2
iskoračiti,2
potkovati,2
šutnuti,2
nacionalizovati,2
promarširati,2
špekulisati,2
kojekako,2
graciozno,2
izmastiti,2
zgrnuti,2
polizati,2
kapitulirati,2
uskovitlati,2
raspodeliti,2
aterirati,2
čutiti,2
preznojiti,2
odano,2
raspekmeziti,2
upinjati,2
škljocati,2
cirkulisati,2
islikati,2
kopkati,2
meljati,2
gugutati,2
zazvučati,2
zakasati,2
sjeći,2
vibrirati,2
zaduvati,2
naduviti,2
denati,2
politi,2
prljiti,2
prekovremeno,2
božanstveno,2
nakriviti,2
zabraviti,2
zabubnjati,2
čepti,2
coktati,2
zabrljati,2
škrabati,2
natenan,2
upiljiti,2
premašati,2
ukotviti,2
žagoriti,2
posebice,2
ležerno,2
paralizovati,2
kloparati,2
pospjeti,2
kostrešiti,2
registrovati,2
prvoklasno,2
štošta,2
vrdati,2
tvrdičati,2
podvaliti,2
ključnuti,2
koketno,2
otkraviti,2
drmnuti,2
razmontirati,2
zariti,2
strgnuti,2
vaseliti,2
izmirivati,2
tiše,2
zasmejavati,2
pobožno,2
kad-tad,2
omekšati,2
uokolo,2
opojemti,2
posvuda,2
zaljubljivati,2
poglavito,2
deklamivati,2
nazepsti,2
zasmrdeti,2
predočiti,2
preuveličavati,2
prigrabiti,2
iscrpsti,2
zalevati,2
taptati,2
otkivati,2
majstorski,2
izvršivati,2
dreždjeti,2
kliktati,2
splašnjavati,2
protrčavati,2
zadirati,2
pokidati,2
posiveti,2
bledeti,2
posigurno,2
časno,2
načetvoro,2
klečnuti,2
mazno,2
prosećati,2
mesti,2
prekonoć,2
pregledavati,2
rašejavati,2
ogrtati,2
trenuti,2
neći,2
zakrčivati,2
zapiti,2
sprdati,2
pritvorno,2
zavidjeti,2
ispredati,2
prodrati,2
diskretno,2
stisti,2
teatralno,2
mlako,2
diskutovati,2
podmlađivati,2
otupeti,2
rasaniti,2
neoprezno,2
lakoumno,2
ožaliti,2
iščileti,2
zgrtati,2
vedriti,2
odstajati,2
zamuknuti,2
kumovati,2
nazdravljati,2
podlo,2
uklanjati,2
volo,2
očas,2
štaje,2
pripitomiti,2
grupisati,2
dodvoravati,2
iseliti,2
odugovlačiti,2
izbeti,2
mljackati,2
napregnuto,2
prebrojavati,2
isisati,2
osedlati,2
upadošiti,2
nagrađivati,2
pseto,2
odvezivati,2
laknuti,2
ošamariti,2
kokodakati,2
naređati,2
nagoditi,2
napipavati,2
zaoštriti,2
severno,2
izbljuvati,2
nadalje,2
pulsirati,2
uzastopce,2
najprijeti,2
izobličavati,2
potucati,2
krupno,2
isprskati,2
razvejati,2
obrazložiti,2
otpočinuti,2
ružiti,2
zakratko,2
devičanski,2
podgrevati,2
namicati,2
jezgrovito,2
popucati,2
šati,2
oćutati,2
ugnjetavati,2
potceniti,2
zapadno,2
inspirisati,2
projicirati,2
duhovno,2
proizići,2
neopisivo,2
zadihano,2
bivo,2
dokon,2
saglašavati,2
postariti,2
speći,2
umarati,2
tračiti,2
poimati,2
žestiti,2
malo-malo,2
pridikivati,2
prestrogo,2
nakašljavati,2
svud,2
pozno,2
nov-novčati,2
zečjeti,2
prerasti,2
rašumeti,2
karteč,2
mahom,2
starinski,2
pritislati,2
šči,2
svojevoljno,2
oteh,2
pridati,2
rastadosmiti,2
škripnuti,2
dotakosati,2
vaskrsti,2
džukelo,2
utajiti,2
umilostiviti,2
prožderati,2
ukoreniti,2
ostrugati,2
levodesno,2
opremati,2
opalisati,2
onemoćati,2
isprevrtati,2
poštedešiti,2
pijančati,2
preneraziti,2
pročunjati,2
osporavati,2
dobrodošao,2
ovenčati,2
ukrstisati,2
nadrljati,2
omačiti,2
odbrambeno,2
oholo,2
roptati,2
obeščastiti,2
oboći,2
zadizati,2
nepovoljno,2
smekšati,2
prolumpovati,2
poraniti,2
otežavati,2
oženitati,2
istrebiti,2
primerno,2
našetati,2
prizav,2
usavršavati,2
rekosmi,2
planirati,2
nalepiti,2
zacrneti,2
zamrzeti,2
kopno,2
emigrirati,2
vapiti,2
smrditi,2
tek,2
odrešiti,2
proletati,2
inventarisati,2
utaknuti,2
upakovati,2
nadoknađivati,2
žigosati,2
ukositi,2
ukoričiti,2
nagoh,2
repetirati,2
pozaboravljati,2
prikučiti,2
odseliti,2
kusati,2
opkoračiti,2
oseći,2
podbuti,2
pobojati,2
izmakati,2
uzbunjivati,2
previ,2
iskušati,2
dakako,2
satreti,2
tanjiti,2
prisvajati,2
odbisati,2
odstranjivati,2
ondje,2
uvedošiti,2
seljački,2
sedlati,2
razdavati,2
vriti,2
strmo,2
pripaliti,2
probisati,2
otkada,2
pobližiti,2
osti,2
onemogućavati,2
zaoštravati,2
maskirati,2
opipavati,2
odvići,2
naviti,2
sumnjivo,2
raščišćavati,2
nabasati,2
razboljeti,2
čačkati,2
pelo,2
smotati,2
ignorisati,2
podmazivati,2
neučtivo,2
iskoreniti,2
prođišiti,2
naporno,2
uvređen,2
skrpiti,2
nedvosmisleno,2
uhvatisati,2
ishraniti,2
ritnuti,2
zgnječiti,2
predusretljivo,2
izmamljivati,2
učvršćivati,2
podgovarati,2
netačno,2
potpasti,2
vagati,2
izvedošiti,2
grajati,2
saplesti,2
uživeti,2
ljudski,2
niotkud,2
ledeno,2
ispevati,2
popunjavati,2
ževan,2
uobličavati,2
špijunirati,2
posustati,2
priležno,2
potpaljivati,2
laskavo,2
neobjašnjivo,2
blenuti,2
ovlažiti,2
poboditi,2
proživljavati,2
razgolićivati,2
otkri,2
snužditi,2
dvosmisleno,2
otkrisati,2
huktati,2
brideti,2
bocnuti,2
podviti,2
okolišati,2
presahnjivati,2
naturiti,2
kukurikati,2
dograditi,2
tuđe,2
izbosti,2
isprobati,2
jadno,2
savisati,2
svetlo,2
vrludati,2
ludeti,2
preplivati,2
gluvo,2
nejednako,2
pabirčiti,2
zanemarivati,2
potamniti,2
zgrušavati,2
splitati,2
opstajati,2
rasprsnuti,2
ružno,2
ništiti,2
podilaziti,2
pozaljubljivati,1
odsijavati,1
ondulasiti,1
bledožuto,1
propevušiti,1
zazvečiti,1
nadvisivati,1
impresionirati,1
počesto,1
raskupušati,1
džedžiti,1
skitarati,1
promitingovati,1
našuširiti,1
gnusno,1
sastrugati,1
rodati,1
izgrejati,1
dakati,1
zaopucati,1
sekati,1
natentati,1
spiskati,1
razašiljati,1
bučati,1
obamrliti,1
prsati,1
kihnuti,1
prestavijati,1
daklem,1
pogrebati,1
pribojati,1
nakuvati,1
sravniti,1
nakoljati,1
dodaj-der,1
obojadisati,1
dreždati,1
pomozi-der,1
smožiti,1
ukrivo,1
grdo,1
špartati,1
pobojavati,1
sramežljivo,1
ovladavati,1
astrolab,1
išunjati,1
napakovati,1
krahirati,1
razglasiti,1
bleskati,1
drhturati,1
zasigurno,1
muknuti,1
napreskok,1
gnjurati,1
radikalno,1
premlakiti,1
rubaliti,1
ukoka,1
otfikariti,1
udarisati,1
tupiti,1
izbrijati,1
negostoljubivo,1
dozlaboga,1
fabrički,1
utkati,1
gruvati,1
osgovijati,1
zašuškati,1
izvešati,1
zvakutiti,1
zažagoriti,1
nažderati,1
izmileti,1
gurmaški,1
alhen,1
dražest,1
glavinjati,1
poiznositi,1
opunomoćiti,1
zapljuštati,1
žebati,1
strižati,1
lemiti,1
protutnjati,1
odlepljivati,1
preklopiti,1
odlomiti,1
čerupati,1
raščopati,1
prepuno,1
podsečati,1
sladostrasno,1
opseniti,1
satkati,1
ukopavati,1
spopadati,1
startovati,1
svađljivo,1
zarežati,1
renovirati,1
raskivati,1
naelektrisavati,1
rascopati,1
odistinski,1
tronutati,1
zbogi,1
rasformirati,1
podmazati,1
zakuvavati,1
prepešačiti,1
prošištati,1
poskupeti,1
zaržiti,1
čikiti,1
raspariti,1
stričiti,1
poreknuti,1
bogamiti,1
zavrtesti,1
nasamariti,1
odsad,1
oporati,1
bezbrojno,1
kidišati,1
otopliti,1
saglasno,1
ironizirati,1
otpozdraviti,1
prošapći,1
otpevušiti,1
podložiti,1
uzbudovati,1
poučno,1
isperjašiti,1
zamumuliti,1
zaogrnuti,1
razbucati,1
zakaluđeriti,1
zakrivati,1
neiskazano,1
zazvečkati,1
potamaniti,1
tutnjavati,1
zagroktati,1
disiti,1
zvrjati,1
snebivljivo,1
burživati,1
skandirati,1
odmarširati,1
hiljaditi,1
konstruisati,1
uobičajiti,1
raspisati,1
ljuljnuti,1
vilončelo,1
okušavati,1
prenebregati,1
ribati,1
prežvakavati,1
vno,1
dosnimiti,1
nakanjivati,1
podmiriti,1
naduvavati,1
nameravo,1
imponovati,1
narazgovarati,1
učati,1
kandidovati,1
zaokružiti,1
nestašiti,1
zdraviti,1
ceremonijalno,1
mičiti,1
odgurkivati,1
zakoračati,1
potapšiti,1
razjapljivati,1
udvajati,1
zacičati,1
odešati,1
šijati,1
zašapati,1
zašistiti,1
proniknuti,1
povišivati,1
ukraditi,1
nakljukati,1
otrovno,1
primušati,1
prijateljevati,1
madrati,1
zavoletati,1
madraćiti,1
skamučiti,1
razobličavati,1
zažjavati,1
poglaviti,1
spanđati,1
poboljevati,1
rasplinjavati,1
hofmaršati,1
iskusurati,1
ugalopirati,1
kulturno-prosvetno,1
konspirisati,1
kolektivno,1
devriti,1
gospoditi,1
proventilirati,1
popljuvati,1
mesje,1
antikvarati,1
doozvoliti,1
drhtav,1
zajati,1
džedžati,1
razumetati,1
abonirati,1
smožditi,1
brukati,1
nasušni,1
urnišiti,1
njihalo,1
bazditi,1
počekati,1
ražđilitati,1
pompezno,1
nonšalantno,1
teliti,1
nametljivo,1
zivkati,1
nemuzikalno,1
zagužvati,1
efektno,1
uračunati,1
poništavati,1
suvišno,1
osuti,1
odskakivati,1
huknuti,1
ženirati,1
napastovati,1
puvati,1
konvenirati,1
honorarno,1
rastakati,1
pokunjiti,1
umlatiti,1
prekrojiti,1
zaklatiti,1
inkrustirati,1
slavno,1
trampiti,1
avesalom,1
amnestirati,1
brusiti,1
uortačiti,1
trpjeti,1
legalno,1
meblirati,1
preštampavati,1
nasapunati,1
procuriti,1
mogasnuti,1
kuvalo,1
zakotrljati,1
skoriti,1
pokušavo,1
prožeći,1
izgačati,1
iskombinirati,1
pošto-poto,1
čađati,1
realizovati,1
starkeljiti,1
bubnuti,1
čvrknuti,1
go-golčati,1
odgoriti,1
penušati,1
zašivati,1
zavitlavati,1
izmigoljiti,1
sledstveno,1
izmrviti,1
ekstenzivno,1
bajno,1
ushićivati,1
človiti,1
svadljivo,1
zabavno,1
otiditi,1
snabdjeti,1
dokaliti,1
izlicitirati,1
unapredak,1
vlažno,1
priklendavati,1
napujdati,1
dokucavati,1
doprašiti,1
gricačivevati,1
zamandati,1
prepešati,1
lakokriti,1
zagrađivati,1
izvesiti,1
zazvekeći,1
zakoraknuti,1
spevati,1
pevuckavo,1
kao,1
primitati,1
ustresti,1
razmetljivo,1
popritezati,1
viđesti,1
blefirati,1
proćaskati,1
dozlogrditi,1
švalerisati,1
regulisati,1
nadrijeti,1
zazveketati,1
topotiti,1
strmoglaviti,1
zataknuti,1
naklopiti,1
zaupokojiti,1
baj-baj,1
prsti,1
iskrcavati,1
konkurisati,1
grib,1
pokor,1
ovajdjeti,1
namlatiti,1
čilo,1
popularisati,1
ulogoriti,1
urliknuti,1
psičati,1
producirati,1
zagluveti,1
zazvesti,1
nizvodno,1
zastrujiti,1
smuvati,1
komplikovati,1
bezvoljno,1
prljeti,1
mačkati,1
metodično,1
tabati,1
autoritativno,1
promozgati,1
pokritati,1
zatreštati,1
raspolutati,1
dokaskati,1
vršljati,1
svukud,1
zagađivati,1
pozeleneti,1
bleštavo,1
uznapredovati,1
ošamućivati,1
rascvati,1
obogaćivati,1
pri-ma-ti,1
prostije,1
parajlijati,1
preseljavati,1
zagalamiti,1
uljuditi,1
ozgovo,1
prostrujiti,1
idilično,1
zaveslati,1
prosto-naprost,1
pozoristiti,1
pospano,1
nahvatati,1
raščvetavati,1
usrećivati,1
apaš,1
prehranjivati,1
otprve,1
živcirati,1
kadar,1
zaguditi,1
pet-nuti,1
žalostivno,1
numerisati,1
bititi,1
rastuživati,1
blesaviti,1
seđeti,1
nabogoraditi,1
raznežavati,1
vođo,1
žderonjo,1
bezuspešno,1
dopuziti,1
ganutljivo,1
živčano,1
kur-talisati,1
preksrtati,1
čorati,1
graničiti,1
lomljavati,1
razjarivati,1
istovarati,1
iskaljivati,1
bljuvati,1
realno,1
ostapi,1
obezbeđivati,1
nadvićati,1
namolovano,1
izjaloviti,1
pujđati,1
pročešljati,1
vrbovati,1
šestariti,1
mnogoglasno,1
prosjačiti,1
skočanjiti,1
preljubazno,1
nakupovati,1
racionalno,1
drhtavo,1
paradoksalno,1
ispičuturo,1
sokolovo,1
otprašiti,1
tuširati,1
smlatiti,1
ugruvati,1
vod,1
poispadati,1
prouzrokovati,1
istrgati,1
četi,1
zatutnjati,1
obrasliti,1
uštirkati,1
osvežavati,1
sjajiti,1
čitavo,1
gromkati,1
razgranati,1
častoljublje,1
brutalno,1
povišavati,1
karakteristično,1
impozirati,1
čovečjiti,1
blagorodno,1
pokškati,1
demonstrovati,1
doiadati,1
podngati,1
grimizno,1
uroviti,1
zaslepljujuće,1
prosvetljivati,1
prmrmljati,1
bratati,1
izopštiti,1
gostiti,1
obesvestiti,1
dostati,1
oduhotvoravati,1
zasmetati,1
ipšiti,1
klopati,1
izbrojiti,1
bilaje,1
oduhotvoreno,1
upisti,1
razdasti,1
legosmati,1
kreniti,1
susretljivo,1
zabeliti,1
nadviti,1
uvidesmiti,1
nakotiti,1
pričekasmiti,1
naćicati,1
razdaditi,1
osvetljivati,1
taburati,1
pručiti,1
jevgeno,1
deono,1
šioći,1
šaletjeti,1
zakaeniti,1
izrecitivati,1
pohvalšni,1
oho-ho,1
drati,1
uobraziti,1
pritiskkvati,1
irogovarati,1
tolerirati,1
uplakati,1
sjano,1
eačuvati,1
počsviti,1
sihurno,1
uzizgati,1
šla,1
zapuštati,1
priladati,1
iići,1
herati,1
odgurati,1
loznati,1
upilo,1
brže-bolje,1
smelar,1
simpatično,1
razmaziti,1
pejzažist,1
boletjeti,1
gato,1
netaktično,1
duriti,1
nepar,1
okakav,1
dolaz,1
uditi,1
nazebeti,1
bum-bi,1
prosvećivati,1
jedinstveno,1
hoji,1
zasladiti,1
prolešpati,1
iežno,1
rezonovati,1
eta,1
vrvjeti,1
čik-čak,1
očekinati,1
debitovati,1
mestiti,1
vksiti,1
svgšati,1
svestai,1
prekiiati,1
brzojaviti,1
ljubšti,1
otključavati,1
omah,1
svakidašnjnj,1
pohvastati,1
izziveti,1
istovetovati,1
osetljivo,1
prolazati,1
bezazleno,1
rastreseno,1
prihvaćati,1
plijeniti,1
prelijevati,1
promijeniti,1
osviti,1
ljeti,1
posjeći,1
izmećariti,1
uzjašiti,1
ponjiškivati,1
pozaspiti,1
začepljati,1
ster,1
ispovjedati,1
zaprijetiti,1
zašuštiti,1
zamezati,1
odmjereno,1
sukljati,1
morebiti,1
vidljivo,1
izduhivati,1
pozeleniti,1
okinuti,1
pičtati,1
razgarati,1
sjedinjivati,1
udjenuti,1
zahuknuti,1
razrokati,1
prolevati,1
ražaliti,1
uvrijediti,1
pojedosmiti,1
popeceti,1
nesvjesno,1
piliti,1
soldati,1
sporazumješ,1
zapaljivati,1
pjanije,1
podbijati,1
zakucavati,1
zagrčavati,1
djetinje,1
štinuti,1
načas,1
zatitrati,1
smiješno,1
sijeti,1
ti-radati,1
budala,1
zalijevati,1
slijevati,1
afonjati,1
tiktakati,1
pevuckati,1
klatno,1
prefinjeno,1
lupkarati,1
okomito,1
ubližiti,1
nepogrešno,1
poneko,1
zapojiti,1
podbuniti,1
obredati,1
zaziđivati,1
razmrsivati,1
crpiti,1
ogluhnuti,1
raščupati,1
raspametiti,1
okameniti,1
ubogo,1
graktati,1
onesvesti,1
usfaliti,1
uprezati,1
netremiti,1
kliktavo,1
isturčiti,1
dotužiti,1
ženjeti,1
provaljivati,1
nerazdeljivo,1
mrtvorođeno,1
otumarati,1
priprežati,1
plandovati,1
saleteti,1
gušati,1
unezveriti,1
prikrajčisati,1
sejmeniti,1
mitoklasati,1
odmakati,1
omrći,1
diriti,1
potpnno,1
popoditi,1
grbiti,1
nadnositi,1
pokovati,1
izmakosati,1
paskiti,1
đa,1
grčeviti,1
pretegli,1
opljunuti,1
minut-dva,1
otplakati,1
potrti,1
zakunuti,1
uzdravo,1
zadocneti,1
žagrijeti,1
iznesositi,1
odgrnuti,1
avetinjski,1
budaljakati,1
uobražavati,1
primrzavati,1
iščiljati,1
predvojiti,1
pretrojati,1
presvoditi,1
njihali,1
nadnijeti,1
iščuđavati,1
ponicati,1
doćerivati,1
gospodski,1
osladiti,1
aščijati,1
prejesti,1
haliti,1
izumirati,1
umnožiti,1
čest,1
sričati,1
mogisati,1
potavneti,1
ogrubeti,1
oronjavati,1
čvrsnuti,1
ubeleti,1
utemeljiti,1
nezapamćeno,1
izbuditi,1
posklanjati,1
kaljav,1
zagazditi,1
prednjačiti,1
očvrsti,1
dočim,1
objasiti,1
ispresecati,1
panjkati,1
nebrojeno,1
okresati,1
napadositi,1
nenavikati,1
častoljubivo,1
otvrdnuti,1
mukliti,1
oseiriti,1
otad,1
djenuti,1
odavle,1
kojijati,1
uokrug,1
pokopavati,1
naplaviti,1
stojećki,1
pometiti,1
teferičiti,1
pobjegosmiti,1
hedo,1
zaptije,1
mrka,1
fatiti,1
saći,1
osenčiti,1
potrgati,1
okapati,1
prešišati,1
kukavički,1
vala,1
anlajisati,1
lijekati,1
dvoličiti,1
svenuti,1
predomišljati,1
porazbijati,1
pripucati,1
otkovati,1
zasediti,1
praznički,1
otkofrčiti,1
progrušati,1
štedljivo,1
nasilati,1
postrojisati,1
sklonisati,1
ppppravo,1
razgranjavati,1
prala,1
izranjaviti,1
razastreti,1
beličasto,1
parničiti,1
razgrađivati,1
preinačivati,1
doskočiti,1
redovito,1
presretati,1
dokonuti,1
dobati,1
išetati,1
preporoditi,1
doteći,1
osmejkivati,1
jačiji,1
zamrliti,1
izgrijati,1
podvostručavati,1
dorati,1
zakovitlati,1
sveštati,1
nadodati,1
privideti,1
ustaljivati,1
zasvrbeti,1
zasvrbjeti,1
tahteti,1
hešapiti,1
zabrazditi,1
ublediti,1
odlelujati,1
zastideti,1
kti,1
uprla,1
krčati,1
nestvarno,1
obreći,1
zaćoriti,1
samostalno,1
trefiti,1
naplakati,1
nakukati,1
pokučiti,1
šamo,1
oplakati,1
pridoći,1
napariti,1
podzidati,1
extra,1
obnevidjeti,1
ućutkivati,1
nenametljivo,1
pozavađati,1
oduživati,1
poravnavati,1
procviljeti,1
izvrgavati,1
dorastajati,1
prikraćivati,1
uveseljavati,1
istutnjati,1
uzabrati,1
čašćavati,1
milati,1
onuda,1
pilati,1
izjadati,1
budalati,1
podrezati,1
udijeliti,1
mesec-dva,1
prokopavati,1
stesniti,1
gariti,1
svezdno,1
kundurati,1
darnuti,1
kazivo,1
dželešanuh,1
savatli,1
prikraditi,1
meliti,1
viđeti,1
prekraćivati,1
znalački,1
navikivati,1
rasprteti,1
proterivati,1
zabriditi,1
niješ,1
oplemenjivati,1
podijeliti,1
uzodlučivati,1
primjenjivati,1
hodžiniti,1
dogoriti,1
podsigurno,1
izbušiti,1
paralo,1
privređivati,1
namalo,1
zapaniti,1
kreštati,1
zadijevati,1
čovjek,1
zamašati,1
biološki,1
beletiti,1
broditi,1
izvoziti,1
splaviti,1
sažeto,1
rasprštati,1
nijedanput,1
najesen,1
modro,1
pogreški,1
njegovati,1
izmijeniti,1
ocvjetati,1
degenerisati,1
pooštriti,1
ničati,1
izbeči,1
očaravati,1
sretno,1
dovijekati,1
dabogmati,1
hohštaplerisati,1
iznevjeriti,1
zakržljati,1
cijeniti,1
zjati,1
nasititi,1
obrst,1
izvesno,1
zamačiti,1
ispremeštati,1
izvrći,1
ozdravljivati,1
udomiti,1
dorastati,1
promovisati,1
lijukiti,1
iskucati,1
zatreptiti,1
mrestiti,1
odvugnuti,1
kaparisavati,1
zamučiti,1
haira,1
insan,1
stilski,1
odonud,1
uspjeti,1
krčmiti,1
razigrati,1
odbrojavati,1
uskakati,1
stidno,1
neskladno,1
blesne,1
ponestajati,1
osvitati,1
jetkiti,1
poklonisati,1
benevrekiti,1
musti,1
vieleti,1
odušiti,1
guditi,1
rasprskavati,1
semeniti,1
zatrgovčiti,1
zakopiti,1
svisnuti,1
pristije,1
ohrabrivati,1
obudoviti,1
nekidan,1
neobazrivo,1
ispesti,1
čepkati,1
pretrgnuti,1
osluhnuti,1
zašobonje,1
bombardovati,1
zadućaniti,1
paštiti,1
pravedno,1
izokrenuti,1
smrtonosno,1
puckati,1
bukteti,1
pravovremeno,1
uhom,1
zažizati,1
naslađivati,1
strmijeti,1
žiji,1
ocediti,1
vovesti,1
iskušen,1
klasifikovati,1
završivati,1
osložiti,1
razgnjeviti,1
ludačktđ,1
vijedak,1
dognati,1
hazarsko,1
sistematizovati,1
dešifrovati,1
oslaviti,1
kužiti,1
vav,1
ilustrovati,1
lsajliti,1
sleva,1
dijagonalno,1
preustrojavati,1
ubrojiti,1
šorati,1
nalikovati,1
ubeležavati,1
pozirati,1
iziskivati,1
odslikavati,1
namirivati,1
prisluživati,1
vaspostavljati,1
jenopoljski,1
priliti,1
ravaniti,1
nazobiti,1
izrecitovati,1
dubiti,1
kondakati,1
usklasati,1
podučavati,1
podučiti,1
nalegati,1
pucnuti,1
naobećati,1
zakoliti,1
serviliti,1
porezati,1
cmoktati,1
bludeti,1
rastrz,1
crvenook,1
prepadati,1
sladiti,1
prokleti,1
ukiseti,1
proisticati,1
izaprati,1
kir,1
prekoračivati,1
obujmljivati,1
sučeljavati,1
dadoši,1
počinuti,1
svezati,1
treperati,1
upražnjavati,1
škodljivo,1
ulepiti,1
proslavljati,1
sksiršiti,1
preračunavati,1
gnojiti,1
zamrljati,1
uštaviti,1
svrbjeti,1
rekositi,1
odbravljati,1
prevagnuti,1
naloviti,1
zderati,1
skiošati,1
kevati,1
sevasti,1
potaštati,1
ozlobiti,1
razmiliti,1
brizgati,1
omeći,1
izorati,1
užasnušiti,1
navoziti,1
shematski,1
java,1
zakoračivati,1
pognati,1
odapinjati,1
okilaviti,1
žuljati,1
iscrpljujuće,1
čučni,1
urastati,1
neispavano,1
ćelavo,1
rascvetavati,1
antropološki,1
sagnjivati,1
ispremetati,1
uzorati,1
uobručiti,1
pootpadati,1
nasići,1
četiristo,1
gudati,1
nažvrljati,1
rakoljiti,1
vrata-izlog,1
zabravljati,1
razložiti,1
očepiti,1
prazno,1
podojiti,1
svetjeti,1
sagledavati,1
beskonačno,1
razmotavati,1
nevino,1
otplivati,1
dvokrati,1
sahranisati,1
ogrebati,1
priključivati,1
kagane,1
skrstiti,1
odlepršati,1
pobuđivati,1
prometati,1
