infinitive_latin,frequency
dizati,4
učestvovati,4
spolja,4
pre,4
oprostiti,4
pohvaliti,4
konkretno,4
sakriti,4
pridići,4
učiti,4
dopuštati,4
izražavati,4
ostvariti,4
pozdravljati,4
dodirnuti,4
okačiti,4
mirno,4
napredovati,4
zvečnuti,4
mrziti,4
povremeno,4
progovoriti,4
pozivati,4
primetno,4
šapnuti,4
skloniti,4
presvući,4
obično,4
sahranjivati,4
opraštati,4
šaputati,4
poljubiti,4
prevesti,4
primiti,4
istovremeno,4
dopirati,4
jesti,4
tužno,4
raspoložiti,3
oblačiti,3
odabrati,3
raširiti,3
poveriti,3
nedeljno,3
osvojiti,3
pogoditi,3
kladiti,3
donositi,3
navesti,3
pristati,3
pokupiti,3
uzimati,3
trčati,3
pominjati,3
terati,3
okružiti,3
deliti,3
lupiti,3
pošteno,3
smetati,3
slagati,3
studirati,3
opustiti,3
bukvalno,3
unapred,3
besprekorno,3
preneti,3
faliti,3
otputovati,3
propustiti,3
pozajmiti,3
pobuniti,3
jedno,3
široko,3
suditi,3
četiristohiljaditi,3
namrštiti,3
zapamtiti,3
naljutiti,3
žestoko,3
potonuti,3
razgledati,3
trgnuti,3
skitati,3
smiriti,3
obrisati,3
totalno,3
zavisiti,3
zateći,3
ulaziti,3
izložiti,3
sačuvati,3
zaneti,3
razgovetno,3
nemoguće,3
prezirati,3
prijeći,3
oštro,3
leći,3
rastopiti,3
blago,3
slikati,3
gore,3
proslaviti,3
zvučiti,3
manuti,3
filozofski,3
žustro,3
lokati,3
zaspati,3
čutati,3
žao,3
raspričati,3
zainteresovati,3
hitno,3
koštati,3
mračno,3
detaljno,3
udariti,3
milovati,3
gostovati,3
zakačiti,3
pronaći,3
ustupiti,3
suj,3
gdje,3
primaći,3
ponoviti,3
zveckati,3
sinoć,3
opirati,3
odakle,3
zalajati,3
zaključiti,3
izbegavati,3
ubaciti,3
proučavati,3
snimati,3
uzdahnuti,3
maltene,3
otpustiti,3
nedavno,3
služiti,3
skočiti,3
čuvati,3
doživeti,3
zagrliti,3
posmatrati,3
oduzeti,3
ubijati,3
zaljuljati,3
gaziti,3
vešto,3
poželeti,3
redovno,3
pritom,3
pokriti,3
gestikulirati,3
visoko,3
leteti,3
crneti,3
zvučati,3
izdržati,3
viknuti,3
zalediti,3
nabacivati,3
pući,3
zgledati,3
odsečno,3
udaljiti,3
uveriti,3
pocrveneti,3
likovati,3
uznemiriti,3
otkriti,3
polaziti,3
prikočiti,3
izvinjavati,3
ostajati,3
nešto,3
okretati,3
poslužiti,3
uvrediti,3
podsećati,3
umoriti,3
nimalo,3
ponuditi,3
vraćati,3
izvrnuti,3
mirisati,3
neverovatno,3
postepeno,3
utopiti,3
zastati,3
koraknuti,3
ožedneti,3
potvrditi,3
ispružiti,3
podneti,3
namignuti,3
objaviti,3
odobriti,3
zahtevati,3
oboriti,3
bežati,3
dovoljno,3
uspevati,3
menjati,3
dospeti,3
provesti,3
negirati,3
spajati,3
nipošto,3
nameravati,3
preduzeti,3
bacati,3
letiti,3
zatražiti,3
retko,3
pridružiti,3
zapevati,3
spaliti,3
naložiti,3
rasti,3
prebaciti,3
vezati,3
izdiktirati,2
nabrajati,2
ratovati,2
raspravljati,2
uporno,2
razvijati,2
prodavati,2
predvideti,2
izbijati,2
obeležiti,2
obići,2
naširoko,2
lišiti,2
pažljivo,2
savesno,2
nabavljati,2
oduzimati,2
uveče,2
skroz,2
maštati,2
izmišljati,2
ubediti,2
okončati,2
uzvratiti,2
ćutke,2
birati,2
štedeti,2
kupovati,2
čisto,2
zajapuriti,2
jednostavno,2
hvatati,2
dobrodušno,2
podsmehnuti,2
ceniti,2
ljubiti,2
obavestiti,2
osvrnuti,2
češati,2
požuriti,2
utrnuti,2
naglašavati,2
potruditi,2
dobrovoljno,2
nebitno,2
naterati,2
izlaziti,2
ispadati,2
osmehivati,2
nespretno,2
obraćati,2
prisećati,2
prelaziti,2
konsultovati,2
otkinuti,2
kapirati,2
viriti,2
češljati,2
snimiti,2
ispljunuti,2
podrazumevati,2
pokazivati,2
spasti,2
nestajati,2
zaraziti,2
jutros,2
jecati,2
praktično,2
zadremati,2
prolaziti,2
lupati,2
porađati,2
poverljivo,2
konspirativno,2
izvoleti,2
saosećajno,2
izuti,2
najednom,2
prestajati,2
napojiti,2
uostalom,2
pomenuti,2
porediti,2
šetati,2
vući,2
bataliti,2
reagovati,2
krišom,2
najaviti,2
izvesti,2
oprati,2
primamljivo,2
upisivati,2
preporučivati,2
kulturno,2
letos,2
zaurlati,2
nežno,2
opisati,2
šuškati,2
paziti,2
dobijati,2
pomerati,2
oprezno,2
skupiti,2
zažmuriti,2
sijati,2
ljubazno,2
svetlucati,2
glumiti,2
udvarati,2
razmatrati,2
tvrditi,2
ionako,2
napijati,2
obrnuto,2
latiti,2
započeti,2
zatrpati,2
savladati,2
buditi,2
dotle,2
skrivati,2
kleti,2
pregledati,2
donijeti,2
zapisivati,2
asocirati,2
lagano,2
simulirati,2
pritisnuti,2
prikazivati,2
kucnuti,2
plesti,2
prisetiti,2
zavaliti,2
zakasniti,2
razbrbljati,2
nisko,2
zaćutati,2
miroljubivo,2
promaći,2
svući,2
ozbiljno,2
delikatno,2
odškrinuti,2
odosmi,2
sašiti,2
zaostajati,2
zaboravljati,2
nekad,2
zbrisati,2
odatle,2
podeliti,2
izmusti,2
jednoglasno,2
rasparati,2
grozničavo,2
prostodušno,2
iznervirati,2
izazvati,2
muje,2
iskoristiti,2
zameriti,2
sastaviti,2
pakovati,2
otegnuti,2
predlagati,2
hvaliti,2
čujno,2
raspeti,2
nezadovoljno,2
nepomično,2
umiti,2
žurno,2
treperiti,2
nastati,2
obasjavati,2
uplašeno,2
konverzirati,2
sigurno,2
prilaziti,2
srušiti,2
tad,2
popravljati,2
unutra,2
taman,2
mučiti,2
nepravilno,2
pljesnuti,2
koketirati,2
adekvatno,2
strogo,2
dežurati,2
direktno,2
zapahnuti,2
ovekovečiti,2
nestrpljivo,2
oćutao,2
kasniti,2
odraditi,2
propiti,2
plivati,2
žuteti,2
rukovati,2
ukočiti,2
iseći,2
ispratiti,2
namestiti,2
potpisati,2
odazvati,2
svideti,2
tegliti,2
ženiti,2
obrezati,2
ljuljati,2
promicati,2
zalečiti,2
nagovarati,2
preobraziti,2
odrediti,2
beć,2
upadljivo,2
odbijati,2
drugi,2
valjda,2
peške,2
pobeći,2
uteći,2
ukazati,2
razilaziti,2
podmititi,2
surovo,2
srećno,2
preostati,2
razići,2
ploviti,2
upisati,2
kritikovati,2
nastupiti,2
pristupiti,2
smenjivati,2
kružiti,2
posebno,2
iščekivati,2
bližiti,2
citirati,2
spremno,2
smučiti,2
primećivati,2
udisati,2
trezveno,2
okusiti,2
žaliti,2
jedino,2
klonuti,2
neočekivano,2
ubrzati,2
kuvati,2
dodeliti,2
kliziti,2
definitivno,2
propasti,2
usporiti,2
prisloniti,2
šuštati,2
napamet,2
izjavljivati,2
saopštiti,2
ozariti,2
mrštiti,2
ojačati,2
zavideti,2
naprotiv,2
insistirati,2
objavljivati,2
odrastati,2
izdvajati,2
večeras,2
lakovati,2
ujediniti,2
zdipiti,2
prodorno,2
razljutiti,2
pretvarati,2
ostavljati,2
poneti,2
osloboditi,2
tugovati,2
umalo,2
pamtiti,2
prepisati,2
krasiti,2
obuzimati,2
popuštati,2
zaustaviti,2
zvoniti,2
ubiti,2
prati,2
naučiti,2
pojačati,2
pogrešiti,2
utonuti,2
pritiskati,2
preživeti,2
samouvereno,2
zaglušiti,2
prekvalifikovati,1
šuvek,1
meko,1
pretendovati,1
sagledati,1
posuti,1
doputovati,1
održavati,1
zaječati,1
dotrčavati,1
podsmevati,1
ispitati,1
strpljivo,1
usavršavati,1
ulivati,1
zasuti,1
cirkulisati,1
uplaćivati,1
pogađati,1
isplaćivati,1
obuzdavati,1
dostizati,1
bojažljivo,1
isplatiti,1
sistematski,1
slomiti,1
iznenađivati,1
zaštititi,1
neizbežno,1
zbližavati,1
izbegnuti,1
dominirati,1
nameniti,1
ograđivati,1
prebiti,1
uzburkati,1
dal,1
nazirati,1
ispucati,1
nisuudati,1
danju,1
popraviti,1
vrpoljiti,1
uplatiti,1
plemenito,1
evoluirati,1
dodavati,1
pomnožiti,1
nanositi,1
saslušati,1
sublimisati,1
baktati,1
nesebično,1
uspostaviti,1
prekidati,1
šunjati,1
zavidjeti,1
promaknuti,1
ismejati,1
zahtevno,1
peći,1
mlako,1
jeneuverljivo,1
navodno,1
osamiti,1
sastojati,1
neprimetno,1
lečiti,1
skidati,1
zakazati,1
razbacati,1
klaparati,1
nemirno,1
skpopiti,1
zamerati,1
pretpostavljati,1
učtivo,1
obrijati,1
ekranizovati,1
kas,1
č1to,1
centlmenski,1
priložiti,1
nozajmiti,1
iskeširati,1
izučavati,1
odvajati,1
hraniti,1
slabo,1
zastupiti,1
maksimalno,1
proletos,1
grditi,1
kišni,1
susresti,1
rekosmi,1
probdjeti,1
objašnjavati,1
nagraditi,1
uplašiti,1
pomračiti,1
upamtiti,1
obeležavati,1
probiti,1
dostići,1
izrasti,1
neprestano,1
okvirati,1
socijalno,1
pričekati,1
premestiti,1
eksirati,1
obrukati,1
onomad,1
izvinuti,1
načisto,1
zaboleti,1
odvući,1
vrteti,1
vrtjeti,1
maći,1
deprimirati,1
fikus,1
izujedati,1
sumnjičavo,1
zaškiljiti,1
rasplakati,1
gorko,1
udati,1
planirati,1
preterivati,1
triput,1
odmahivati,1
letjeti,1
udahnuti,1
nenadano,1
pružati,1
generalno,1
štatod,1
obaveštavati,1
proticati,1
izdati,1
porodidati,1
potpisivati,1
javljati,1
predstavljado,1
izbljuvati,1
okupirati,1
diskreditovati,1
normalno,1
posumnjati,1
odspavati,1
iznenaditi,1
koncentrisati,1
beznadežno,1
uznemiravati,1
užasnuti,1
oterati,1
puštati,1
javidati,1
neviđeno,1
sumnjati,1
prošetati,1
škripati,1
