infinitive_latin,frequency
sledovati,2
dignuti,2
vaditi,2
ponegde,2
zavrtati,2
postizati,2
verovatno,2
puno,2
odlagati,2
jednovremeno,2
odazivati,2
zaći,2
jedino,2
duboko,2
ukratko,2
izleteti,2
primati,2
napolju,2
smrkavati,2
istrgnuti,2
desno,2
prethoditi,2
uglavnom,2
iti,2
visiti,2
zaostajati,2
pomišljati,2
ponavljati,2
deliti,2
iskazivati,2
hvatati,2
obeležiti,2
brojati,2
ujutru,2
naročito,2
dogoditi,2
brati,2
prodavati,2
ponoviti,2
događati,2
propustiti,2
uspevati,2
ostareti,2
ostarjeti,2
stanovati,2
otputovati,2
poći,2
usput,2
meriti,2
spuštati,2
nestajati,2
dunuti,2
odazvati,2
oteti,2
zateći,2
nestati,2
prići,2
dokazati,2
izbrijeti,2
lišiti,2
izbrojati,2
verovati,2
gaziti,2
prijeći,2
odnositi,2
predveče,2
ukinuti,2
svuda,2
natrag,2
praviti,2
iščezavati,2
zamišljati,2
obložiti,2
uvezati,2
savesno,2
kušati,2
spraviti,2
izabrati,2
unositi,2
blistati,2
gore,2
izmeriti,2
otisnuti,2
oslovljavati,2
dopreti,2
skinuti,2
rađati,2
iščezati,2
kratko,2
oprati,2
probiti,2
sleteti,2
smejati,2
okretati,2
dezertirati,2
doznati,2
javljati,2
odakle,2
prevoditi,2
naručivati,2
raspitati,2
kidati,2
žudeti,2
nailaziti,2
etruščiti,2
zaveštati,2
objasniti,2
dovesti,2
iseći,2
nekako,2
lebdeti,2
procediti,2
posaditi,2
označavati,2
zaslužiti,2
ozlediti,2
zapevati,2
dopremiti,2
mariti,2
opčiniti,2
nataknuti,2
ukrasiti,2
potpisati,2
međutim,2
skoro,2
neočekivano,2
upoznati,2
braniti,2
podneti,2
rasti,2
ploviti,2
začuti,2
oploditi,2
privući,2
prelomiti,2
izreći,2
sricati,2
ukrcati,2
isterati,2
domašiti,2
spasti,2
odrati,2
dogurati,1
posluživati,1
svršiti,1
raspitivati,1
okovati,1
nešto,1
vredeti,1
cepidlačiti,1
vrediti,1
merilati,1
bočno,1
otklopiti,1
rasporediti,1
kriti,1
ukupno,1
iziutra,1
toio,1
iznenađivati,1
otključati,1
isključiti,1
inventarisati,1
zakositi,1
natruniti,1
izraditi,1
poređati,1
prilagati,1
popiti,1
nataći,1
zakolčati,1
zazvoniti,1
njušiti,1
oduševiti,1
zapakovati,1
svečano,1
utaknuti,1
loptati,1
povremeno,1
isprekidano,1
bolovati,1
usniti,1
večerati,1
prsnuti,1
gutati,1
dosetiti,1
otkasati,1
ggokazati,1
pojavisati,1
prisluškivati,1
ćaskati,1
nažalost,1
umrijeti,1
postići,1
plaćati,1
smakati,1
uskočiti,1
režati,1
doduše,1
jamačno,1
itak,1
odnesti,1
škoditi,1
nagoditi,1
cenjkati,1
resko,1
provlačiti,1
izraljati,1
nanjušiti,1
tržati,1
zavaliti,1
ukrasti,1
pridići,1
širiti,1
srdačno,1
posvafati,1
koračati,1
unatrag,1
nameravati,1
podnositi,1
uživo,1
zbunjeno,1
ogrteti,1
neodlučno,1
zatapšati,1
razgrtoh,1
kriknuti,1
priklopiti,1
zajedljivo,1
li,1
uvrediti,1
iisati,1
sekirati,1
izvoleti,1
nervirati,1
natenan,1
zapaliti,1
odbiti,1
kliberiti,1
obrisati,1
prikanuti,1
presamiti,1
raskošno,1
upakovati,1
uručiti,1
slagati,1
sedosmiti,1
ostadosti,1
blizu,1
osloboditi,1
silovati,1
pobiti,1
rasprodati,1
priličiti,1
popesti,1
kuiatiti,1
uveriti,1
dovoditi,1
pogađati,1
odličiti,1
popraviti,1
zadržati,1
ni,1
unekoliko,1
strpati,1
odneti,1
gospsfati,1
emoj,1
uzgred,1
napustismati,1
trošiti,1
predahnuti,1
pozvati,1
hitno,1
ponijeti,1
Dsfi,1
pokorno,1
uvoditi,1
razdevičiti,1
pobuniti,1
zaljubiti,1
dodadati,1
obraćati,1
uozbiljiti,1
probati,1
raskopčati,1
osvedočiti,1
okretošiti,1
trijumfalno,1
tapšati,1
dopadati,1
spakovati,1
naplatiti,1
uviti,1
utrapiti,1
izvaliti,1
zgranuto,1
doviknuti,1
zastati,1
upamtiti,1
igrati,1
kleknuti,1
oseliti,1
izbezuml,1
snimiti,1
napregnuti,1
izračunati,1
osvestiti,1
dobaciti,1
hukati,1
besno,1
svaliti,1
odleteti,1
nestrpljivo,1
daraditi,1
iznajmiti,1
shvatati,1
goditi,1
uoište,1
uloviti,1
obznanjivati,1
posedovati,1
uokviriti,1
ozeleneti,1
pomaljati,1
zavrtljati,1
pričvršćivati,1
zabraviti,1
ukrasgi,1
lepiti,1
ogrejati,1
zviznuti,1
prineti,1
ukrašavati,1
ukloiiti,1
istovremeno,1
opipati,1
umotati,1
curiti,1
odstraniti,1
pojavljivati,1
poticati,1
saopštavati,1
zalepiti,1
juče,1
ispaliti,1
levo,1
upecati,1
rskati,1
prilično,1
saginjati,1
neo,1
svetlucati,1
obnavljati,1
zadremati,1
ispadati,1
buditi,1
prolustiti,1
crvečiti,1
plaziti,1
reagovati,1
glumiti,1
erotski,1
zakopčati,1
oslušnuti,1
čutiti,1
disati,1
svoditi,1
najprati,1
brzati,1
težiti,1
hodati,1
uslediti,1
propuštati,1
računati,1
ostvariti,1
naumiti,1
uzbuditi,1
nastupiti,1
nazvati,1
zapaziti,1
otvarati,1
razbijati,1
cediti,1
posuvraćivati,1
prelaziti,1
svakodnevno,1
umoriti,1
koraknuti,1
izjutra,1
preskakati,1
nadoknađivati,1
dotada,1
održati,1
seći,1
predvidjeti,1
ustanoviti,1
redovno,1
provoditi,1
razmišljati,1
neobično,1
okrečiti,1
završavati,1
blago,1
dohvatiti,1
skrenuti,1
žvakati,1
triput,1
nahraniti,1
bubati,1
tvrditi,1
vrlo,1
jednostavno,1
izbrojatD,1
hraniti,1
svejednako,1
zobati,1
pomilovati,1
pojahati,1
poterati,1
pričinjavati,1
sakupljati,1
skretati,1
predavati,1
razdvojiti,1
bojati,1
izazov,1
proračunati,1
odvojiti,1
razoriti,1
oslobsfeno,1
izgraditi,1
postiti,1
ćušnuti,1
ponuditi,1
nastojati,1
odvajati,1
nimalo,1
ikad,1
ije,1
vezivati,1
potopiti,1
lupati,1
priuštiti,1
ugštati,1
mrzeti,1
ukloliti,1
žigosati,1
uredno,1
popuniti,1
uokvirivati,1
izuzeti,1
šaljati,1
ukositi,1
steći,1
obedovati,1
obariti,1
JTU,1
popariti,1
upiti,1
stigati,1
pojesti,1
zaboleti,1
pripasti,1
pripraviti,1
odležati,1
tvrdo,1
raspući,1
promaći,1
odstajati,1
naizmenično,1
crći,1
poderati,1
mešeno,1
uštalo,1
skloniti,1
obrijati,1
okupati,1
pušiti,1
hladiti,1
narezati,1
kurati,1
pijući'ja,1
dvoumiti,1
zagristi,1
uslut,1
zatrubiti,1
ukoričiti,1
štampati,1
ispisivati,1
uneti,1
naknadno,1
izdeliti,1
omeđiti,1
vući,1
upravljati,1
oblikovati,1
dole,1
raznositi,1
tumačiti,1
žiti,1
ugššati,1
puniti,1
obrtati,1
napomenuti,1
preticati,1
probijati,1
uključiti,1
bivati,1
zaglaviti,1
oteći,1
proizvesti,1
davno,1
razmisliti,1
ponešto,1
nastrano,1
poraziti,1
zajediti,1
dodavati,1
dadotpisati,1
zikačiti,1
posebno,1
smeštati,1
iaći,1
spadati,1
ovamo7,1
komotno,1
ialaziti,1
zauzimati,1
zapremati,1
podizati,1
oštetiti,1
propinjati,1
zahvatiti,1
pop,1
konačiti,1
protnuti,1
protrljati,1
kruniti,1
grunuti,1
grunuši,1
lrimiti,1
stezati,1
umiti,1
nagoh,1
pripremiti,1
oglasiti,1
ozdo,1
žariti,1
mucati,1
začuđeno,1
krvariti,1
slobodno,1
nikud,1
pobeći,1
repetirati,1
nevoljno,1
poslušati,1
zablistati,1
smaknuti,1
oporo,1
iskati,1
zabezeknuti,1
svud,1
streljati,1
mobilisati,1
tišiti,1
izgladneti,1
dočuti,1
cvet,1
napasti,1
otržati,1
zakrčati,1
potrčati,1
zagaziti,1
krijućati,1
stignuti,1
isprati,1
usred-sređeno,1
dokonati,1
uvežbati,1
odrastati,1
osobito,1
zaborati,1
prizvati,1
odlebdeti,1
dva-puta,1
vaskrsavati,1
mogućno,1
pozaboravljati,1
obratno,1
jediti,1
više-manje,1
zamuckivati,1
baviti,1
devičanski,1
zapisivati,1
povezati,1
kuvati,1
obuski,1
mahati,1
prebacivati,1
prebaciti,1
ručati,1
sisiti,1
zvučiti,1
zaposati,1
razmontirati,1
zaposliti,1
rezati,1
tovariti,1
otpadati,1
odati,1
zapošljavati,1
najuriti,1
silom,1
razgovarati,1
usrdno,1
nagrditi,1
zameniti,1
oduvek,1
podalje,1
parkirati,1
začeprkati,1
razumevati,1
iskopavati,1
primiti,1
pudati,1
pokvariti,1
razjasniti,1
poiovo,1
apsolutno,1
zamoliti,1
opterećivati,1
zareći,1
dokrajčiti,1
tamno,1
ubacivati,1
pritisnuti,1
iskakati,1
otkrivati,1
pogubiti,1
izlizati,1
razaznati,1
letjeti,1
pretpostaviti,1
opisati,1
prenositi,1
približno,1
slutiti,1
načeti,1
ispustiti,1
porasti,1
kopkati,1
naznačiti,1
podeliti,1
izroniti,1
poznati,1
žiati,1
iotgššati,1
oprljiti,1
pre,1
gatati,1
poiasati,1
učtivo,1
zapljusnuti,1
izvesti,1
faliti,1
ukovrdžati,1
otkačiti,1
ispraviti,1
opustiti,1
pišati,1
letimično,1
palad,1
kažiprsti,1
izvlačiti,1
stvarati,1
pogotovu,1
odnekud,1
dodirnuti,1
napamet,1
uvežbano,1
zadati,1
uirkos,1
uitala,1
iastaviti,1
nezadovoljno,1
zapanjiti,1
nagijati,1
zadovoljno,1
uveliko,1
oit,1
uporno,1
zagrliti,1
kristalno,1
obavljati,1
promuklo,1
prikučiti,1
okrmati,1
najprijeti,1
stizati,1
dizati,1
navlačiti,1
primećivati,1
obuvati,1
češljati,1
silaziti,1
žurno,1
sinuti,1
strašno,1
divno,1
zaključati,1
penjati,1
opstati,1
pretvoriti,1
naslediti,1
pozlatiti,1
vladati,1
kliziti,1
ispostaviti,1
nacionalizovati,1
nedavno,1
goreti,1
oterati,1
sprečiti,1
neverovatno,1
zapustiti,1
račvati,1
udarati,1
prepoznaditi,1
slatko,1
nameniti,1
ugtamtiti,1
izvinjavati,1
okresti,1
zatrudneti,1
zatrudnjeti,1
odrasgiti,1
mix,1
svitati,1
krajnje,1
kanuti,1
glodati,1
lizati,1
glačati,1
vaspitati,1
sunčati,1
obmanuti,1
začeti,1
odjećati,1
prevariti,1
ćuteti,1
letelo,1
prebirati,1
isporučiti,1
pogijulati,1
preoteti,1
odoleti,1
sijati,1
naređivati,1
kuvatii,1
dsfati,1
odigrati,1
naslutiti,1
bizablistati,1
iportretisati,1
poroditi,1
preduzeti,1
napuniti,1
otvoreno,1
birati,1
raskrstiti,1
losmatrati,1
glasno,1
samlrisustvovati,1
sammorati,1
okačiti,1
niljt,1
liti,1
primorati,1
lačiliti,1
prvo,1
lucati,1
clljati,1
lromalliti,1
dovikluti,1
uspraviti,1
zataškati,1
preneti,1
čistiti,1
sprva,1
odmahnuti,1
izvršiti,1
kažnjavati,1
ipomiriti,1
lrihvatiti,1
odgajiti,1
odseliti,1
svomoću,1
poodrasti,1
patiti,1
živihpretvarati,1
ziam,1
obdariti,1
nasleđivati,1
zidati,1
važno,1
prevesti,1
pomirisati,1
preturati,1
obilaziti,1
iaučiti,1
šminkati,1
mazati,1
ludo,1
spravljati,1
prepuštati,1
doterati,1
podšišati,1
povaljivati,1
fetver,1
prostreti,1
žmuriti,1
ugristi,1
ređati,1
dopirati,1
plašiti,1
sletjeti,1
prebroditi,1
prevoziti,1
zaustavljati,1
iskrasti,1
raširiti,1
pomoliti,1
olizati,1
izranjati,1
vračati,1
proricati,1
nepomično,1
puštati,1
ljuljuškati,1
iscediti,1
zasnati,1
upadati,1
kusati,1
odavde,1
isjesti,1
meljati,1
iuštiti,1
svojeručno,1
zaprepastiti,1
ispuniti,1
pažljivo,1
iščekivati,1
sunčaii,1
kupati,1
isisati,1
udriti,1
lunjati,1
naići,1
začudo,1
protkati,1
ojačati,1
negde,1
zakikotati,1
brkati,1
opkoračiti,1
zabaciti,1
onesvestiti,1
pomerati,1
neumoljivo,1
oseći,1
naočigled,1
mesiti,1
izbegavati,1
sročiti,1
lodešavati,1
slati,1
