base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
vrteti,zavrteti,za,3324,302
vući,podvući,pod,3288,750
pečatiti,zapečatiti,za,3288,162
terati,proterati,pro,3229,119
gurati,ugurati,u,3140,4430
jahati,odjahati,od,3106,321
jecati,zajecati,za,3106,313
taknuti,nataknuti,na,3106,282
metati,premetati,pre,3106,218
snivati,zasnivati,za,3106,118
manjiti,umanjiti,u,3099,3500
leteti,odleteti,od,3099,104
teći,priteći,pri,2961,198
likovati,nalikovati,na,2958,650
kriviti,nakriviti,na,2958,655
dragati,razdragati,raz,2952,376
likovati,dolikovati,do,2913,937
brojati,izbrojati,iz,2863,184
vedriti,razvedriti,raz,2844,3841
liti,izliti,iz,2844,3611
njušiti,nanjušiti,na,2844,893
likovati,odlikovati,od,2844,142
motriti,razmotriti,raz,2687,502
vijati,privijati,pri,2680,192
nositi,nadnositi,nad,2680,101
rušiti,obrušiti,ob,2680,124
ložiti,založiti,za,2624,114
klanjati,uklanjati,u,2612,2837
letati,preletati,pre,2591,224
nositi,raznositi,raz,2524,646
besneti,razbesneti,raz,2524,222
skočiti,uskočiti,u,2522,181
režati,zarežati,za,2460,498
lomiti,prelomiti,pre,2460,106
vladati,nadvladati,nad,2459,2181
uzdavati,obuzdavati,ob,2459,370
stupati,ustupati,u,2450,789
vapiti,zavapiti,za,2437,3073
voleti,privoleti,pri,2437,500
viknuti,podviknuti,pod,2437,207
slagati,naslagati,na,2437,157
mutiti,zamutiti,za,2437,111
moliti,promoliti,pro,2437,109
svirati,odsvirati,od,2372,136
ljutiti,razljutiti,raz,2292,1237
vitlati,zavitlati,za,2244,359
pipati,napipati,na,2189,359
paziti,pripaziti,pri,2189,163
vrteti,uvrteti,u,2189,241
vezati,zavezati,za,2175,1965
saditi,zasaditi,za,2048,173
kratiti,prekratiti,pre,2036,528
letiti,uletiti,u,2036,263
upreti,podupreti,pod,2007,354
saditi,usaditi,u,2007,204
blistati,zablistati,za,1988,126
trošiti,utrošiti,u,1973,244
hteti,prohteti,pro,1973,121
sezati,dosezati,do,1934,139
raditi,obraditi,ob,1934,190
legati,podlegati,pod,1929,219
letiti,odletiti,od,1929,154
lagati,zalagati,za,1911,1540
šarati,prošarati,pro,1891,737
mučiti,izmučiti,iz,1871,453
rušiti,prerušiti,pre,1871,171
siktati,prosiktati,pro,1865,348
spravljati,uspravljati,u,1865,302
kršiti,prekršiti,pre,1865,295
mirisati,namirisati,na,1865,176
čuljiti,načuljiti,na,1865,159
lomiti,prolomiti,pro,1824,160
vrtiti,zavrtiti,za,1816,199
grebati,izgrebati,iz,1816,213
spavati,odspavati,od,1816,172
oružati,razoružati,raz,1813,1127
denuti,zadenuti,za,1813,5687
šaptati,prošaptati,pro,1813,714
stradati,nastradati,na,1808,274
uveriti,razuveriti,raz,1769,126
grliti,prigrliti,pri,1733,1026
viđati,priviđati,pri,1711,106
