infinitive_latin,frequency
obuhvatiti,40
izdvojiti,40
zabeležiti,40
osloniti,40
uneti,39
odobravati,39
požaliti,39
stradati,39
proučavati,39
propuštati,39
prodirati,39
oglasiti,39
predlagati,39
odjeći,39
pribrati,39
zatezati,39
otkinuti,39
označavati,39
okruživati,39
polagati,38
jeknuti,38
boraviti,38
prijaviti,38
razvijati,38
pokvariti,38
uperiti,38
usuditi,38
poželeti,38
zviždati,38
zalutati,38
lupkati,38
gristi,38
pobiti,38
upotrebiti,38
izmučiti,38
dosaditi,38
kažnjavati,38
plesti,37
stenjati,37
prenijeti,37
smešiti,37
ratovati,37
ukloniti,37
prisetiti,37
poraziti,37
zahvatiti,37
dremati,37
nameravati,37
uzdisati,37
dodavati,37
oživeti,37
smenjivati,37
slomiti,37
streljati,37
otvorisati,37
razilaziti,36
klatiti,36
odmahnuti,36
obasjati,36
pokrivati,36
otegnuti,36
spadati,36
meriti,36
grliti,36
odmeriti,36
odmahivati,36
preporučiti,36
svanuti,36
organizovati,36
opustiti,36
uzdizati,36
oslobađati,36
pogađati,36
izbacivati,36
podignuti,36
prineti,36
ginuti,36
usniti,36
začusiti,36
kazniti,36
obeležiti,36
meširiti,36
osvestiti,35
navratiti,35
ženiti,35
legnuti,35
usprotiviti,35
skretati,35
popravljati,35
udahnuti,35
dozivati,35
odavati,35
zbiti,35
napipati,35
zaklanjati,35
prebacivati,35
odrastati,35
razdvojiti,35
sahranjivati,35
opkoliti,35
razjasniti,35
pecati,35
spomenuti,35
napadati,35
stišati,35
odreći,35
započeti,34
uvlačiti,34
iseći,34
smeniti,34
odmicati,34
odmarati,34
gutati,34
smakati,34
doviknuti,34
komandovati,34
bojiti,34
svršavati,34
primicati,34
naslućivati,34
poznaditi,34
izvestiti,34
predvideti,33
zabaciti,33
dotrčati,33
poručiti,33
sadržati,33
okupljati,33
prevrtati,33
događati,33
pokupiti,33
zauzimati,33
upropastiti,33
ogledati,33
tonuti,33
smjeti,33
počiniti,33
izlečiti,33
prezivati,33
kuvati,32
pobuniti,32
krasti,32
udaljavati,32
zabiti,32
slivati,32
ponositi,32
isplatiti,32
zakoračiti,32
zavijati,32
nastajati,32
posedovati,32
navraćati,32
zaigrati,32
doterati,32
lišiti,32
odzvanjati,32
zavoleti,32
dosetiti,32
usuđivati,32
procediti,32
negovati,32
očistiti,32
nagoniti,32
umotati,32
uzdrhtati,32
zapažati,32
protiviti,32
prozboriti,31
usporiti,31
zbaciti,31
prošetati,31
spaliti,31
njihati,31
prelivati,31
savlađivati,31
saviti,31
kliziti,31
podsmevati,31
kvariti,31
razbijati,31
naneti,31
prevrnuti,31
pomerati,31
smirivati,31
gorjeti,31
mrzeti,31
klati,31
dovikivati,31
milovati,31
poterati,31
preskočiti,31
potvrđivati,31
stupati,31
zapovediti,31
zaštititi,31
sticati,31
navoditi,31
okupati,31
pričiniti,31
koštati,30
uspraviti,30
ukočiti,30
pohitati,30
pretpostaviti,30
utešiti,30
sejati,30
naumiti,30
pocrveneti,30
izdavati,30
zaputiti,30
proneti,30
izlagati,30
oduševiti,30
odabrati,30
likovati,30
spajati,30
naginjati,30
nagovoriti,30
raspoložiti,30
zakloniti,30
ošinuti,30
prirediti,30
propadati,30
srušiti,30
pogrešiti,30
odgurnuti,30
odbraniti,30
proširiti,30
poteći,30
zakleti,30
studirati,30
vredeti,30
pljesnuti,30
prepoznavati,30
popričati,30
oprati,29
zainteresovati,29
zujati,29
zažmuriti,29
potrajati,29
otkrivati,29
upućivati,29
drhteti,29
svući,29
kopati,29
derati,29
napredovati,29
zadesiti,29
priljubiti,29
potrošiti,29
odsesti,29
susresti,29
nagraditi,29
obarati,29
otpratiti,29
izbeći,29
preleteti,29
posaditi,29
skameniti,29
oduzimati,29
protezati,29
dirnuti,29
dozvati,29
preblediti,29
zveckati,28
izraditi,28
preuzeti,28
preporučivati,28
pogubiti,28
dotakati,28
mucati,28
grebati,28
potruditi,28
naslutiti,28
izreći,28
zaželjeti,28
našaliti,28
zapisivati,28
prodreti,28
prenuti,28
zastajati,28
poćutati,28
opravdati,28
sjediti,28
kolebati,28
otrovati,28
sjati,28
isprazniti,28
porušiti,28
uviđati,28
nagovarati,28
zasjati,28
izveštavati,28
predviđati,28
rukovoditi,27
lupetati,27
smišljati,27
stresti,27
premeštati,27
iznijeti,27
najuriti,27
iskopati,27
obazirati,27
vrisnuti,27
zaželeti,27
provući,27
pobrinuti,27
zamuckivati,27
zasuti,27
posavetovati,27
dotaći,27
postupati,27
iskupiti,27
navesti,27
odležati,27
pričinjavati,27
ujesti,27
otpustiti,27
lizati,26
prozvati,26
stisnuti,26
slaviti,26
hladiti,26
pomaljati,26
nastaniti,26
uporediti,26
treperiti,26
udaljivati,26
diviti,26
pući,26
sastavljati,26
iskrsnuti,26
zalepiti,26
naručiti,26
navaljivati,26
istaći,26
militi,26
šibati,26
protestovati,26
preskakati,26
predosećati,26
sprovesti,26
poklanjati,26
prisećati,26
pokajati,26
sakupljati,26
preturati,26
rasturiti,26
pojavisati,26
