base_verb,prefixed_verb,prefix,cos_global_own_fasttext,cos_prefix_own_fasttext,cos_global_own_word2vec_lemmas,cos_prefix_own_word2vec_lemmas,cos_global_own_fasttext_lemmas,cos_prefix_own_fasttext_lemmas,word2vec_minus_fasttext_global_cos,word2vec_minus_fasttext_prefix_cos,fasttext_lemmas_minus_fasttext_global_cos,fasttext_lemmas_minus_fasttext_prefix_cos,fasttext_lemmas_minus_word2vec_lemmas_global_cos,fasttext_lemmas_minus_word2vec_lemmas_prefix_cos
misliti,zamisliti,za,0.9280828237533568,0.9238404631614684,0.9375078678131104,0.915906012058258,0.9931824207305908,0.9880751967430116,0.009425044059753529,-0.00793445110321045,0.065099596977234,0.06423473358154319,0.05567455291748047,0.07216918468475364
misliti,promisliti,pro,0.9380455613136292,0.9283002614974976,0.9937931299209596,0.9661633968353271,0.9938687086105348,0.9839112758636476,0.05574756860733043,0.03786313533782959,0.05582314729690563,0.05561101436615001,7.557868957519531e-05,0.017747879028320424
dati,dodati,do,0.8313395977020264,0.8801406621932983,0.95097553730011,0.9495757222175598,0.9953292608261108,0.9928101301193236,0.11963593959808361,0.06943506002426147,0.16398966312408447,0.11266946792602528,0.044353723526000866,0.043234407901763805
dati,izdati,iz,0.8338847160339355,0.9032047390937804,0.9578860998153688,0.9543389081954956,0.9949017763137816,0.9891538619995116,0.12400138378143322,0.0511341691017152,0.16101706027984608,0.0859491229057312,0.037015676498412864,0.034814953804016
dati,predati,pre,0.8961939215660095,0.9339806437492372,0.9475657939910888,0.930612087249756,0.9583397507667542,0.9853157997131348,0.051371872425079235,-0.003368556499481201,0.06214582920074463,0.051335155963897594,0.010773956775665394,0.054703712463378795
dati,pridati,pri,0.861277163028717,0.9330626130104064,0.9775747060775756,0.9918370246887208,0.98323655128479,0.9956058263778688,0.11629754304885853,0.05877441167831443,0.121959388256073,0.06254321336746238,0.0056618452072144665,0.0037688016891479492
dati,prodati,pro,0.8152561783790588,0.7897788286209106,0.9616022109985352,0.9358213543891908,0.9774373769760132,0.9943050146102904,0.14634603261947632,0.14604252576828014,0.16218119859695435,0.20452618598937977,0.015835165977478027,0.05848366022109963
dati,udati,u,0.9110921621322632,0.9615699052810668,0.981368362903595,0.9804509282112122,0.9754757285118104,0.987484872341156,0.07027620077133179,0.018881022930145375,0.06438356637954723,0.025914967060089222,-0.005892634391784557,0.007033944129943848
dati,zadati,za,0.8112637996673584,0.8298153877258301,0.9925882816314696,0.9950387477874756,0.9826881885528564,0.9910051226615906,0.18132448196411122,0.1652233600616455,0.17142438888549805,0.1611897349357605,-0.00990009307861317,-0.00403362512588501
moći,domoći,do,0.7634749412536621,0.8555545806884766,0.9928528070449828,0.990543246269226,0.9660462141036988,0.9713608622550964,0.2293778657913207,0.1349886655807494,0.20257127285003673,0.11580628156661987,-0.026806592941283958,-0.019182384014129528
dati,uzdati,uz,0.942320704460144,0.9759864211082458,0.993722140789032,0.9907553195953368,0.9873106479644777,0.9940062761306764,0.05140143632888794,0.014768898487090953,0.04498994350433361,0.01801985502243053,-0.006411492824554332,0.0032509565353395775
nalaziti,pronalaziti,pro,0.8614732027053833,0.9054922461509703,0.9941790103912354,0.9934626817703248,0.9910802245140076,0.9931490421295166,0.13270580768585205,0.08797043561935447,0.12960702180862427,0.08765679597854625,-0.003098785877227783,-0.0003136396408082165
živeti,doživeti,do,0.8902450203895569,0.9454686045646667,0.9367759227752686,0.9456602334976196,0.9873610138893129,0.9826304316520692,0.04653090238571167,0.00019162893295288086,0.09711599349975597,0.037161827087402455,0.0505850911140443,0.036970198154449574
živeti,preživeti,pre,0.8694581985473633,0.8868642449378967,0.9536387324333192,0.939147174358368,0.9928967952728271,0.9864596724510192,0.08418053388595592,0.0522829294204713,0.12343859672546387,0.09959542751312245,0.039258062839507946,0.047312498092651145
živeti,proživeti,pro,0.9351269602775574,0.9571259021759032,0.9496169090270996,0.93217933177948,0.990336000919342,0.979620397090912,0.014489948749542236,-0.02494657039642323,0.05520904064178467,0.022494494915008767,0.04071909189224243,0.047441065311431996
stajati,nastajati,na,0.8592510223388672,0.923744797706604,0.992119550704956,0.990372121334076,0.9922147393226624,0.9874955415725708,0.13286852836608887,0.06662732362747203,0.13296371698379517,0.0637507438659668,9.518861770629883e-05,-0.002876579761505238
stajati,prestajati,pre,0.8952887654304504,0.9239999055862428,0.9836883544921876,0.9837545156478882,0.9929926991462708,0.9898120760917664,0.08839958906173717,0.0597546100616454,0.09770393371582031,0.06581217050552357,0.009304344654083141,0.006057560443878174
stajati,pristajati,pri,0.8617609143257141,0.9433760046958924,0.9340651631355286,0.9559803605079652,0.974573850631714,0.9833866357803344,0.07230424880981445,0.012604355812072754,0.11281293630599987,0.04001063108444192,0.040508687496185414,0.027406275272369163
stajati,ustajati,u,0.9522628784179688,0.9608758091926576,0.9902121424674988,0.9859572649002076,0.9904035329818726,0.9920051097869872,0.03794926404953003,0.02508145570755005,0.03814065456390381,0.031129300594329612,0.0001913905143737793,0.006047844886779563
stajati,zastajati,za,0.9282765984535216,0.9460819363594056,0.9920206665992736,0.9949376583099364,0.9924339652061462,0.9915638566017152,0.06374406814575195,0.048855721950530784,0.06415736675262462,0.04548192024230957,0.0004132986068726696,-0.0033738017082212135
nalaziti,snalaziti,s,0.8823476433753967,0.9340516328811646,0.9835727214813232,0.9979944229125975,0.9892507791519164,0.97935289144516,0.10122507810592651,0.063942790031433,0.10690313577651966,0.04530125856399547,0.005678057670593151,-0.018641531467437522
stajati,sastajati,sa,0.8467515707015991,0.8633105754852295,0.9912797808647156,0.9904602766036988,0.982671558856964,0.97989821434021,0.14452821016311646,0.12714970111846935,0.13591998815536488,0.11658763885498047,-0.008608222007751576,-0.01056206226348888
čuti,pročuti,pro,0.9167949557304382,0.9075837731361388,0.989293098449707,0.9907197952270508,0.9730806350708008,0.9953423142433168,0.0724981427192688,0.08313602209091198,0.05628567934036255,0.08775854110717796,-0.01621246337890625,0.00462251901626598
čuti,začuti,za,0.8789165616035461,0.8792428970336914,0.8606479167938232,0.8790618181228638,0.9738391637802124,0.97503662109375,-0.0182686448097229,-0.00018107891082763672,0.09492260217666626,0.0957937240600586,0.11319124698638916,0.09597480297088623
