verb,dim_001,dim_002,dim_003,dim_004,dim_005,dim_006,dim_007,dim_008,dim_009,dim_010,dim_011,dim_012,dim_013,dim_014,dim_015,dim_016,dim_017,dim_018,dim_019,dim_020,dim_021,dim_022,dim_023,dim_024,dim_025,dim_026,dim_027,dim_028,dim_029,dim_030,dim_031,dim_032,dim_033,dim_034,dim_035,dim_036,dim_037,dim_038,dim_039,dim_040,dim_041,dim_042,dim_043,dim_044,dim_045,dim_046,dim_047,dim_048,dim_049,dim_050
nagađati,0.72983706,-0.067217894,0.082777396,-0.13026862,0.07688308,0.44801208,-0.45933712,0.06890335,-0.10835537,0.043703984,0.012989711,-0.034914296,0.016691457,0.015932914,-0.011051854,-0.0013597741,-0.0020604138,0.007180711,0.01735954,0.0005971986,-0.01261479,-0.0016488606,0.002359197,0.00836298,0.00014037189,0.00031665582,-0.00095337955,-0.0067132115,-0.004187672,-0.0011457704,0.0014107426,0.0036433467,0.00096015795,0.0065626223,0.0042790407,0.001817096,-0.005799351,-0.000427749,-0.0006837205,-0.005984994,0.0038533858,-0.007186812,-0.004851763,0.00022108776,0.003387727,-0.0014170827,0.00080186443,-0.0017484298,-0.0034762921,0.0028700565
naglasiti,0.7303066,-0.0668913,0.08290124,-0.13005224,0.07393234,0.45341167,-0.45331252,0.07294334,-0.10801329,0.039633337,0.026381852,-0.03130486,0.010944907,0.01503435,0.0019249677,-0.006378342,-0.0007336564,0.0030485333,0.007784563,0.0010912389,-0.018378403,-0.0020645834,0.0037698764,0.011115886,-0.0006201849,0.0012974225,-0.0012067006,-0.009370342,-0.006221163,-0.0050451863,0.0036957571,0.008712289,0.004797289,0.009098196,0.0040392787,0.0015486733,-0.0069684377,0.00025302178,-0.00028990224,-0.0062651234,0.007127129,-0.008103909,-0.0053837434,-0.000414121,0.0036353902,-0.00082739344,0.00032365214,-0.0022687558,-0.0069071013,0.0022340026
nagledati,0.6019447,-0.055576902,0.06835456,-0.10656655,0.06020542,0.3682881,-0.3713909,0.055602513,-0.09194505,0.0322142,0.0220225,-0.017824959,0.014537218,0.014268086,0.0012560675,-0.0007573146,0.0007838843,0.0001885596,-0.0051318593,0.0012645938,-0.022888293,-0.003048043,0.004249214,0.01279688,-0.0016716416,0.0011172377,-0.0002595094,-0.00030824615,0.093208544,0.384286,0.013650748,-0.08573612,-0.19378701,0.008732919,-0.0772203,-0.33186567,-0.013364385,0.006077062,0.009634092,-0.0037007723,-0.08290939,0.008442624,0.00059615687,0.0025083998,0.005487203,0.008868541,0.00310265,-0.0036713975,-0.001727636,0.04201557
nagoditi,0.73019946,-0.06726823,0.08404547,-0.12549458,0.07324269,0.45125666,-0.45799252,0.06840819,-0.10658972,0.041970532,0.01174952,-0.02510821,0.020834254,0.019084906,-0.012771671,-0.001543556,-0.0022657383,0.007600354,0.01857677,0.00049257564,-0.013985946,-0.0017029309,0.0027596124,0.009247576,6.4318105e-05,0.0002690397,-0.0011850359,-0.0071448265,-0.0051415726,-0.001721868,0.0013945741,0.005033613,0.0012855561,0.008413005,0.0046977145,0.0016264094,-0.0072912974,-0.00015752479,0.00038400074,-0.0076564797,0.005441016,-0.009171585,-0.0040518795,0.0011953722,0.0033642626,-0.0010322237,0.00048264136,-0.0019989458,-0.003683282,0.0014489437
nagomilati,0.7290264,-0.06710785,0.08192714,-0.12851532,0.0732664,0.4509227,-0.4588124,0.06890186,-0.10955183,0.046342634,0.020957783,-0.030826662,0.015584848,0.014344551,-0.010225767,-0.0012479377,-0.0015093478,0.006590282,0.015992876,0.0005207138,-0.0113249,-0.0013727789,0.0020605952,0.007182366,0.0001356132,0.0003112954,-0.00035416984,-0.0057537057,-0.003457843,-0.0012413942,0.0010700029,0.003499572,0.0013912381,0.0051564,0.002989206,0.0015290967,-0.0042552142,-0.0003072195,-0.00024817145,-0.0043152403,0.0044708974,-0.006339742,-0.003707757,-0.00023253584,0.0027238922,-0.0005102493,0.0013355173,-0.0038465324,-0.0036452634,0.0019439706
nagoniti,0.729849,-0.06722018,0.082878724,-0.13049695,0.07704146,0.4488511,-0.45611754,0.07395117,-0.11279025,0.047733016,0.02159603,-0.031813446,0.0159908,0.015045923,-0.010629121,-0.0012492134,-0.0017600042,0.0069473735,0.016967462,0.00051679934,-0.012346908,-0.0016324832,0.0022825038,0.00808208,3.0714258e-05,0.00029368704,-0.0005106558,-0.006615767,-0.0041945786,-0.001477584,0.0012436126,0.0044700005,0.0017964775,0.0067011537,0.0035352055,0.0024200222,-0.005465571,-0.00055246457,-0.00094252056,-0.0047769537,0.0042125797,-0.006967963,-0.004760318,-0.0009780888,0.003439839,-0.0007528886,0.0015493855,-0.0027723974,-0.0045675472,0.0030740509
nagovoriti,0.7310513,-0.067401,0.085092075,-0.12709148,0.07405251,0.45437515,-0.45017165,0.06693067,-0.10627392,0.049882606,0.013656983,-0.02783777,0.022730796,0.020553425,-0.013918642,-0.0017996413,-0.002398427,0.00868655,0.021173097,0.0009805327,-0.016988177,-0.001934524,0.0032642048,0.01172563,-0.00027379792,0.0001398944,-0.0017850595,-0.009466067,-0.007574679,-0.002217806,0.0024532129,0.0084057795,0.0028816708,0.014982047,0.0075018676,0.0011294566,-0.011756286,0.00032397528,0.0030485834,-0.012651916,0.008923845,-0.018905599,-0.009650243,0.0029046983,0.0072229686,0.00026087335,-0.005136675,0.0063591683,-0.0143523775,-0.0029859107
nagraditi,0.7259454,-0.06694672,0.08491218,-0.12746371,0.06899199,0.44758147,-0.45175913,0.061916128,-0.10696931,0.03632438,0.018003026,-0.03576833,0.013819438,0.014301273,0.0018691943,-0.0010174842,0.00040274503,0.0013367315,-0.0025972356,0.0013757356,-0.025339207,-0.003193888,0.0049130446,0.015295807,-0.0012988783,0.0009866487,-0.000927338,-0.014053302,-0.010601646,-0.011105763,0.009296449,0.015814906,0.009108959,0.016561355,0.008420498,-0.0013766192,-0.014998933,-0.0013401418,0.001511463,-0.018642368,0.020091532,-0.021197494,-0.016470157,0.0021142233,0.0042696814,-0.0065512154,-0.021944476,0.02294244,-0.025678316,-0.1083131
nagrnuti,0.7290264,-0.06710785,0.08192714,-0.12851532,0.0732664,0.4509227,-0.4588124,0.06890186,-0.10955183,0.046342634,0.020957783,-0.030826662,0.015584848,0.014344551,-0.010225767,-0.0012479377,-0.0015093478,0.006590282,0.015992876,0.0005207138,-0.0113249,-0.0013727789,0.0020605952,0.007182366,0.0001356132,0.0003112954,-0.00035416984,-0.0057537057,-0.003457843,-0.0012413942,0.0010700029,0.003499572,0.0013912381,0.0051564,0.002989206,0.0015290967,-0.0042552142,-0.0003072195,-0.00024817145,-0.0043152403,0.0044708974,-0.006339742,-0.003707757,-0.00023253584,0.0027238922,-0.0005102493,0.0013355173,-0.0038465324,-0.0036452634,0.0019439706
nahoditi,0.7294642,-0.0671646,0.08350533,-0.12478369,0.07293981,0.4502787,-0.4592893,0.06906158,-0.10999714,0.046591952,0.02109864,-0.031073447,0.015709074,0.014493462,-0.010323548,-0.0013481483,-0.0016334432,0.0067025064,0.016246011,0.0004164878,-0.011616086,-0.0013840218,0.0022391493,0.007372105,9.4726005e-05,0.00026442733,-0.00045869045,-0.006089655,-0.0036392862,-0.0013022652,0.0008090532,0.004022285,0.0014872741,0.005757209,0.0028842418,0.0016320631,-0.0045587337,-0.0006188945,-0.00033031678,-0.0045696744,0.004772959,-0.006853338,-0.0037848726,-0.00024834386,0.002948653,-0.00029017957,0.0012185163,-0.0036415153,-0.0041098935,0.0018110414
nahraniti,0.72968495,-0.06720617,0.08275616,-0.13049342,0.069251746,0.44909132,-0.45935512,0.06903119,-0.10963851,0.046254463,0.02088279,-0.03046319,0.015076915,0.014043384,-0.009896229,-0.0015072536,0.0013333209,-0.00013088301,-0.004223903,0.0009958318,-0.018025855,-0.0022697498,0.002930211,0.010067864,-0.0005260486,0.00038908824,-0.0002658771,-0.008084357,-0.0047805593,-0.0043100677,0.003343374,0.0065262527,0.0038554852,0.006091879,0.0030516728,0.00027406702,-0.0047129635,-0.0006328825,-0.00017530807,-0.004719246,0.0071202777,-0.0062267375,-0.0039777085,-0.0008853389,0.0017785324,-0.0014512577,0.0012102106,-0.0040639425,-0.0028734948,0.0003734039
naići,0.7304554,-0.06646816,0.08312002,-0.13049525,0.07515368,0.45136076,-0.4557548,0.06448418,-0.10925808,0.044579487,0.019587262,-0.025480513,0.007378399,0.00031961035,-0.002638524,-0.00052598293,-0.0052794744,0.0016932442,0.017027916,-0.0033855028,0.008593845,-0.0009880872,0.0041240775,0.0073164967,-0.009717075,0.00096808287,-0.0020038455,-0.009089488,-0.009445068,-0.00022423505,-3.8754737e-05,0.0057575083,0.00072397414,0.0119301565,0.009866686,0.0031214168,-0.009818125,-0.001175574,0.0009408819,-0.010868702,0.0076126447,-0.020132976,-0.002032008,0.002581197,0.0042329733,0.0044100066,0.004323358,-0.0046541854,-0.0034092958,-0.0014577335
najavati,0.7294157,-0.0671609,0.08222366,-0.12896939,0.073470764,0.45160326,-0.45783925,0.06831473,-0.103670046,0.051886275,0.0222441,-0.03220726,0.016369052,0.014770194,-0.010583114,-0.0012745942,-0.0017046183,0.006679743,0.016856974,0.00075587706,-0.012052217,-0.0013798688,0.0021647462,0.0078053195,0.00010623486,0.00025124807,-0.00043577826,-0.006233066,-0.003560486,-0.0009657275,0.0011445811,0.003906915,0.0017723156,0.0058179516,0.0034730134,0.00072638947,-0.0039866404,-0.00021074129,0.0006050487,-0.004519803,0.0048790714,-0.0075012264,-0.0042542657,-0.00029582033,0.003191611,-0.00035872447,0.0011090153,-0.003262735,-0.005227323,0.0011280678
najaviti,0.7305672,-0.067355916,0.083820485,-0.13186911,0.07766155,0.4500723,-0.45440227,0.062046763,-0.10354933,0.0486175,0.013051158,-0.02663884,0.022046167,0.01980809,-0.013257232,-0.0015316057,-0.0005401903,0.0066766106,0.016754217,-3.0341e-05,0.01698345,0.0027011402,0.00714118,0.029627146,-0.0004642123,-4.6099387e-05,-0.00043657195,-0.012692211,-0.0070139715,-0.0039693094,0.0034766968,0.0063196113,0.002712065,0.010755152,0.0064287293,-0.0024733979,-0.008885703,-0.00037413908,0.002936275,-0.008234371,0.0017251442,-0.030752454,-0.004337116,0.0013419895,0.0038682586,-0.013273425,-0.0011856987,0.0023366425,-0.006868923,-0.00033931548
nakašljati,0.72947526,-0.06717233,0.078562796,-0.12762254,0.07309422,0.45054027,-0.45913815,0.06901943,-0.109885745,0.046526346,0.021050163,-0.031024594,0.015696786,0.014442336,-0.010304205,-0.0012618366,-0.0015380604,0.006630956,0.016249813,0.0005638546,-0.011601474,-0.0013932026,0.0020931412,0.007359916,0.000113888746,0.00029851974,-0.00036310594,-0.0059762904,-0.0036800287,-0.0013811855,0.0011521812,0.0037031525,0.0014877057,0.005484554,0.003212448,0.0014637985,-0.0041291732,-0.00036439495,-0.0002877906,-0.0046480824,0.004638869,-0.0067587527,-0.003940227,-0.00023783321,0.0030001097,-0.00032805072,0.0013230372,-0.0037168348,-0.004256874,0.0019320628
nakloniti,0.7309787,-0.06737806,0.08122085,-0.1259393,0.07661986,0.4473793,-0.4592959,0.06868078,-0.10391805,0.052044276,0.022050558,-0.030182766,0.009078815,0.0072592124,-0.016872998,-0.0015163906,-0.002515284,0.007757559,0.019956835,0.00025216228,-0.0149187,-0.00265485,0.0022087442,0.010286143,-0.00014175236,4.8296024e-05,-0.0004900913,-0.009425424,-0.006000146,-0.000540154,0.0005491271,0.0060207546,0.001810294,0.008154476,0.0050900895,0.00093172217,-0.0069643687,-0.0010103808,0.0004866899,-0.009388046,0.0049416674,-0.015287867,-0.0052752895,0.001370824,0.0055380776,-0.001407697,0.0026032543,0.00022293329,-0.011248364,-0.0014003328
nakriviti,0.72940767,-0.06715838,0.082203366,-0.12893005,0.07343846,0.45149088,-0.4580439,0.06850631,-0.10700561,0.04002709,0.026533505,-0.033388305,0.016196957,0.015402664,-0.01074762,-0.0011567733,-0.002098551,0.0070567187,0.016875476,0.00061655306,-0.012053677,-0.0014598517,0.0025065192,0.007697168,-2.6103226e-06,0.00074081216,-2.7357997e-05,-0.006732471,-0.0035410332,-0.0018844118,0.0018210345,0.004112502,0.0019180272,0.0051369974,0.0030384834,0.0018047289,-0.0040300256,-0.00024984987,-0.0007569586,-0.004342203,0.0041952855,-0.0064180167,-0.004641506,-0.0003287084,0.0033386748,-0.0002168788,0.0009568174,-0.0030037435,-0.005503252,0.0026476232
nakupiti,0.7309272,-0.06695104,0.07992759,-0.13027178,0.07715367,0.44851983,-0.45785528,0.06812756,-0.10123084,0.04733609,0.025071476,-0.030927379,0.0118255885,0.0037396848,-0.01633612,-0.0033131917,0.0005810101,0.0001302369,-0.0029774702,0.0007073872,-0.022739025,-0.004233581,0.003915557,0.013593287,-0.0011249994,0.0009425863,-0.0009901111,-0.012662083,-0.007209001,-0.0055305706,0.0050798543,0.010713298,0.005971788,0.008345106,0.0046378467,-0.0008847102,-0.0062064542,-0.0019331294,0.00022912768,-0.009072319,0.009364293,-0.015482794,-0.0060387086,0.0015950655,0.004431797,-0.004374635,0.0029886565,-3.1392742e-06,-0.013331354,-0.0052553653
nalagati,0.7225152,-0.06556504,0.08052175,-0.124654055,0.07432423,0.4452822,-0.44974586,0.06160933,-0.104095556,0.050834313,0.020952292,-0.019820578,0.013745307,0.013102494,-0.008691152,0.001829329,-0.003292659,0.0101567805,0.02195406,0.011346735,-0.01676628,-0.0075515048,0.0054820296,0.011521448,0.00089324376,-0.0010275055,0.0011850778,-0.010500386,-0.009914184,-0.006159138,0.010864266,0.0068645664,-0.0017656325,0.014745785,0.01708364,0.00052395865,-0.018293023,0.02716185,0.0075471,-0.022984901,0.018824851,0.006663405,0.010864458,0.0036202176,0.0090429615,-0.02141137,0.07295057,-0.034281082,0.00435195,-0.12527885
nalaziti,0.4472754,0.76779103,0.03749981,-0.066390894,0.03298172,0.2321639,-0.23094265,0.032836862,-0.061871387,0.03183154,0.005099376,-0.011744328,-0.016543021,0.047819287,-0.012299838,0.104707,-0.1488309,-0.14099903,0.035167467,-0.043167837,-0.0063565033,-0.014651902,0.0058711073,0.005266798,0.0002053994,0.00055522943,0.04103565,-0.0053049247,-0.012968418,-0.004729833,0.078333914,-0.06983597,0.020951746,-0.061930064,0.085135944,-0.015814153,-0.0010714779,-0.008224927,0.032745894,-0.056211803,0.0077788816,-0.020086244,-0.0071056527,0.0022017402,0.005540165,0.00055912696,-0.009651717,0.018289816,-0.024617074,-0.022894602
naleteti,0.6012465,-0.05549215,0.07124889,-0.10733176,0.060355064,0.36851877,-0.37084424,0.055429973,-0.09156977,0.03463591,0.008561981,-0.01675846,0.008327209,0.007292312,-0.0048520863,-0.0007962302,-0.00244852,0.008237096,0.01921568,0.00014046769,-0.009263953,-0.002016783,-0.0056231506,-0.013956964,0.04595518,0.00094356,-0.003118466,-0.027378198,-0.020563962,-0.014512871,0.0036232097,0.02811719,0.010570274,0.054485794,0.041765314,-0.052660167,0.56023914,0.01183005,-0.007865173,0.02949035,0.0053237183,0.02363673,0.011712301,-0.0034503345,0.002946074,0.0035861938,0.0135324355,-0.012124654,-0.00059592945,0.00065129757
naleti,0.73027354,-0.067279786,0.08351408,-0.13221043,0.072901055,0.44653818,-0.45858702,0.06401614,-0.11454692,0.04832269,0.021875309,-0.032347463,0.016302858,0.015185497,-0.010812052,-0.0014117572,-0.0014986538,0.0075123985,0.017417653,0.00074671366,-0.012942112,-0.0016171177,0.0022451081,0.008466049,4.6113248e-05,0.00028215372,-0.00040425741,-0.006609828,-0.0047896863,-0.0020546617,0.0019373081,0.004491144,0.0021056212,0.007020412,0.0042294455,0.0017089436,-0.0061600157,-0.00075633824,-0.0005573605,-0.005345492,0.004988774,-0.0084784785,-0.005842666,-0.0018513012,0.0026482164,-0.00067012967,0.000720263,-0.002915494,-0.0036266928,0.0014469929
naletiti,0.73089767,-0.06736944,0.08503855,-0.12773608,0.06929771,0.45014203,-0.45661965,0.063149326,-0.11173086,0.04557276,0.019993436,-0.019231074,0.012870427,0.0103131505,-0.018528162,-0.0017378234,-0.0021281294,0.0087062195,0.020722518,0.00015579615,-0.016120894,-0.002747952,0.0023781133,0.010890868,-0.0002228666,0.00013702591,-0.00051349757,-0.009092853,-0.00759384,-0.0023146984,0.0015205367,0.0068400432,0.0020106542,0.009490369,0.0053106938,0.0017361485,-0.010800456,-0.00014308587,0.0010277419,-0.011203633,0.0069657792,-0.015792489,-0.0042947605,0.0017326741,0.0021943874,-0.0010147578,0.0011380638,-0.0025763218,-0.004828428,-0.0035168256
nalikovati,0.73019195,-0.06685493,0.082766846,-0.12973207,0.07373559,0.4523651,-0.45670772,0.06790743,-0.10476742,0.040489443,0.010731095,-0.022151599,0.016823718,0.016776621,2.2538576e-05,0.001592013,0.005567767,0.004663359,0.020257492,-0.0024168491,0.0018045243,-2.6980724e-05,0.0063443896,0.019333526,-0.00012891303,0.00084819284,-0.0020754423,-0.009288891,-0.006742906,-0.0030262892,0.0014684899,0.006080925,0.0028339715,0.009216244,0.00522665,-0.00021754988,-0.008667892,0.00016047282,0.0018148766,-0.008454201,0.004253289,-0.014301602,-0.003125328,0.0015570015,0.002432811,-0.0043934355,0.0006193124,-0.0028118787,-0.0023976997,0.0009170054
naliti,0.730834,-0.06738799,0.08161296,-0.1269024,0.06918044,0.45021123,-0.45335275,0.06848296,-0.116571486,0.048950344,0.022107568,-0.032575652,0.016378896,0.01505633,-0.010747065,-0.0014572075,0.00021593746,0.0059457812,0.014453439,-0.00053115434,0.0191655,0.0030298133,0.0069163456,0.027443066,-0.00062093185,-1.9061512e-05,8.093783e-05,-0.012812389,-0.0062505794,-0.004734154,0.001954972,0.006786265,0.002947801,0.009267788,0.0023768074,-0.00036509745,-0.006738591,-0.0016502179,-0.00074398884,-0.005272551,0.001736126,-0.02369583,-0.005036673,-0.002111363,0.0027642786,-0.0069383313,-0.0019393458,-0.00049791916,-0.012832027,0.006321196
naljutiti,0.72935736,-0.067155756,0.082153745,-0.12883258,0.073387824,0.45128968,-0.4583061,0.068670884,-0.1085893,0.045459133,0.020339714,-0.028631227,0.012498136,0.011955041,0.0017565088,-0.0005019043,-0.001837243,0.007296054,0.017872946,0.0005010045,-0.012917935,-0.0016353406,0.0023911614,0.008278415,6.853565e-05,0.0002970256,-0.00044783766,-0.006112074,-0.0046704393,-0.0019530045,0.001489329,0.004605269,0.001976265,0.006756142,0.004018923,0.0012642124,-0.0057800137,-0.00020758015,0.00059568376,-0.0056843655,0.0053016474,-0.007669704,-0.0036527887,-0.00019154076,0.0026431116,-0.00065875874,0.0011364049,-0.0039062386,-0.0034640213,0.0013914595
naložiti,0.604568,-0.05559008,0.06780257,-0.10506592,0.0638249,0.3710499,-0.37613082,0.05138361,-0.08661161,0.04217556,0.01730047,-0.0153651945,0.009668979,0.007551018,-0.010951578,-0.0006041957,-0.00083286606,0.0062359525,0.016115773,-0.00013075552,0.015612358,0.0019086098,0.00458882,0.029604536,0.00034543517,-0.0007102124,0.0029680463,-0.016117524,-0.010691026,-0.008854073,0.009390195,0.010650915,-0.0028034868,0.017795114,0.01440122,-0.0048459577,-0.028014788,0.049790684,0.022044145,-0.06539662,0.07976215,0.52436286,-0.14328556,-0.0114027485,-0.0032143407,0.03982482,-0.06909255,0.019547645,-0.0060869534,0.018977819
namamiti,0.72942966,-0.06716312,0.082280785,-0.12909769,0.07355216,0.45205846,-0.45642346,0.06347915,-0.1129051,0.047442976,0.021432498,-0.03161653,0.015988832,0.014637093,-0.0105103245,-0.0014159858,-0.0012773186,0.007147592,0.016525008,0.0007071541,-0.012036264,-0.0014013149,0.0020813432,0.007656708,3.7174083e-05,0.00028863983,-0.00033480016,-0.005806743,-0.003934875,-0.0015358892,0.0014545048,0.0037407782,0.0016582569,0.005740689,0.0032118368,0.0015569091,-0.00480252,-0.00034897376,-0.00013901749,-0.0043512112,0.0048751077,-0.007259259,-0.0043134857,-0.0002546388,0.0026407589,-0.00031581154,0.0007544064,-0.0039065587,-0.0034282876,0.0015244635
namazati,0.7294528,-0.06716773,0.08256912,-0.1302363,0.06919705,0.4488957,-0.4597769,0.069193415,-0.11025652,0.046740096,0.021154275,-0.031164376,0.015748482,0.014549272,-0.010365876,-0.001249354,-0.0015713999,0.006730947,0.01640682,0.00052601116,-0.011706931,-0.0014226079,0.002145114,0.007445573,0.00014661034,0.00032422418,-0.00042764167,-0.006215252,-0.0038109343,-0.0014981119,0.001223863,0.0037863334,0.0015147659,0.0056240098,0.0033038184,0.0013674502,-0.004736876,-0.00030755627,-0.0002114642,-0.0049280473,0.004647346,-0.0064104525,-0.004248626,-0.000770457,0.0025064067,-0.000399789,0.0011227471,-0.0034588662,-0.003969786,0.001787109
nameriti,0.73062766,-0.067333676,0.07969876,-0.12992604,0.07702567,0.4486307,-0.45730576,0.06347573,-0.11283733,0.046593457,0.020721853,-0.022290545,0.020461505,0.018443633,-0.01254019,-0.0014933281,-0.0016951042,0.007907521,0.018655524,0.0008235013,-0.0143839475,-0.0017919812,0.002462719,0.009575093,-2.2075099e-05,0.00023493827,-0.00038065654,-0.0066014803,-0.005871626,-0.0027296462,0.0024840983,0.005714887,0.0027233989,0.008764213,0.00537061,0.0018683078,-0.007262838,-0.0005661196,0.00015648948,-0.006556033,0.006327701,-0.011884861,-0.005124405,-0.0012342146,0.003346089,-0.0010045699,0.0015365424,-0.0038339314,-0.003376101,0.00012908151
nametati,0.7254681,-0.06685258,0.08259864,-0.13017182,0.068931706,0.44661045,-0.45553845,0.068240985,-0.10759574,0.04480646,0.01997004,-0.02768878,0.011718754,0.011287893,0.0029609622,-0.00041034888,-0.0011998692,0.005969334,0.0137682455,0.00033209534,-0.00034043865,0.00023719773,-0.0038899088,-0.02348162,-0.02654684,0.00055301044,-0.00049218343,-0.0034870834,0.016693644,0.03975491,-0.005045914,-0.007176169,-0.007438532,0.008583947,0.020950185,0.058713637,0.0014581056,-0.0027162528,-0.0031582292,-0.0023421887,0.053904608,-0.00830325,-0.0029374314,-0.0015060833,-0.0034695633,-0.013877925,-0.00097846,-0.005195731,-0.0011765864,-0.05783334
namirisati,0.72947526,-0.06717233,0.078562796,-0.12762254,0.07309422,0.45054027,-0.45913815,0.06901943,-0.109885745,0.046526346,0.021050163,-0.031024594,0.015696786,0.014442336,-0.010304205,-0.0012618366,-0.0015380604,0.006630956,0.016249813,0.0005638546,-0.011601474,-0.0013932026,0.0020931412,0.007359916,0.000113888746,0.00029851974,-0.00036310594,-0.0059762904,-0.0036800287,-0.0013811855,0.0011521812,0.0037031525,0.0014877057,0.005484554,0.003212448,0.0014637985,-0.0041291732,-0.00036439495,-0.0002877906,-0.0046480824,0.004638869,-0.0067587527,-0.003940227,-0.00023783321,0.0030001097,-0.00032805072,0.0013230372,-0.0037168348,-0.004256874,0.0019320628
namiriti,0.7302109,-0.06731978,0.08510099,-0.127512,0.07711089,0.448524,-0.45546934,0.062612765,-0.106382385,0.052633762,0.022213243,-0.030201018,0.008860128,0.006939736,-0.016844083,-0.0016701395,-0.001777035,0.007403235,0.017350277,0.0002766593,-0.004506169,-0.0010062713,-0.004164606,-0.022062598,-0.031186974,0.0002318873,-0.00034339537,-0.015712708,-0.017474324,0.0005947612,-0.0018973274,0.005733122,-0.0018082828,0.023573168,0.020197744,-0.0028850457,-0.010216303,-0.0026967127,0.0035556962,-0.01183782,0.0023660478,-0.017977478,-0.0071241683,0.00193053,0.0032305026,-0.010511187,-0.0008977448,0.0020065669,-0.012600887,-0.0024733613
namjeriti,0.7290264,-0.06710785,0.08192714,-0.12851532,0.0732664,0.4509227,-0.4588124,0.06890186,-0.10955183,0.046342634,0.020957783,-0.030826662,0.015584848,0.014344551,-0.010225767,-0.0012479377,-0.0015093478,0.006590282,0.015992876,0.0005207138,-0.0113249,-0.0013727789,0.0020605952,0.007182366,0.0001356132,0.0003112954,-0.00035416984,-0.0057537057,-0.003457843,-0.0012413942,0.0010700029,0.003499572,0.0013912381,0.0051564,0.002989206,0.0015290967,-0.0042552142,-0.0003072195,-0.00024817145,-0.0043152403,0.0044708974,-0.006339742,-0.003707757,-0.00023253584,0.0027238922,-0.0005102493,0.0013355173,-0.0038465324,-0.0036452634,0.0019439706
namrštiti,0.7290264,-0.06710785,0.08192714,-0.12851532,0.0732664,0.4509227,-0.4588124,0.06890186,-0.10955183,0.046342634,0.020957783,-0.030826662,0.015584848,0.014344551,-0.010225767,-0.0012479377,-0.0015093478,0.006590282,0.015992876,0.0005207138,-0.0113249,-0.0013727789,0.0020605952,0.007182366,0.0001356132,0.0003112954,-0.00035416984,-0.0057537057,-0.003457843,-0.0012413942,0.0010700029,0.003499572,0.0013912381,0.0051564,0.002989206,0.0015290967,-0.0042552142,-0.0003072195,-0.00024817145,-0.0043152403,0.0044708974,-0.006339742,-0.003707757,-0.00023253584,0.0027238922,-0.0005102493,0.0013355173,-0.0038465324,-0.0036452634,0.0019439706
namučiti,0.72942966,-0.06716312,0.082280785,-0.12909769,0.07355216,0.45205846,-0.45642346,0.06347915,-0.112905115,0.047442976,0.021432498,-0.031616535,0.015988832,0.014637093,-0.0105103245,-0.0014159858,-0.0012773186,0.007147593,0.016525008,0.00070715416,-0.012036264,-0.0014013149,0.0020813432,0.007656708,3.7174064e-05,0.00028863983,-0.00033480016,-0.005806743,-0.003934875,-0.0015358892,0.0014545049,0.0037407782,0.0016582571,0.005740689,0.0032118368,0.0015569091,-0.0048025204,-0.00034897382,-0.00013901746,-0.0043512112,0.004875108,-0.007259259,-0.004313486,-0.0002546388,0.0026407589,-0.0003158115,0.0007544062,-0.0039065587,-0.0034282876,0.0015244635
nanizati,0.7290263,-0.06710785,0.081927136,-0.1285153,0.0732664,0.45092267,-0.4588124,0.06890185,-0.109551825,0.046342637,0.020957781,-0.03082666,0.015584848,0.01434455,-0.010225766,-0.0012479377,-0.0015093477,0.0065902816,0.015992874,0.0005207138,-0.011324901,-0.001372779,0.0020605952,0.0071823657,0.0001356132,0.00031129536,-0.0003541698,-0.0057537053,-0.003457843,-0.0012413942,0.0010700029,0.0034995717,0.001391238,0.0051563997,0.0029892058,0.0015290966,-0.0042552142,-0.00030721948,-0.00024817145,-0.00431524,0.0044708974,-0.0063397414,-0.003707757,-0.00023253582,0.0027238922,-0.00051024935,0.0013355172,-0.0038465324,-0.0036452634,0.0019439706
nanjušiti,0.7290264,-0.06710785,0.08192714,-0.12851532,0.0732664,0.4509227,-0.4588124,0.06890186,-0.10955183,0.046342634,0.020957783,-0.030826662,0.015584848,0.014344551,-0.010225767,-0.0012479377,-0.0015093478,0.006590282,0.015992876,0.0005207138,-0.0113249,-0.0013727789,0.0020605952,0.007182366,0.0001356132,0.0003112954,-0.00035416984,-0.0057537057,-0.003457843,-0.0012413942,0.0010700029,0.003499572,0.0013912381,0.0051564,0.002989206,0.0015290967,-0.0042552142,-0.0003072195,-0.00024817145,-0.0043152403,0.0044708974,-0.006339742,-0.003707757,-0.00023253584,0.0027238922,-0.0005102493,0.0013355173,-0.0038465324,-0.0036452634,0.0019439706
nanositi,0.6024571,-0.055408414,0.06866235,-0.10702894,0.060399264,0.3688625,-0.37063202,0.055205867,-0.08919367,0.03675591,0.008656929,-0.016700804,0.007921083,0.0074146623,-0.0046552,3.060747e-05,-0.0026208935,0.0086576855,0.018412504,0.00042175906,-0.0036065169,-0.0016626277,-0.00881513,-0.0358542,-0.049983222,0.00052242784,0.02198782,-0.01704114,0.48152676,-0.1762578,-0.047021464,0.021933211,0.16411996,-0.07769637,-0.025110072,-0.13435505,-0.0028909654,0.045720045,-0.00026197793,0.008269955,-0.04751371,0.005421532,-0.0021977024,-0.0013254385,0.0048440173,0.008676607,0.0042543146,-0.0059804614,-0.0016105843,0.030221092
