verb,dim_001,dim_002,dim_003,dim_004,dim_005,dim_006,dim_007,dim_008,dim_009,dim_010,dim_011,dim_012,dim_013,dim_014,dim_015,dim_016,dim_017,dim_018,dim_019,dim_020,dim_021,dim_022,dim_023,dim_024,dim_025,dim_026,dim_027,dim_028,dim_029,dim_030,dim_031,dim_032,dim_033,dim_034,dim_035,dim_036,dim_037,dim_038,dim_039,dim_040,dim_041,dim_042,dim_043,dim_044,dim_045,dim_046,dim_047,dim_048,dim_049,dim_050
nabrojati,-0.72825956,-0.07661066,0.08174095,0.13057083,0.06208354,0.43882552,0.46800163,-0.06512781,0.12080389,0.051915962,0.00986758,-0.0062070354,-0.031803653,0.01779102,0.013936236,-0.00014323906,-0.0017986746,0.0012583076,-0.019339614,-0.0009031026,-0.00010758578,-0.00083880813,-0.012621868,-0.00021130104,0.010066587,0.0023284932,0.0009661169,-0.009901188,0.0034186237,0.00096193014,0.0031135452,0.0007127671,-0.0065597664,-0.0057634152,-0.003324111,-0.007966689,-0.0039300853,0.008952996,0.0014269219,0.0020347978,-0.0091754235,-0.0058308085,0.010055151,-0.00062912394,-0.0018330147,-0.0037941234,-0.010967379,0.0030896917,0.0029540877,0.0023218573
nabujati,-0.7273086,-0.0764724,0.08051399,0.12770116,0.06687599,0.43999624,0.46982414,-0.07164284,0.115729176,0.049919162,0.009482308,-0.006008589,-0.03042421,0.016978493,0.01328877,-0.00015679178,-0.0016859763,0.001171272,-0.017932821,-0.0008450734,-7.7402234e-05,-0.0007481491,-0.011330985,-0.00018989557,0.009165922,0.002179736,0.00084881345,-0.00800205,0.0032790115,0.0011613102,0.0027522857,0.000490465,-0.0049616685,-0.0052254726,-0.002700164,-0.0060107256,-0.0036773817,0.0064152097,0.00086419133,-0.00023409115,-0.0076053343,-0.004782038,0.009387795,-0.0009794997,-7.6356e-05,-0.004581699,-0.0073341094,0.0019582682,0.003670326,0.002023741
nacrtati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nadati,-0.6012228,-0.062152725,0.0662561,0.107004695,0.05488134,0.35880387,0.38161483,-0.05643131,0.09379589,0.04467388,0.016604807,-0.005212234,-0.032827914,0.017813945,0.013328999,0.0027133492,-0.006984495,-0.0031513297,-0.019763935,-0.002299641,0.00081253395,-0.0008880987,-0.011591307,0.0019246027,-0.0029569187,0.019602558,-0.0014490339,-0.021974,0.014050249,0.0022238677,0.0002887491,0.015063618,-0.013698603,-0.018524373,-0.010797094,-0.06312159,0.018651534,-0.55923176,-0.013139434,-0.0039091664,0.02409227,-0.04881663,-0.007445967,0.0009055669,-0.0023413769,-0.014826447,0.01813338,0.008617883,-0.04440474,-0.012505502
nadgledati,-0.57957476,-0.060225844,0.0289406,0.03299208,0.009043956,0.027703375,-0.023685372,0.009548584,-0.027555246,-0.028008357,0.0037552,0.005569131,0.030602196,-0.010439743,-0.028277466,-0.001552672,-0.0005050025,-0.00040955248,0.07003362,0.0063370294,0.00028136492,0.000967186,0.0326832,0.0010975873,-0.032392606,-0.0010018417,0.0005200581,0.6835905,0.15634319,-0.2121714,0.10464641,0.009716156,0.041540336,-0.015293564,0.076698795,0.02400477,-0.28470364,-0.027405176,-0.0004974378,-0.00390394,0.009567269,0.006418709,-0.02530949,0.0026618724,-0.014510631,-0.0060651056,0.014484891,-0.0788645,-0.011213199,0.030178118
nadimati,-0.6900275,-0.071131214,0.03280447,0.036590196,0.010105955,0.03098356,-0.026833383,0.011053775,-0.038813367,-0.026701806,-0.0052758916,0.003158369,0.027362932,-0.020288516,-0.019035382,-0.0016296756,-0.00030938676,-0.00066879124,0.055513684,0.0052663917,0.00046951592,0.004408761,0.06911152,0.0023803792,-0.06266979,0.00074143335,-0.0019444807,0.29738367,-0.015163193,0.024000473,-0.08873434,-0.07940166,0.027132178,-0.07427579,0.15898861,0.014251164,-0.5823352,-0.03288923,0.0005355089,-0.0056026415,0.0078101773,0.006728199,-0.038337193,0.0061666,-0.025554957,-0.011468086,0.0036902963,-0.13207346,-0.024098929,0.055118233
nadirati,-0.7288522,-0.076709196,0.07729669,0.1282198,0.06737117,0.44238913,0.4635146,-0.07694134,0.11510065,0.044959553,-0.0005849254,-0.0068028374,-0.033121653,0.015780007,-0.0016627542,-0.00081490685,-0.0013423492,0.0014113105,-0.023393244,-0.0012506756,-5.8333837e-05,-0.00096600817,-0.016135285,-0.00040504543,0.01316204,0.002915108,0.0014659684,-0.014169494,0.004992109,0.0009354423,0.0057805483,0.0019881467,-0.011267484,-0.011366505,-0.0065289997,-0.009575142,-0.0033585948,0.00921639,-0.0009882752,-0.0010210078,-0.014978012,-0.010679835,0.015993837,0.00488487,0.0075291893,-0.007251713,-0.016441923,0.0020507355,-0.005180622,0.0041625206
nadjačati,-0.686038,-0.07109725,0.033120472,0.03844717,0.01441683,0.026526872,-0.025286436,0.010539532,-0.03750078,-0.025899028,-0.0052061514,0.0039703175,0.02663569,-0.01981164,-0.018605117,-0.0017197935,-0.0002615581,-0.0005234312,0.054381944,0.004863636,0.0008645747,0.0038461792,0.06729927,0.0016023533,-0.05833577,-0.0028465397,-0.00061732833,0.297134,-0.015842274,0.023778182,-0.08746397,-0.084104866,0.027229296,-0.074296676,0.15661441,0.013618163,-0.5874741,-0.032438308,0.00024040836,-0.004535648,0.0078075784,0.003705518,-0.03800477,0.0062351343,-0.026108528,-0.01073508,0.00403839,-0.13532074,-0.028871477,0.055044077
nadmašiti,-0.6863241,-0.07112841,0.03320835,0.038886517,0.0049428944,0.028183673,-0.025554946,0.010618469,-0.037650213,-0.025936246,-0.0052248826,0.003985086,0.02668122,-0.019847756,-0.018616961,-0.0016501606,-0.00043684623,-0.0006376149,0.054367725,0.004808887,0.00091308495,0.0038392628,0.06738739,0.0016112159,-0.058653727,-0.0029014712,-0.00057797856,0.29713866,-0.015525838,0.023661496,-0.087617844,-0.08409602,0.02720964,-0.07442496,0.15654686,0.013643133,-0.5873195,-0.032448683,0.00029286562,-0.0046215793,0.0076521644,0.0048007695,-0.03838941,0.005865317,-0.026241673,-0.011603894,0.002963921,-0.13420625,-0.02909093,0.054883413
nadmetati,-0.6716854,-0.06964856,0.0332461,0.03939516,0.0054953718,0.032423217,-0.019744694,0.0096055465,-0.035711657,-0.025004238,-0.005057795,0.0038713198,0.02613588,-0.019538509,-0.018434511,-0.0016716089,-0.0004880373,-0.000608916,0.05588968,0.0050025056,0.00086450257,0.0041780793,0.076886036,0.0016632583,-0.08696676,-0.041277844,-0.0007732236,0.29544228,-0.010819334,0.026317414,-0.08643671,-0.084318735,0.015740985,-0.09042409,0.15218082,0.012076645,-0.5950505,-0.032127142,0.00034887713,-0.0042795995,0.0063091246,0.0059325146,-0.04032191,0.0062523494,-0.02775785,-0.01396292,0.0027304513,-0.143909,-0.03166,0.06405011
nadnositi,-0.5789585,-0.0598829,0.027302995,0.037513588,0.009509323,0.02893074,-0.024793273,0.010083024,-0.031627525,-0.023949642,-0.013985918,0.0033440236,0.033144817,-0.023046166,-0.021002382,-0.0013111557,0.00039974292,0.00042374374,0.031659983,0.0036142638,0.0009513765,0.005062947,0.043203462,0.0042056683,-0.037523787,0.0007741678,-0.016826171,0.4555682,0.014407349,0.31302154,-0.41513446,-0.249899,0.081613384,-0.047018826,0.1953685,0.019629864,-0.22693993,-0.028228085,0.0018264508,-0.0035848077,0.01701801,0.014543922,-0.029112237,0.0015442391,-0.013670807,-0.009870468,0.008384018,-0.07721128,0.0018803491,0.031989127
nadvijati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nadviti,-0.58731407,-0.060677122,0.02712205,0.029202988,0.003944394,0.024278078,-0.022730384,0.009736819,-0.03972945,-0.016660824,-0.004088384,0.003585383,0.024394216,-0.022541193,-0.02879549,-0.0008582191,-0.0044656824,-0.0034388723,0.0525647,0.0031508144,0.0021002537,0.0026321686,0.050150327,0.0006869548,-0.046052836,-0.002444791,0.0013082016,0.2623451,-0.011684814,0.02377928,-0.07746827,-0.079618745,0.022162773,-0.07874233,0.15104319,0.012608101,-0.6035,-0.02821271,0.0036777626,-0.012305105,0.004624581,-0.009612245,-0.05050405,0.014292031,-0.04741179,-0.022304375,-0.056125905,-0.30702838,-0.13343324,0.19939093
nadvladati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nadživeti,-0.567563,-0.05889936,0.025379812,0.034198966,0.008125537,0.021815082,-0.025243409,0.003955536,-0.032160927,-0.030284978,-0.0054250276,0.003603269,0.013207195,-0.012724665,-0.012918927,-0.0010745672,0.00071639003,0.00011815251,0.040957335,0.003910409,0.0007566251,0.002633116,0.05252223,0.0015709068,-0.04604289,-0.0018917741,-0.00043804714,0.2590086,-0.010464244,0.022243025,-0.0777506,-0.075649805,0.02010609,-0.077173814,0.15329073,0.003571668,-0.6289506,-0.02491958,-0.0016205913,0.00526565,-0.012917547,0.0100587,-0.031566247,-0.014469407,0.03997152,0.021037644,0.089971885,0.3618644,0.08856295,-0.07970903
nagaziti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nagađati,-0.72823864,-0.07660574,0.08156379,0.12991498,0.071414135,0.4363815,0.4703696,-0.07165668,0.114021316,0.045434047,-4.1611234e-05,-0.0070941877,-0.03507552,0.018916205,0.014557742,-0.00027201162,-0.001180544,0.0015002319,-0.019786622,-0.00086059404,-0.00019104754,-0.00080307794,-0.012902228,-0.00022362919,0.010755682,0.0026550137,0.0010682442,-0.009176422,0.003923277,0.00072598725,0.0039052,0.0012386178,-0.0066722585,-0.007191901,-0.004072015,-0.007319899,-0.0032655417,0.0070444504,-0.0005660625,0.0017085666,-0.010879064,-0.005682722,0.011824922,9.779059e-05,0.0014764415,-0.00502396,-0.00866902,-0.00026110976,0.0022461752,0.003271766
naglasiti,-0.72782665,-0.07656092,0.081006326,0.1283906,0.06709879,0.4406674,0.46862325,-0.07114929,0.11362134,0.04805298,0.008996995,-0.0055822744,-0.02688716,0.012650323,-0.00330654,-0.0007549684,-0.002450872,0.00064614014,0.006277236,0.0012467572,-0.00041608216,-0.0014686191,-0.021117877,-0.0003012086,0.014168862,0.002053481,0.0008601723,-0.014923779,0.0034109075,0.0030700888,0.0023830496,-0.00018639074,-0.006649595,-0.0070047374,-0.004511424,-0.0058795693,-0.0031360048,0.0061159506,0.00073315407,-0.00022583701,-0.0067144046,-0.0068321186,0.008093177,0.0009095347,0.0009864762,-0.010018943,-0.016504137,0.009521082,0.00048275184,0.0023268873
nagledati,-0.602154,-0.06347611,0.06756354,0.10637117,0.055043604,0.35951495,0.3796092,-0.057618946,0.09778698,0.03429344,0.015551296,-0.0026288598,-0.016373869,0.019525757,-0.0018441037,-0.00030199677,-0.0014875899,0.0010374867,0.010825523,0.0016798971,-0.00049005676,-0.0026409514,-0.029487284,-0.00032974943,0.020670708,0.002990352,0.0016672822,0.43712422,0.16593246,-0.2226221,0.16836336,0.07150466,0.016429223,0.034617055,-0.040452477,0.008699955,0.13924809,0.0015601346,-0.00019891412,-7.1771145e-05,-0.0017512399,-0.00019643127,0.008676022,-0.002132719,0.0035919435,-0.0009484508,0.0059730383,0.015114325,0.010856192,-0.0060231998
nagoditi,-0.72822577,-0.07660259,0.082809016,0.12346386,0.06666125,0.43972808,0.469665,-0.07147687,0.11454151,0.048139896,0.009172746,-0.00537163,-0.018955981,0.023938837,0.015910324,-7.4852214e-05,-0.0016606195,0.0012243914,-0.01998192,-0.001180256,-0.000105870335,-0.0008872185,-0.013344697,-0.00044532606,0.010828981,0.002642497,0.001181025,-0.010030688,0.003103881,0.0020040881,0.0035413578,0.00037073984,-0.0066770515,-0.0071696974,-0.0038900923,-0.008984463,-0.0044764024,0.006905353,0.00026863147,-0.002852856,-0.009504208,-0.005743843,0.009658383,-0.0005215294,-0.002791955,-0.0039963024,-0.010758829,0.0044569406,0.0012213553,0.0014196221
nagomilati,-0.7273086,-0.0764724,0.08051399,0.12770116,0.06687599,0.43999624,0.46982414,-0.07164284,0.115729176,0.049919162,0.009482308,-0.006008589,-0.03042421,0.016978493,0.01328877,-0.00015679178,-0.0016859763,0.001171272,-0.017932821,-0.0008450734,-7.7402234e-05,-0.0007481491,-0.011330985,-0.00018989557,0.009165922,0.002179736,0.00084881345,-0.00800205,0.0032790115,0.0011613102,0.0027522857,0.000490465,-0.0049616685,-0.0052254726,-0.002700164,-0.0060107256,-0.0036773817,0.0064152097,0.00086419133,-0.00023409115,-0.0076053343,-0.004782038,0.009387795,-0.0009794997,-7.6356e-05,-0.004581699,-0.0073341094,0.0019582682,0.003670326,0.002023741
nagoniti,-0.7277788,-0.07653961,0.08097319,0.12848908,0.06725433,0.44181836,0.46495992,-0.077327594,0.118732706,0.051132776,0.009706076,-0.0059762215,-0.031213017,0.01747221,0.013684531,-0.00010832908,-0.0016934017,0.0011757764,-0.018604733,-0.00092388433,-6.206005e-05,-0.00078718434,-0.012086294,-0.0002378306,0.009759738,0.0022429498,0.0010100056,-0.009076666,0.0038407785,0.0015323684,0.0032218548,0.00071104086,-0.005879987,-0.0056909327,-0.0028999546,-0.0070951604,-0.0039245524,0.007344317,0.0004622511,-0.0010858721,-0.008294939,-0.004517974,0.0107921995,-0.0019312444,0.00042163522,-0.0037548686,-0.007944365,0.00064144516,0.0033310328,0.0025427553
nagovoriti,-0.7285456,-0.076690234,0.083999455,0.12527145,0.06749663,0.44324479,0.45996007,-0.06973661,0.11892433,0.045468595,-0.0005023485,-0.0066001737,-0.024519281,0.027222846,0.018106172,-0.00010678055,-0.0014230311,0.0015572582,-0.023435034,-0.0013345891,-0.000222846,-0.001064364,-0.01694302,-0.000584515,0.013973225,0.0032926828,0.0017284529,-0.01495406,0.0047955606,0.0018999006,0.006212423,0.0018940545,-0.012921618,-0.011783507,-0.0070250677,-0.01710658,-0.006145728,0.012046853,-0.0028365266,-0.004847543,-0.024213716,-0.010566856,0.020275127,0.0011759362,-0.00996478,-0.004307159,-0.036319464,0.004175063,-0.018732466,0.0097503755
nagraditi,-0.60030836,-0.06320284,0.069571845,0.10434658,0.050827153,0.36076903,0.38545996,-0.05823011,0.08958637,0.029579794,0.0060804277,-0.004274684,-0.029885964,0.013249321,-0.0021018637,-0.00045893187,-0.0011922676,0.0010884622,0.005388336,0.0010982861,-0.00037916715,-0.0019676422,-0.02272157,-0.00023625205,0.01587992,0.0021081783,0.00091740774,-0.020914411,0.0058900635,0.005259219,0.0027431974,-9.1996495e-05,-0.010349811,-0.011609794,-0.009787919,-0.012678821,0.0010651667,0.012850997,0.00012698743,0.00915681,-0.022650076,-0.017765343,0.032640286,-0.10699468,-0.33557272,0.27684164,0.3302554,-0.07877371,0.07213279,-0.0058235493
nagrnuti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nahoditi,-0.7278346,-0.07654336,0.08249197,0.12305606,0.066502996,0.43917355,0.47037724,-0.07183951,0.116302215,0.050241902,0.009571081,-0.0060535213,-0.030736059,0.017186632,0.013446467,-0.0002491825,-0.0016527834,0.0012057688,-0.018293403,-0.0010243445,-9.7883065e-05,-0.000814836,-0.01170495,-0.0004002177,0.009448288,0.0021989844,0.0010771011,-0.008237675,0.003431404,0.0018985035,0.0030088138,6.833125e-05,-0.005335262,-0.0054488033,-0.0031025582,-0.006588915,-0.0036646887,0.0068287207,0.0010972385,-0.001011516,-0.007778887,-0.005565162,0.009622564,-0.001105965,3.1816548e-05,-0.0044768024,-0.008501728,0.0029013015,0.0034246114,0.0014834598
nahraniti,-0.727979,-0.07657951,0.081519574,0.13012676,0.06183434,0.43756258,0.47038794,-0.07180303,0.11583177,0.049803387,0.009448132,-0.005899728,-0.029952118,0.016357422,0.012714572,-0.00012486719,-0.0024480291,0.0005715893,0.008396261,0.001488266,-0.00050632824,-0.0013946025,-0.019535389,-0.00019895734,0.012869458,0.0019148146,0.0007625923,-0.013199409,0.00393424,0.0030440632,0.0016718326,-0.00019238816,-0.0052748015,-0.005191567,-0.0036831964,-0.006555892,-0.0027490673,0.006727967,0.0006135736,0.000780282,-0.0076723704,-0.0034369316,0.0086687105,-0.0025034372,-0.0007279972,-0.009444977,-0.015673378,0.00650722,0.003268841,0.003274777
naići,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
najavati,-0.72776735,-0.07653776,0.08087876,0.12826861,0.06711001,0.44086415,0.46869934,-0.07097579,0.10842182,0.057055872,0.0102874255,-0.006528979,-0.032145467,0.017997246,0.013909133,-0.00029706713,-0.0015053308,0.0010716445,-0.019025285,-0.0007767529,-0.00014838288,-0.00081197533,-0.012284063,-0.0002484227,0.0100164525,0.0021879682,0.00095290464,-0.008309517,0.0041841925,0.001006854,0.0033115514,0.00036302308,-0.0044923536,-0.00618951,-0.0027141925,-0.0056837723,-0.0032759488,0.007707813,0.0013366188,-0.0018452746,-0.008168439,-0.006192793,0.009706835,-0.002866427,-0.00063843024,-0.0040940186,-0.0077550053,0.0032414906,0.0041691954,0.0015648393
najaviti,-0.7288745,-0.07670946,0.08230742,0.13111794,0.07199174,0.43827742,0.46648633,-0.06419145,0.1163754,0.044580106,-0.0005199974,-0.0066139004,-0.023978481,0.026601454,0.017647512,-0.00010693521,-0.0012721015,0.0016316082,-0.022651307,-0.0010222967,-0.0002545287,-0.0009499395,-0.015853688,-0.00027103166,0.013253066,0.0032959443,0.0012200606,-0.013082747,0.0034755052,0.0003732204,0.0050941557,0.0020744912,-0.010350859,-0.010157684,-0.005743906,-0.0129554635,-0.0052363095,0.009698129,-0.0017046584,0.0020921265,-0.017531484,-0.008903379,0.014086313,0.0034421098,-0.006195689,-0.0037979768,-0.017483303,0.0016046994,-0.0045503904,0.0056227627
nakašljati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nakloniti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nakriviti,-0.727737,-0.07653186,0.08084861,0.12821476,0.06706544,0.44069624,0.46894908,-0.071183145,0.1127035,0.043046802,0.017334152,-0.0045913574,-0.034374688,0.018358024,0.014132927,0.00020971512,-0.0010961817,0.0015656448,-0.019263726,-0.0008533788,3.2268617e-05,-0.0011635325,-0.012262449,8.0347934e-05,0.009900382,0.0021396591,0.00053214823,-0.009262677,0.0040505906,0.0017901987,0.0021893608,0.00053331116,-0.0048290864,-0.0048943455,-0.0025976484,-0.0073781246,-0.003459067,0.008054054,0.0017623078,0.0008046414,-0.008318554,-0.004470291,0.011690201,-0.0018026808,0.0018616489,-0.004523221,-0.009206025,0.0006553135,0.0026730231,0.002251553
nakupiti,-0.72824603,-0.076133065,0.08162862,0.13003208,0.07143568,0.43629244,0.4701167,-0.07163754,0.11419579,0.04545881,0.014698702,-0.009725246,-0.032078467,0.017266449,0.013208446,-0.0016930053,-0.0018648016,0.0009979244,0.00828645,0.0014567203,8.14812e-05,-0.0018345888,-0.020446528,-9.388844e-05,0.01390813,0.0018207079,0.001221858,-0.014304577,0.004190777,0.0035316355,0.0011695798,-0.00054721447,-0.0051009976,-0.004791924,-0.0036611254,-0.00779389,-0.003029789,0.008185666,0.0012369616,0.0018779465,-0.008046214,-0.0045826514,0.010907391,-0.0029265427,0.0010150926,-0.0089924615,-0.017276311,0.004369799,0.0027673396,0.003990879
nalagati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nalaziti,-0.4587044,0.7642844,0.037468646,0.06464494,0.03344695,0.22691093,0.23819624,-0.038150325,0.059922364,0.035360243,-0.010993533,0.046968315,-0.013448375,0.015737446,0.0049193646,0.10025679,0.16664639,-0.1015626,-0.0032898423,-0.07236682,0.019991485,0.0010521839,-0.009601129,0.0051075495,0.0062871515,0.0010164857,-0.05817924,-0.02798105,0.013758343,-0.10724783,-0.089844465,-0.01630327,0.014648772,-0.03558878,-0.027450621,-0.0049666944,-0.0023200505,0.008221053,-0.0014740289,-0.007884437,-0.014431629,-0.0047757067,0.010748925,-0.006476805,-0.0041839783,0.00078280433,-0.021699088,-1.6570435e-05,-0.002512061,0.0058127106
naleteti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naleti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naletiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nalikovati,-0.7280863,-0.07612669,0.08119574,0.12870525,0.06722607,0.44105804,0.46808857,-0.07085875,0.11218085,0.04624691,0.008556156,-0.004306774,-0.015483378,0.020001471,-0.000653921,0.001819019,-0.008996989,-0.003456527,-0.01968818,-0.0037035316,0.002578055,-0.000900757,0.006498604,-0.00079966156,0.023422947,0.00440657,0.00269858,-0.013538977,0.0048847585,0.0017173863,0.0052455813,0.0006371019,-0.007869909,-0.008561922,-0.0040835747,-0.008253226,-0.0026277876,0.0074624713,-0.00041844425,-0.0018035382,-0.008576572,-0.014000967,0.008783363,0.0039964076,-0.0012261516,-0.00390873,-0.012729253,0.00932044,0.0008432856,0.00511897
naliti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naljutiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
naložiti,-0.605416,-0.06354299,0.06642624,0.10384537,0.059331987,0.36235055,0.3873711,-0.053185873,0.09381855,0.049305137,0.008819879,-0.005384727,-0.026937302,0.0142522,0.00554474,-0.00013635676,-0.0015068803,0.00058032654,-0.014532009,-0.00026250706,-0.00038048998,0.0010847648,0.024401536,0.0008427313,0.032427765,0.0060356306,-0.0027751937,-0.016112074,0.010586143,0.0025692806,0.003417638,0.010868779,-0.009366338,-0.010262476,-0.0039527575,-0.014235787,0.0036235705,-0.0020190557,0.017907603,-0.012334673,-0.048886813,0.49780598,-0.025830086,-0.03068279,-0.0009111845,-0.04172392,0.07454429,0.006271489,-0.21923225,-0.06089707
namamiti,-0.7277748,-0.076539956,0.08095087,0.12843631,0.06721229,0.4414752,0.46690515,-0.06483888,0.11980577,0.051339403,0.009757534,-0.006186801,-0.031361256,0.017485466,0.0137016745,-0.00017049866,-0.0017933234,0.0012508883,-0.018719409,-0.00084395806,-0.00011490185,-0.0008019526,-0.012121787,-0.0001949327,0.009710044,0.0022126744,0.00085380115,-0.008943164,0.0031470398,0.0009853038,0.0028836166,0.000572714,-0.0058511076,-0.0050941776,-0.002728663,-0.006979729,-0.004227339,0.007691012,0.0015030027,0.00070329214,-0.008361321,-0.0059514074,0.009570472,-0.00058315723,-0.0014536771,-0.004283821,-0.008598589,0.0025496027,0.0034832594,0.0022470595
namazati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
